Order ID,Client ID,Enquiry Date,Order Date,Ship Mode,Segment,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
US-2015-156731,C00000008,"Wednesday, June 3, 2020","Saturday, October 9, 2021",Standard Class,Consumer,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,123.92,4,,55.764
US-2015-159040,C00000730,"Saturday, January 2, 2021","Saturday, October 9, 2021",Standard Class,Home Office,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",258.9,10,,93.204
US-2015-160150,C00000295,"Tuesday, May 16, 2023","Saturday, October 9, 2021",Same Day,Consumer,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,464.292,9,0.4,-108.3348
US-2015-150649,C00000686,"Sunday, November 12, 2023","Sunday, October 10, 2021",Standard Class,Consumer,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72,5,0.2,6.552
US-2015-156998,C00000734,"Thursday, October 12, 2023","Sunday, October 10, 2021",Standard Class,Consumer,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,8.64,2,0.2,3.024
US-2015-157872,C00000493,"Saturday, March 27, 2021","Sunday, October 10, 2021",Standard Class,Consumer,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,863.88,3,0.2,107.985
US-2015-160018,C00000940,"Sunday, April 18, 2021","Sunday, October 10, 2021",Standard Class,Consumer,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",670.752,3,0.2,-125.766
US-2015-152177,C00000372,"Monday, September 14, 2020","Monday, October 11, 2021",Second Class,Home Office,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,419.4,5,0.2,146.79
US-2015-152689,C00000593,"Tuesday, August 9, 2022","Monday, October 11, 2021",Standard Class,Corporate,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,6.408,3,0.2,1.4418
US-2015-154900,C00000790,"Tuesday, August 10, 2021","Monday, October 11, 2021",Standard Class,Consumer,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",121.3,2,,25.473
US-2015-155560,C00000352,"Saturday, November 26, 2022","Monday, October 11, 2021",Standard Class,Corporate,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,45.36,4,,22.2264
US-2015-156095,C00000934,"Tuesday, March 28, 2023","Monday, October 11, 2021",Standard Class,Consumer,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2,,217.767
US-2015-156444,C00000914,"Monday, March 16, 2020","Monday, October 11, 2021",Standard Class,Consumer,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,9.84,2,,4.7232
US-2015-156532,C00000181,"Tuesday, January 17, 2023","Monday, October 11, 2021",Same Day,Consumer,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,,3.894
US-2015-151480,C00000930,"Saturday, September 24, 2022","Tuesday, October 12, 2021",Second Class,Home Office,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,46.51,1,,1.8604
US-2015-156811,C00000822,"Tuesday, December 21, 2021","Tuesday, October 12, 2021",Standard Class,Consumer,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,1089.75,3,,305.13
US-2015-157745,C00000972,"Tuesday, April 28, 2020","Tuesday, October 12, 2021",Second Class,Consumer,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",49.568,2,0.2,15.49
US-2015-150726,C00000838,"Saturday, December 19, 2020","Wednesday, October 13, 2021",Standard Class,Consumer,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",149.95,5,,41.986
US-2015-150796,C00000319,"Wednesday, November 23, 2022","Wednesday, October 13, 2021",First Class,Consumer,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,13.248,4,0.2,3.6432
US-2015-151475,C00000989,"Tuesday, November 30, 2021","Wednesday, October 13, 2021",Standard Class,Consumer,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,7,,357.1911
US-2015-153163,C00000910,"Monday, August 7, 2023","Wednesday, October 13, 2021",Standard Class,Corporate,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,227.46,6,,65.9634
US-2015-154819,C00000348,"Wednesday, November 29, 2023","Wednesday, October 13, 2021",Standard Class,Consumer,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,32.952,6,0.6,-19.7712
US-2015-155511,C00000591,"Friday, June 5, 2020","Wednesday, October 13, 2021",Standard Class,Corporate,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,13.392,3,0.2,5.022
US-2015-155635,C00000738,"Friday, February 21, 2020","Wednesday, October 13, 2021",First Class,Corporate,TEC-PH-10002085,Technology,Phones,Clarity 53712,211.168,4,0.2,15.8376
US-2015-156716,C00000369,"Friday, November 19, 2021","Wednesday, October 13, 2021",Second Class,Consumer,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,479.92,2,0.2,41.993
US-2015-156963,C00000601,"Tuesday, December 29, 2020","Wednesday, October 13, 2021",Standard Class,Home Office,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,52.34,2,,24.5998
US-2015-160478,C00000686,"Monday, October 25, 2021","Wednesday, October 13, 2021",First Class,Consumer,OFF-LA-10000081,Office Supplies,Labels,Avery 496,22.5,6,,10.8
US-2015-153886,C00000234,"Thursday, December 24, 2020","Thursday, October 14, 2021",Second Class,Consumer,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,48.36,5,0.2,6.045
US-2015-154974,C00000743,"Monday, August 2, 2021","Thursday, October 14, 2021",Standard Class,Home Office,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576,3,0.2,39.6879
US-2015-156687,C00000259,"Thursday, April 8, 2021","Thursday, October 14, 2021",Same Day,Consumer,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.088,2,0.2,-1.7772
US-2015-157645,C00000901,"Friday, May 22, 2020","Thursday, October 14, 2021",Standard Class,Consumer,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,64.96,2,,19.488
US-2015-158075,C00000949,"Friday, November 17, 2023","Thursday, October 14, 2021",Standard Class,Consumer,TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,58.08,4,0.2,-6.534
US-2015-158154,C00000246,"Saturday, March 12, 2022","Thursday, October 14, 2021",First Class,Corporate,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,240.744,4,0.3,-13.7568
US-2015-158793,C00000717,"Saturday, June 4, 2022","Thursday, October 14, 2021",Same Day,Home Office,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,44.856,6,0.7,-35.8848
US-2015-154769,C00000849,"Wednesday, April 1, 2020","Friday, October 15, 2021",Second Class,Corporate,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,47.952,3,0.2,16.7832
US-2015-157606,C00000509,"Sunday, December 17, 2023","Friday, October 15, 2021",First Class,Consumer,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1799.97,5,0.4,239.996
US-2015-158174,C00000576,"Tuesday, March 9, 2021","Friday, October 15, 2021",Standard Class,Home Office,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,27.58,2,,11.5836
US-2015-159036,C00000074,"Tuesday, July 19, 2022","Friday, October 15, 2021",First Class,Consumer,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,186.048,6,0.2,67.4424
US-2015-151415,C00000994,"Tuesday, December 28, 2021","Saturday, October 16, 2021",Standard Class,Home Office,OFF-AR-10000823,Office Supplies,Art,Newell 307,3.64,2,,1.0192
US-2015-152917,C00000553,"Monday, April 10, 2023","Saturday, October 16, 2021",Second Class,Consumer,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,45.68,2,,21.0128
US-2015-152989,C00000538,"Tuesday, July 28, 2020","Saturday, October 16, 2021",Standard Class,Consumer,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",198.744,4,0.3,-14.196
US-2015-154801,C00000511,"Wednesday, September 30, 2020","Saturday, October 16, 2021",Standard Class,Consumer,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3,,30.0234
US-2015-155170,C00000427,"Tuesday, April 7, 2020","Saturday, October 16, 2021",Standard Class,Corporate,OFF-AR-10000634,Office Supplies,Art,Newell 320,6.848,2,0.2,0.5992
US-2015-156301,C00000662,"Friday, July 10, 2020","Saturday, October 16, 2021",Standard Class,Consumer,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,73.28,4,,21.2512
US-2015-152686,C00000994,"Monday, May 16, 2022","Sunday, October 17, 2021",Second Class,Corporate,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,328.776,3,0.2,28.7679
US-2015-153859,C00001046,"Thursday, November 23, 2023","Sunday, October 17, 2021",Standard Class,Consumer,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,4,0.8,-1850.9464
US-2015-154869,C00000967,"Friday, October 16, 2020","Sunday, October 17, 2021",Standard Class,Consumer,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",88.752,3,0.2,27.735
US-2015-157265,C00000567,"Saturday, March 4, 2023","Sunday, October 17, 2021",Standard Class,Consumer,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,25.984,2,0.2,-1.624
US-2015-157900,C00000267,"Thursday, February 2, 2023","Sunday, October 17, 2021",Standard Class,Corporate,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,3,,40.3128
US-2015-151285,C00000341,"Thursday, October 21, 2021","Monday, October 18, 2021",Second Class,Consumer,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,,225.264
US-2015-152352,C00000327,"Thursday, February 10, 2022","Monday, October 18, 2021",Standard Class,Corporate,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,12.96,2,,6.3504
US-2015-155924,C00001017,"Friday, January 20, 2023","Monday, October 18, 2021",Standard Class,Corporate,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,68.432,7,0.2,8.554
US-2015-159154,C00001043,"Tuesday, May 31, 2022","Monday, October 18, 2021",Standard Class,Home Office,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,14.97,1,,4.1916
US-2015-151472,C00000361,"Saturday, March 28, 2020","Tuesday, October 19, 2021",Second Class,Consumer,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",3.392,1,0.2,0.8056
US-2015-152262,C00000677,"Tuesday, June 6, 2023","Tuesday, October 19, 2021",Second Class,Corporate,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,8.52,3,,4.1748
US-2015-154118,C00000286,"Monday, November 13, 2023","Tuesday, October 19, 2021",Standard Class,Corporate,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316,4,,31.6
US-2015-155950,C00000238,"Sunday, August 23, 2020","Tuesday, October 19, 2021",Standard Class,Consumer,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",3.488,2,0.2,1.1772
US-2015-158629,C00000354,"Thursday, March 5, 2020","Tuesday, October 19, 2021",Standard Class,Consumer,OFF-PA-10003823,Office Supplies,Paper,Xerox 197,223.056,9,0.2,69.705
US-2015-150774,C00000211,"Tuesday, May 26, 2020","Wednesday, October 20, 2021",Standard Class,Consumer,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.694,2,0.7,-2.245
US-2015-152203,C00000205,"Thursday, January 30, 2020","Wednesday, October 20, 2021",Standard Class,Consumer,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",24.816,2,0.2,1.551
US-2015-152428,C00000767,"Tuesday, January 3, 2023","Wednesday, October 20, 2021",Standard Class,Consumer,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,43.512,7,0.2,3.8073
US-2015-152967,C00000908,"Monday, April 26, 2021","Wednesday, October 20, 2021",Second Class,Corporate,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,191.472,6,0.2,40.6878
US-2015-153607,C00000412,"Sunday, August 29, 2021","Wednesday, October 20, 2021",Standard Class,Home Office,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,108.96,3,,32.688
US-2015-154184,C00000737,"Wednesday, March 11, 2020","Wednesday, October 20, 2021",Standard Class,Consumer,OFF-FA-10003021,Office Supplies,Fasteners,Staples,4.512,3,0.2,0.846
US-2015-155355,C00000271,"Sunday, January 9, 2022","Wednesday, October 20, 2021",First Class,Consumer,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,271.96,5,0.2,16.9975
US-2015-159329,C00000676,"Sunday, February 14, 2021","Wednesday, October 20, 2021",Standard Class,Corporate,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,10.368,2,0.2,3.6288
US-2015-150681,C00000681,"Wednesday, August 18, 2021","Thursday, October 21, 2021",Standard Class,Consumer,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.492,6,0.1,292.776
US-2015-150808,C00000357,"Friday, April 7, 2023","Thursday, October 21, 2021",Second Class,Home Office,OFF-LA-10000134,Office Supplies,Labels,Avery 511,27.72,9,,13.3056
US-2015-152706,C00000323,"Thursday, January 5, 2023","Thursday, October 21, 2021",Standard Class,Consumer,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,25.176,3,0.6,-33.3582
US-2015-153591,C00000280,"Monday, December 11, 2023","Thursday, October 21, 2021",Standard Class,Corporate,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,629.95,5,,163.787
US-2015-153779,C00000107,"Tuesday, March 30, 2021","Thursday, October 21, 2021",Same Day,Corporate,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,42.68,4,,19.6328
US-2015-154558,C00000084,"Thursday, September 17, 2020","Thursday, October 21, 2021",Standard Class,Corporate,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,435.168,4,0.2,-59.8356
US-2015-155309,C00000010,"Wednesday, June 15, 2022","Thursday, October 21, 2021",Second Class,Corporate,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,1454.9,5,,378.274
US-2015-160351,C00000927,"Wednesday, November 23, 2022","Thursday, October 21, 2021",Same Day,Consumer,TEC-PH-10000526,Technology,Phones,Vtech CS6719,287.97,3,,80.6316
US-2015-153039,C00000423,"Tuesday, September 22, 2020","Friday, October 22, 2021",First Class,Consumer,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2,0.2,14.3952
US-2015-157297,C00000352,"Tuesday, February 14, 2023","Friday, October 22, 2021",Standard Class,Consumer,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,4.752,4,0.8,-8.316
US-2015-159401,C00000891,"Friday, May 26, 2023","Friday, October 22, 2021",Standard Class,Consumer,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,512.499,3,0.15,-30.147
US-2015-160241,C00000944,"Tuesday, July 5, 2022","Friday, October 22, 2021",Standard Class,Corporate,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,12.96,2,,6.3504
US-2015-151141,C00000508,"Monday, September 20, 2021","Saturday, October 23, 2021",Second Class,Consumer,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,1931.04,9,0.1,321.84
US-2015-152007,C00000303,"Tuesday, May 10, 2022","Saturday, October 23, 2021",Second Class,Corporate,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,23.16,5,0.7,-15.44
US-2015-159795,C00000780,"Saturday, May 22, 2021","Saturday, October 23, 2021",Standard Class,Consumer,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35,7,,16.8
US-2015-160289,C00000747,"Monday, January 6, 2020","Saturday, October 23, 2021",Standard Class,Corporate,OFF-AR-10002067,Office Supplies,Art,Newell 334,99.2,5,,25.792
US-2015-151486,C00000716,"Wednesday, March 25, 2020","Sunday, October 24, 2021",Standard Class,Consumer,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,54.5,5,,14.17
US-2015-153895,C00000178,"Saturday, August 14, 2021","Sunday, October 24, 2021",Standard Class,Corporate,TEC-PH-10002115,Technology,Phones,Plantronics 81402,118.782,3,0.4,-27.7158
US-2015-154660,C00000823,"Monday, February 28, 2022","Sunday, October 24, 2021",Second Class,Consumer,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,435.84,12,,130.752
US-2015-154747,C00000991,"Friday, September 29, 2023","Sunday, October 24, 2021",Standard Class,Consumer,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",2.724,3,0.8,-4.2222
US-2015-155161,C00000696,"Tuesday, January 11, 2022","Sunday, October 24, 2021",Standard Class,Corporate,OFF-AR-10002067,Office Supplies,Art,Newell 334,99.2,5,,25.792
US-2015-156171,C00000411,"Thursday, October 27, 2022","Sunday, October 24, 2021",Second Class,Corporate,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,876.3,10,0.4,-292.1
US-2015-159321,C00000190,"Wednesday, July 7, 2021","Sunday, October 24, 2021",Second Class,Corporate,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,15.984,2,0.2,1.1988
US-2015-159499,C00000552,"Sunday, June 18, 2023","Sunday, October 24, 2021",Second Class,Corporate,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,3,,22.2516
US-2015-154641,C00000839,"Wednesday, February 12, 2020","Monday, October 25, 2021",Second Class,Consumer,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,,9.7164
US-2015-154983,C00000688,"Friday, October 7, 2022","Monday, October 25, 2021",Second Class,Consumer,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96,4,,303.3408
US-2015-156377,C00000752,"Monday, January 13, 2020","Monday, October 25, 2021",Standard Class,Consumer,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,53.82,9,,24.219
US-2015-156534,C00000721,"Sunday, February 9, 2020","Monday, October 25, 2021",Standard Class,Corporate,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",170.352,3,0.2,10.647
US-2015-157475,C00000335,"Sunday, September 17, 2023","Monday, October 25, 2021",First Class,Home Office,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,67.92,5,0.2,6.792
US-2015-157999,C00000344,"Tuesday, January 19, 2021","Monday, October 25, 2021",Standard Class,Consumer,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,12.992,2,0.8,-32.48
US-2015-160383,C00000548,"Thursday, April 6, 2023","Monday, October 25, 2021",Standard Class,Consumer,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,,213.6888
US-2015-150936,C00000519,"Tuesday, September 27, 2022","Tuesday, October 26, 2021",Standard Class,Consumer,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",37.44,6,,16.848
US-2015-153497,C00000205,"Saturday, March 13, 2021","Tuesday, October 26, 2021",Standard Class,Consumer,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,199.304,4,0.3,-8.5416
US-2015-153722,C00000197,"Thursday, December 28, 2023","Tuesday, October 26, 2021",First Class,Corporate,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",305.9745,3,0.15,25.1979
US-2015-157267,C00000269,"Thursday, October 27, 2022","Tuesday, October 26, 2021",Standard Class,Consumer,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,3,,2.0748
US-2015-159260,C00000333,"Monday, April 3, 2023","Tuesday, October 26, 2021",Standard Class,Consumer,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552,3,0.2,73.194
US-2015-151222,C00000274,"Monday, January 25, 2021","Wednesday, October 27, 2021",Same Day,Home Office,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888,2,0.2,9.9652
US-2015-153344,C00000217,"Saturday, July 2, 2022","Wednesday, October 27, 2021",Second Class,Corporate,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,,21
US-2015-156479,C00000436,"Saturday, January 28, 2023","Wednesday, October 27, 2021",Standard Class,Corporate,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",26.55,9,,12.744
US-2015-158599,C00000838,"Thursday, February 25, 2021","Wednesday, October 27, 2021",Second Class,Consumer,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,3,,71.991
US-2015-160446,C00000415,"Friday, March 24, 2023","Wednesday, October 27, 2021",First Class,Consumer,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,83.988,2,0.4,-20.997
US-2015-160571,C00000344,"Wednesday, April 22, 2020","Wednesday, October 27, 2021",First Class,Home Office,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,112.776,3,0.2,-8.4582
US-2015-153104,C00000530,"Saturday, February 18, 2023","Thursday, October 28, 2021",First Class,Consumer,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,61.776,13,0.2,20.8494
US-2015-154027,C00001046,"Sunday, May 29, 2022","Thursday, October 28, 2021",First Class,Corporate,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,71.96,5,0.2,7.196
US-2015-156498,C00000140,"Tuesday, June 7, 2022","Thursday, October 28, 2021",Second Class,Corporate,OFF-LA-10001641,Office Supplies,Labels,Avery 518,10.08,4,0.2,3.528
US-2015-157975,C00000148,"Monday, July 3, 2023","Thursday, October 28, 2021",First Class,Consumer,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,46.76,7,,22.4448
US-2015-158202,C00000764,"Monday, August 3, 2020","Thursday, October 28, 2021",Second Class,Corporate,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,28.4,5,,8.236
US-2015-152744,C00000390,"Sunday, January 30, 2022","Friday, October 29, 2021",Standard Class,Home Office,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,46.872,7,0.2,3.5154
US-2015-153396,C00000146,"Thursday, April 20, 2023","Friday, October 29, 2021",Second Class,Consumer,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",60.89,1,,15.2225
US-2015-152264,C00000154,"Friday, November 4, 2022","Saturday, October 30, 2021",Standard Class,Corporate,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,440.19,9,,206.8893
US-2015-152273,C00000557,"Sunday, August 27, 2023","Saturday, October 30, 2021",First Class,Consumer,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,264.32,2,0.2,19.824
US-2015-160613,C00001034,"Monday, March 21, 2022","Saturday, October 30, 2021",Standard Class,Consumer,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,843.9,2,,371.316
US-2015-151586,C00000391,"Monday, October 9, 2023","Sunday, October 31, 2021",Standard Class,Consumer,TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,287.968,4,0.2,97.1892
US-2015-151688,C00000851,"Monday, November 16, 2020","Sunday, October 31, 2021",First Class,Corporate,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,69.98,2,,4.8986
US-2015-152629,C00000389,"Tuesday, June 29, 2021","Sunday, October 31, 2021",Second Class,Corporate,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,119.96,1,0.2,7.4975
US-2015-152707,C00000359,"Monday, October 5, 2020","Sunday, October 31, 2021",Standard Class,Consumer,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,2.934,3,0.8,-4.9878
US-2015-155408,C00000079,"Saturday, August 6, 2022","Sunday, October 31, 2021",Same Day,Corporate,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,18.693,3,0.7,-14.3313
US-2015-155412,C00000553,"Sunday, June 5, 2022","Sunday, October 31, 2021",Standard Class,Consumer,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,33.088,4,0.2,11.1672
US-2015-156422,C00000486,"Tuesday, October 18, 2022","Sunday, October 31, 2021",Standard Class,Consumer,OFF-EN-10003068,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,7.92,1,0.2,2.772
US-2015-150694,C00000432,"Saturday, July 30, 2022","Monday, November 1, 2021",Same Day,Consumer,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,5.193,3,0.7,-3.462
US-2015-152387,C00000586,"Friday, February 17, 2023","Monday, November 1, 2021",Standard Class,Corporate,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,8.384,1,0.2,0.7336
US-2015-153479,C00000758,"Sunday, June 25, 2023","Monday, November 1, 2021",First Class,Home Office,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",68.448,4,0.2,7.7004
US-2015-156077,C00000637,"Sunday, January 1, 2023","Monday, November 1, 2021",Standard Class,Corporate,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,124.95,5,,2.499
US-2015-157608,C00000812,"Monday, January 4, 2021","Monday, November 1, 2021",Standard Class,Consumer,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,239.358,3,0.3,-47.8716
US-2015-158890,C00001051,"Tuesday, May 11, 2021","Monday, November 1, 2021",First Class,Corporate,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",33.568,2,0.2,1.6784
US-2015-158916,C00000944,"Sunday, August 16, 2020","Monday, November 1, 2021",Standard Class,Home Office,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,142.04,4,,38.3508
US-2015-150816,C00000018,"Saturday, June 19, 2021","Tuesday, November 2, 2021",Standard Class,Consumer,OFF-LA-10002475,Office Supplies,Labels,Avery 519,29.24,4,,13.7428
