date_received,issue_category,channel,company_response,timely_response,consumer_disputed,complaint_id,order_id
2022-05-31,No First Call Resolution,Mobile App,Closed with explanation,Yes,Yes,CR0194736,US-2015-151862
2023-06-10,New Product or Feature Request,Email,Closed with explanation,Yes,No,CR1359157,US-2015-152807
2023-02-22,Making Customers Repeat Their Problem,Email,Closed with explanation,Yes,No,CR2123996,US-2015-157726
2020-01-20,New Product or Feature Request,Email,Closed with explanation,Yes,Yes,CR0795200,US-2015-150927
2023-02-08,Lack of Follow Up,Email,Closed with explanation,Yes,No,CR1043298,US-2015-157490
2019-03-22,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,Yes,No,CR1875589,US-2015-156528
2020-02-13,New Product or Feature Request,Branch,Closed with explanation,Yes,,CR2319065,US-2015-160252
2023-05-10,Making Customers Repeat Their Problem,Email,Closed with explanation,Yes,Yes,CR1967343,US-2015-155449
2020-08-09,New Product or Feature Request,Mobile App,Closed with explanation,Yes,Yes,CR1516691,US-2015-156092
2019-04-23,Long wait on hold,Phone Support,Closed with explanation,Yes,No,CR1790071,US-2015-151912
2022-04-09,Lack of Follow Up,Phone Support,Closed with explanation,Yes,Yes,CR1621364,US-2015-157235
2019-09-01,Poor Product or Service,Phone Support,Closed with explanation,Yes,Yes,CR0347128,US-2015-152162
2019-02-04,Long wait on hold,Email,Closed with explanation,Yes,Yes,CR2067841,US-2015-154248
2020-12-06,Uninterested Service Rep,Email,Closed with monetary relief,Yes,Yes,CR1885950,US-2015-157415
2020-07-14,Lack of Follow Up,Phone Support,Closed with explanation,Yes,Yes,CR1597893,US-2015-156382
2022-09-20,Unavailable or Out of Stock Product,Mobile App,Closed with monetary relief,Yes,No,CR0503464,US-2015-158223
2019-03-07,Poor Product or Service,Email,Closed with monetary relief,Yes,No,CR1878237,US-2015-154635
2023-05-26,Lack of Follow Up,Mobile App,Closed with explanation,Yes,No,CR1524415,US-2015-156943
2020-02-23,Long wait on hold,Email,Closed with explanation,Yes,No,CR1381322,US-2015-154372
2023-01-06,Long wait on hold,Phone Support,Closed with explanation,Yes,Yes,CR1440934,US-2015-152980
2020-12-25,Unavailable or Out of Stock Product,Email,Closed with explanation,Yes,,CR2406312,US-2015-152711
2019-11-30,New Product or Feature Request,Branch,Closed with explanation,Yes,No,CR1894861,US-2015-155274
2019-07-14,Lack of Follow Up,Phone Support,Closed with explanation,Yes,No,CR1384883,US-2015-150767
2021-06-20,Long wait on hold,Branch,Closed with explanation,Yes,Yes,CR1440090,US-2015-158035
2021-01-05,Unavailable or Out of Stock Product,Phone Support,Closed with explanation,Yes,,CR2347888,US-2015-151746
2020-07-20,Unavailable or Out of Stock Product,Branch,Closed with explanation,Yes,No,CR2068994,US-2015-153306
2022-11-24,Poor Product or Service,Email,Closed with explanation,Yes,,CR2323490,US-2015-159199
2022-08-10,Uninterested Service Rep,Branch,Closed with explanation,Yes,No,CR0800215,US-2015-158986
2022-05-21,Long wait on hold,Branch,Closed with explanation,Yes,No,CR2311024,US-2015-160351
2022-03-13,Long wait on hold,Phone Support,Closed with explanation,Yes,No,CR0508374,US-2015-154944
2021-01-13,Lack of Follow Up,Mobile App,Closed with explanation,Yes,No,CR1608859,US-2015-158374
2023-02-17,No First Call Resolution,Phone Support,Closed with explanation,Yes,Yes,CR0362356,US-2015-160460
2021-10-30,Uninterested Service Rep,Phone Support,Closed with explanation,Yes,No,CR1645852,US-2015-160027
2022-07-09,No First Call Resolution,Phone Support,Closed with non-monetary relief,Yes,No,CR2298405,US-2015-151782
2019-06-17,No First Call Resolution,Email,Closed with explanation,Yes,Yes,CR1974115,US-2015-151343
2019-11-24,No First Call Resolution,Mobile App,Closed with non-monetary relief,Yes,No,CR0201107,US-2015-154928
2020-03-22,Poor Product or Service,Branch,Closed with non-monetary relief,Yes,No,CR1877516,US-2015-157346
2022-01-11,Making Customers Repeat Their Problem,Branch,Closed with monetary relief,Yes,No,CR1718256,US-2015-151515
2019-09-01,New Product or Feature Request,Phone Support,Closed with explanation,Yes,No,CR1335855,US-2015-158827
2019-02-12,New Product or Feature Request,Phone Support,Closed with non-monetary relief,Yes,Yes,CR1792706,US-2015-159537
2021-07-19,Lack of Follow Up,Branch,Closed with explanation,Yes,No,CR0512719,US-2015-160452
2020-02-23,Long wait on hold,Phone Support,Closed with monetary relief,Yes,,CR2353277,US-2015-152035
2022-08-27,Lack of Follow Up,Phone Support,Closed with explanation,Yes,No,CR2214180,US-2015-155205
2022-12-23,Lack of Follow Up,Email,Closed with explanation,Yes,Yes,CR0361734,US-2015-154332
2019-01-14,No First Call Resolution,Phone Support,Closed with explanation,Yes,No,CR1609334,US-2015-152643
2019-01-31,No First Call Resolution,Phone Support,Closed with explanation,Yes,No,CR1052075,US-2015-150735
2020-08-30,Unavailable or Out of Stock Product,Email,Closed with explanation,Yes,Yes,CR0804364,US-2015-150900
2019-03-03,Unavailable or Out of Stock Product,Phone Support,In progress,Yes,,CR2407613,US-2015-154120
2019-09-15,Uninterested Service Rep,Email,Closed with explanation,Yes,No,CR2218454,US-2015-159500
2020-06-21,Lack of Follow Up,Email,Closed with explanation,Yes,No,CR2124247,US-2015-155137
2020-11-11,Unavailable or Out of Stock Product,Email,Closed with explanation,Yes,No,CR1905472,US-2015-151839
2022-02-07,No First Call Resolution,Branch,Closed with explanation,Yes,No,CR2080151,US-2015-159694
2021-08-05,Unavailable or Out of Stock Product,Phone Support,Closed with explanation,Yes,Yes,CR2123785,US-2015-154532
2023-05-01,Uninterested Service Rep,Mobile App,Closed with explanation,Yes,No,CR0197192,US-2015-150929
2019-11-04,Uninterested Service Rep,Branch,Closed with explanation,Yes,No,CR1631076,US-2015-151063
2023-07-10,No First Call Resolution,Phone Support,Closed with explanation,Yes,No,CR1968121,US-2015-153671
2019-02-21,Uninterested Service Rep,Branch,Closed with explanation,Yes,No,CR1331611,US-2015-160473
2019-03-19,New Product or Feature Request,Phone Support,Closed with explanation,Yes,Yes,CR1048746,US-2015-158198
2019-04-06,Lack of Follow Up,Mobile App,Closed with explanation,Yes,No,CR1795747,US-2015-153164
2021-07-17,Poor Product or Service,Phone Support,Closed with explanation,Yes,Yes,CR1522846,US-2015-154880
2020-08-07,Uninterested Service Rep,Email,Closed with non-monetary relief,Yes,No,CR1712230,US-2015-156608
2019-10-23,Unavailable or Out of Stock Product,Phone Support,Closed with monetary relief,Yes,No,CR1052629,US-2015-159292
2019-03-07,Uninterested Service Rep,Phone Support,Closed with explanation,Yes,,CR2311310,US-2015-159722
2020-10-18,Lack of Follow Up,Mobile App,Closed with explanation,Yes,No,CR1528299,US-2015-150714
2023-09-10,Making Customers Repeat Their Problem,Branch,Closed with non-monetary relief,Yes,No,CR1419608,US-2015-159084
2021-01-31,Uninterested Service Rep,Phone Support,Closed with monetary relief,Yes,No,CR2130710,US-2015-160144
2020-08-26,Making Customers Repeat Their Problem,Email,Closed with monetary relief,Yes,No,CR1892105,US-2015-159363
2019-09-19,Poor Product or Service,Branch,Closed with explanation,Yes,No,CR2079025,US-2015-153304
2022-08-25,Uninterested Service Rep,Phone Support,Closed with monetary relief,Yes,No,CR1913916,US-2015-158199
2019-03-30,Lack of Follow Up,Branch,Closed with monetary relief,Yes,No,CR0838199,US-2015-154627
2019-08-18,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,Yes,No,CR1660760,US-2015-160456
2019-03-22,No First Call Resolution,Email,Closed with explanation,Yes,No,CR0369207,US-2015-156528
2020-08-24,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,No,CR1799864,US-2015-155192
2022-03-16,Uninterested Service Rep,Email,Closed with explanation,Yes,Yes,CR1343326,US-2015-156578
2021-08-30,No First Call Resolution,Mobile App,Closed with explanation,Yes,No,CR0209127,US-2015-159167
2019-03-21,Making Customers Repeat Their Problem,Phone Support,Closed with monetary relief,Yes,No,CR2222223,US-2015-155457
2019-08-26,No First Call Resolution,Branch,Closed with explanation,Yes,No,CR1721069,US-2015-154941
2020-02-19,Uninterested Service Rep,Phone Support,Closed with non-monetary relief,Yes,,CR2398334,US-2015-155938
2022-02-17,Uninterested Service Rep,Branch,Closed with explanation,Yes,No,CR1986094,US-2015-156594
2022-05-18,Lack of Follow Up,Email,Closed with explanation,Yes,,CR2421250,US-2015-157435
2022-04-24,Uninterested Service Rep,Branch,Closed with monetary relief,Yes,No,CR1612696,US-2015-157453
2023-05-06,No First Call Resolution,Mobile App,Closed with explanation,Yes,No,CR0524922,US-2015-150949
2020-08-31,Uninterested Service Rep,Branch,Closed with explanation,Yes,No,CR1458455,US-2015-150761
2020-01-13,Lack of Follow Up,Branch,Closed with explanation,Yes,,CR2322711,US-2015-151901
2021-12-13,New Product or Feature Request,Phone Support,Closed with explanation,Yes,,CR2368953,US-2015-154680
2022-05-25,Making Customers Repeat Their Problem,Branch,Closed with explanation,Yes,,CR2327253,US-2015-159913
2019-11-15,Lack of Follow Up,Email,Closed with monetary relief,Yes,,CR2326406,US-2015-156321
2019-06-11,Unavailable or Out of Stock Product,Email,Closed with monetary relief,Yes,,CR2371479,US-2015-155438
2019-02-22,Uninterested Service Rep,Email,Closed with monetary relief,Yes,,CR2331971,US-2015-152025
2020-09-26,Lack of Follow Up,Email,In progress,Yes,,CR2331412,US-2015-160347
2022-11-18,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,No,CR1924106,US-2015-151836
2023-07-10,Uninterested Service Rep,Mobile App,Closed with explanation,Yes,No,CR1986130,US-2015-153077
2022-03-21,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,Yes,CR1350500,US-2015-155257
2020-09-10,Making Customers Repeat Their Problem,Email,Closed with explanation,Yes,No,CR1612774,US-2015-156865
2020-11-28,Poor Product or Service,Email,Closed with monetary relief,Yes,No,CR2222679,US-2015-152355
2019-10-30,No First Call Resolution,Branch,Closed with explanation,Yes,No,CR2083973,US-2015-158348
2023-01-14,Lack of Follow Up,Email,Closed with explanation,Yes,Yes,CR1802785,US-2015-154643
2023-09-02,Long wait on hold,Mobile App,Closed with explanation,Yes,,CR2375209,US-2015-151961
2022-08-26,Making Customers Repeat Their Problem,Email,Closed with explanation,Yes,,CR2313440,US-2015-158586
2019-05-05,No First Call Resolution,Email,Closed with explanation,Yes,No,CR1434177,US-2015-150682
2022-12-28,Poor Product or Service,Mobile App,Closed with explanation,Yes,No,CR1529786,US-2015-155607
2022-11-21,New Product or Feature Request,Branch,Closed with explanation,Yes,No,CR0212889,US-2015-152797
2020-07-31,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,No,CR1468137,US-2015-156324
2023-06-12,Uninterested Service Rep,Email,Closed with explanation,Yes,No,CR1722292,US-2015-151664
2019-05-21,Lack of Follow Up,Mobile App,Closed with explanation,Yes,Yes,CR1676436,US-2015-154445
2019-07-03,Poor Product or Service,Mobile App,Closed with monetary relief,Yes,Yes,CR0547152,US-2015-157420
2021-11-11,Long wait on hold,Email,Closed with explanation,Yes,No,CR1898039,US-2015-154290
2020-09-20,New Product or Feature Request,Branch,Closed with relief,Yes,No,CR0014704,US-2015-159582
2019-09-11,Unavailable or Out of Stock Product,Email,Closed with explanation,Yes,Yes,CR1059300,US-2015-156380
2023-06-07,New Product or Feature Request,Email,Closed with explanation,Yes,No,CR0842671,US-2015-160354
2020-11-01,Uninterested Service Rep,Phone Support,Closed with explanation,Yes,No,CR0371074,US-2015-153282
2020-06-12,Making Customers Repeat Their Problem,Email,Closed with explanation,Yes,No,CR2131993,US-2015-151491
2023-04-22,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,Yes,,CR2405000,US-2015-153780
2022-12-27,Lack of Follow Up,Mobile App,Closed with explanation,Yes,,CR2333445,US-2015-154955
2020-07-08,Unavailable or Out of Stock Product,Phone Support,Closed with explanation,Yes,,CR2335191,US-2015-159838
2019-10-16,Making Customers Repeat Their Problem,Branch,Closed with explanation,Yes,Yes,CR2281296,US-2015-159286
2019-04-16,Long wait on hold,Mobile App,Closed with explanation,Yes,,CR2336216,US-2015-150715
2022-04-06,New Product or Feature Request,Email,Closed with explanation,Yes,No,CR1357213,US-2015-154705
2023-08-06,No First Call Resolution,Branch,Closed with explanation,Yes,,CR2401648,US-2015-159333
2019-04-21,Lack of Follow Up,Mobile App,Closed with explanation,Yes,No,CR1968804,US-2015-160025
2023-01-23,No First Call Resolution,Branch,Closed with explanation,Yes,No,CR1788844,US-2015-160612
2020-09-26,Making Customers Repeat Their Problem,Email,Closed with explanation,Yes,Yes,CR0189436,US-2015-157659
2021-11-26,Long wait on hold,Email,Closed with explanation,Yes,No,CR1324289,US-2015-159403
2019-11-15,Lack of Follow Up,Email,Closed with explanation,Yes,No,CR1875991,US-2015-156967
2019-03-18,Lack of Follow Up,Mobile App,Closed with explanation,Yes,Yes,CR2293843,US-2015-156995
2023-08-04,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,Yes,CR1706813,US-2015-153692
2021-04-26,Poor Product or Service,Branch,Closed with monetary relief,Yes,No,CR2065657,US-2015-157014
2021-08-30,Making Customers Repeat Their Problem,Email,Closed with explanation,Yes,No,CR0793529,US-2015-159167
2022-11-07,New Product or Feature Request,Email,Closed with monetary relief,Yes,No,CR2123924,US-2015-154080
2021-06-29,Lack of Follow Up,Phone Support,Closed,Yes,Yes,CR1621318,US-2015-152952
2019-06-28,No First Call Resolution,Mobile App,Closed with explanation,Yes,No,CR1042825,US-2015-157698
2022-04-06,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,Yes,Yes,CR1590286,US-2015-155058
2022-02-24,Uninterested Service Rep,Mobile App,Closed with explanation,Yes,No,CR0338719,US-2015-155162
2021-09-29,Uninterested Service Rep,Mobile App,Closed with explanation,Yes,,CR2318000,US-2015-156202
2021-10-19,New Product or Feature Request,Phone Support,Closed with explanation,Yes,No,CR1512902,US-2015-159982
2022-04-07,Long wait on hold,Branch,Closed with explanation,Yes,Yes,CR1428359,US-2015-157940
2022-10-09,Unavailable or Out of Stock Product,Phone Support,Closed with explanation,Yes,Yes,CR1884968,US-2015-153254
2019-09-04,Long wait on hold,Branch,Closed with explanation,Yes,Yes,CR0499187,US-2015-159009
2023-07-19,No First Call Resolution,Phone Support,Closed with monetary relief,Yes,No,CR2212620,US-2015-151239
2019-08-02,Long wait on hold,Mobile App,Closed with explanation,Yes,No,CR2131061,US-2015-154665
2019-05-25,Uninterested Service Rep,Mobile App,Closed with explanation,Yes,No,CR0367356,US-2015-153995
2020-08-08,Poor Product or Service,Mobile App,Closed with explanation,Yes,No,CR1523348,US-2015-152617
2020-12-10,Making Customers Repeat Their Problem,Phone Support,Closed with monetary relief,Yes,No,CR1645849,US-2015-158648
2021-04-07,Making Customers Repeat Their Problem,Phone Support,Closed with non-monetary relief,Yes,No,CR1912930,US-2015-160216
2022-10-31,No First Call Resolution,Mobile App,Closed with monetary relief,Yes,No,CR1891272,US-2015-154707
2022-07-28,Long wait on hold,Branch,Closed with explanation,Yes,No,CR1343295,US-2015-160121
2021-06-12,New Product or Feature Request,Email,Closed with explanation,Yes,No,CR1448631,US-2015-153087
2023-05-18,Long wait on hold,Email,In progress,Yes,,CR2395319,US-2015-153738
2023-05-22,New Product or Feature Request,Branch,Closed with explanation,Yes,No,CR0517670,US-2015-158185
2023-08-06,New Product or Feature Request,Mobile App,Closed with explanation,Yes,No,CR2078889,US-2015-156232
2019-02-06,No First Call Resolution,Branch,Closed with explanation,Yes,No,CR1412354,US-2015-155028
2022-05-03,New Product or Feature Request,Phone Support,In progress,Yes,,CR2406895,US-2015-155188
2021-09-21,Uninterested Service Rep,Email,Closed with non-monetary relief,Yes,No,CR0206371,US-2015-152213
2020-06-14,No First Call Resolution,Mobile App,Closed with explanation,Yes,,CR2310424,US-2015-150948
2022-01-06,Unavailable or Out of Stock Product,Branch,Closed with explanation,Yes,No,CR1979353,US-2015-151880
2023-05-09,Lack of Follow Up,Branch,Closed with explanation,Yes,No,CR0824833,US-2015-155160
2019-08-10,Lack of Follow Up,Email,Closed with explanation,Yes,No,CR1720348,US-2015-152112
2021-05-02,New Product or Feature Request,Email,Closed with explanation,Yes,No,CR2220251,US-2015-155123
2021-03-28,No First Call Resolution,Mobile App,Closed with explanation,Yes,No,CR1608784,US-2015-157126
2020-10-30,Making Customers Repeat Their Problem,Mobile App,Closed with non-monetary relief,Yes,No,CR1797317,US-2015-153205
2019-12-10,Poor Product or Service,Phone Support,Closed with explanation,Yes,Yes,CR1051007,US-2015-151545
