date_received,issue category,channel,company_response,timely_response,consumer_disputed,complaint_id,order_id
31 May 2022,No First Call Resolution,Mobile App,Closed with explanation,Yes,Yes,CR0194736,US-2015-151862
10 June 2023,New Product or Feature Request,Email,Closed with explanation,Yes,No,CR1359157,US-2015-152807
22 February 2023,Making Customers Repeat Their Problem,Email,Closed with explanation,Yes,No,CR2123996,US-2015-157726
20 January 2020,New Product or Feature Request,Email,Closed with explanation,Yes,Yes,CR0795200,US-2015-150927
08 February 2023,Lack of Follow Up,Email,Closed with explanation,Yes,No,CR1043298,US-2015-157490
22 March 2019,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,Yes,No,CR1875589,US-2015-156528
13 February 2020,New Product or Feature Request,Branch,Closed with explanation,Yes,,CR2319065,US-2015-160252
10 May 2023,Making Customers Repeat Their Problem,Email,Closed with explanation,Yes,Yes,CR1967343,US-2015-155449
09 August 2020,New Product or Feature Request,Mobile App,Closed with explanation,Yes,Yes,CR1516691,US-2015-156092
23 April 2019,Long wait on hold,Phone Support,Closed with explanation,Yes,No,CR1790071,US-2015-151912
09 April 2022,Lack of Follow Up,Phone Support,Closed with explanation,Yes,Yes,CR1621364,US-2015-157235
01 September 2019,Poor Product or Service,Phone Support,Closed with explanation,Yes,Yes,CR0347128,US-2015-152162
04 February 2019,Long wait on hold,Email,Closed with explanation,Yes,Yes,CR2067841,US-2015-154248
06 December 2020,Uninterested Service Rep,Email,Closed with monetary relief,Yes,Yes,CR1885950,US-2015-157415
14 July 2020,Lack of Follow Up,Phone Support,Closed with explanation,Yes,Yes,CR1597893,US-2015-156382
20 September 2022,Unavailable or Out of Stock Product,Mobile App,Closed with monetary relief,Yes,No,CR0503464,US-2015-158223
07 March 2019,Poor Product or Service,Email,Closed with monetary relief,Yes,No,CR1878237,US-2015-154635
26 May 2023,Lack of Follow Up,Mobile App,Closed with explanation,Yes,No,CR1524415,US-2015-156943
23 February 2020,Long wait on hold,Email,Closed with explanation,Yes,No,CR1381322,US-2015-154372
06 January 2023,Long wait on hold,Phone Support,Closed with explanation,Yes,Yes,CR1440934,US-2015-152980
25 December 2020,Unavailable or Out of Stock Product,Email,Closed with explanation,Yes,,CR2406312,US-2015-152711
30 November 2019,New Product or Feature Request,Branch,Closed with explanation,Yes,No,CR1894861,US-2015-155274
14 July 2019,Lack of Follow Up,Phone Support,Closed with explanation,Yes,No,CR1384883,US-2015-150767
20 June 2021,Long wait on hold,Branch,Closed with explanation,Yes,Yes,CR1440090,US-2015-158035
05 January 2021,Unavailable or Out of Stock Product,Phone Support,Closed with explanation,Yes,,CR2347888,US-2015-151746
20 July 2020,Unavailable or Out of Stock Product,Branch,Closed with explanation,Yes,No,CR2068994,US-2015-153306
24 November 2022,Poor Product or Service,Email,Closed with explanation,Yes,,CR2323490,US-2015-159199
10 August 2022,Uninterested Service Rep,Branch,Closed with explanation,Yes,No,CR0800215,US-2015-158986
21 May 2022,Long wait on hold,Branch,Closed with explanation,Yes,No,CR2311024,US-2015-160351
13 March 2022,Long wait on hold,Phone Support,Closed with explanation,Yes,No,CR0508374,US-2015-154944
13 January 2021,Lack of Follow Up,Mobile App,Closed with explanation,Yes,No,CR1608859,US-2015-158374
17 February 2023,No First Call Resolution,Phone Support,Closed with explanation,Yes,Yes,CR0362356,US-2015-160460
30 October 2021,Uninterested Service Rep,Phone Support,Closed with explanation,Yes,No,CR1645852,US-2015-160027
09 July 2022,No First Call Resolution,Phone Support,Closed with non-monetary relief,Yes,No,CR2298405,US-2015-151782
17 June 2019,No First Call Resolution,Email,Closed with explanation,Yes,Yes,CR1974115,US-2015-151343
24 November 2019,No First Call Resolution,Mobile App,Closed with non-monetary relief,Yes,No,CR0201107,US-2015-154928
22 March 2020,Poor Product or Service,Branch,Closed with non-monetary relief,Yes,No,CR1877516,US-2015-157346
11 January 2022,Making Customers Repeat Their Problem,Branch,Closed with monetary relief,Yes,No,CR1718256,US-2015-151515
01 September 2019,New Product or Feature Request,Phone Support,Closed with explanation,Yes,No,CR1335855,US-2015-158827
12 February 2019,New Product or Feature Request,Phone Support,Closed with non-monetary relief,Yes,Yes,CR1792706,US-2015-159537
19 July 2021,Lack of Follow Up,Branch,Closed with explanation,Yes,No,CR0512719,US-2015-160452
23 February 2020,Long wait on hold,Phone Support,Closed with monetary relief,Yes,,CR2353277,US-2015-152035
27 August 2022,Lack of Follow Up,Phone Support,Closed with explanation,Yes,No,CR2214180,US-2015-155205
23 December 2022,Lack of Follow Up,Email,Closed with explanation,Yes,Yes,CR0361734,US-2015-154332
14 January 2019,No First Call Resolution,Phone Support,Closed with explanation,Yes,No,CR1609334,US-2015-152643
31 January 2019,No First Call Resolution,Phone Support,Closed with explanation,Yes,No,CR1052075,US-2015-150735
30 August 2020,Unavailable or Out of Stock Product,Email,Closed with explanation,Yes,Yes,CR0804364,US-2015-150900
03 March 2019,Unavailable or Out of Stock Product,Phone Support,In progress,Yes,,CR2407613,US-2015-154120
15 September 2019,Uninterested Service Rep,Email,Closed with explanation,Yes,No,CR2218454,US-2015-159500
21 June 2020,Lack of Follow Up,Email,Closed with explanation,Yes,No,CR2124247,US-2015-155137
11 November 2020,Unavailable or Out of Stock Product,Email,Closed with explanation,Yes,No,CR1905472,US-2015-151839
07 February 2022,No First Call Resolution,Branch,Closed with explanation,Yes,No,CR2080151,US-2015-159694
05 August 2021,Unavailable or Out of Stock Product,Phone Support,Closed with explanation,Yes,Yes,CR2123785,US-2015-154532
01 May 2023,Uninterested Service Rep,Mobile App,Closed with explanation,Yes,No,CR0197192,US-2015-150929
04 November 2019,Uninterested Service Rep,Branch,Closed with explanation,Yes,No,CR1631076,US-2015-151063
10 July 2023,No First Call Resolution,Phone Support,Closed with explanation,Yes,No,CR1968121,US-2015-153671
21 February 2019,Uninterested Service Rep,Branch,Closed with explanation,Yes,No,CR1331611,US-2015-160473
19 March 2019,New Product or Feature Request,Phone Support,Closed with explanation,Yes,Yes,CR1048746,US-2015-158198
06 April 2019,Lack of Follow Up,Mobile App,Closed with explanation,Yes,No,CR1795747,US-2015-153164
17 July 2021,Poor Product or Service,Phone Support,Closed with explanation,Yes,Yes,CR1522846,US-2015-154880
07 August 2020,Uninterested Service Rep,Email,Closed with non-monetary relief,Yes,No,CR1712230,US-2015-156608
23 October 2019,Unavailable or Out of Stock Product,Phone Support,Closed with monetary relief,Yes,No,CR1052629,US-2015-159292
07 March 2019,Uninterested Service Rep,Phone Support,Closed with explanation,Yes,,CR2311310,US-2015-159722
18 October 2020,Lack of Follow Up,Mobile App,Closed with explanation,Yes,No,CR1528299,US-2015-150714
10 September 2023,Making Customers Repeat Their Problem,Branch,Closed with non-monetary relief,Yes,No,CR1419608,US-2015-159084
31 January 2021,Uninterested Service Rep,Phone Support,Closed with monetary relief,Yes,No,CR2130710,US-2015-160144
26 August 2020,Making Customers Repeat Their Problem,Email,Closed with monetary relief,Yes,No,CR1892105,US-2015-159363
19 September 2019,Poor Product or Service,Branch,Closed with explanation,Yes,No,CR2079025,US-2015-153304
25 August 2022,Uninterested Service Rep,Phone Support,Closed with monetary relief,Yes,No,CR1913916,US-2015-158199
30 March 2019,Lack of Follow Up,Branch,Closed with monetary relief,Yes,No,CR0838199,US-2015-154627
18 August 2019,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,Yes,No,CR1660760,US-2015-160456
22 March 2019,No First Call Resolution,Email,Closed with explanation,Yes,No,CR0369207,US-2015-156528
24 August 2020,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,No,CR1799864,US-2015-155192
16 March 2022,Uninterested Service Rep,Email,Closed with explanation,Yes,Yes,CR1343326,US-2015-156578
30 August 2021,No First Call Resolution,Mobile App,Closed with explanation,Yes,No,CR0209127,US-2015-159167
21 March 2019,Making Customers Repeat Their Problem,Phone Support,Closed with monetary relief,Yes,No,CR2222223,US-2015-155457
26 August 2019,No First Call Resolution,Branch,Closed with explanation,Yes,No,CR1721069,US-2015-154941
19 February 2020,Uninterested Service Rep,Phone Support,Closed with non-monetary relief,Yes,,CR2398334,US-2015-155938
17 February 2022,Uninterested Service Rep,Branch,Closed with explanation,Yes,No,CR1986094,US-2015-156594
18 May 2022,Lack of Follow Up,Email,Closed with explanation,Yes,,CR2421250,US-2015-157435
24 April 2022,Uninterested Service Rep,Branch,Closed with monetary relief,Yes,No,CR1612696,US-2015-157453
06 May 2023,No First Call Resolution,Mobile App,Closed with explanation,Yes,No,CR0524922,US-2015-150949
31 August 2020,Uninterested Service Rep,Branch,Closed with explanation,Yes,No,CR1458455,US-2015-150761
13 January 2020,Lack of Follow Up,Branch,Closed with explanation,Yes,,CR2322711,US-2015-151901
13 December 2021,New Product or Feature Request,Phone Support,Closed with explanation,Yes,,CR2368953,US-2015-154680
25 May 2022,Making Customers Repeat Their Problem,Branch,Closed with explanation,Yes,,CR2327253,US-2015-159913
15 November 2019,Lack of Follow Up,Email,Closed with monetary relief,Yes,,CR2326406,US-2015-156321
11 June 2019,Unavailable or Out of Stock Product,Email,Closed with monetary relief,Yes,,CR2371479,US-2015-155438
22 February 2019,Uninterested Service Rep,Email,Closed with monetary relief,Yes,,CR2331971,US-2015-152025
26 September 2020,Lack of Follow Up,Email,In progress,Yes,,CR2331412,US-2015-160347
18 November 2022,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,No,CR1924106,US-2015-151836
10 July 2023,Uninterested Service Rep,Mobile App,Closed with explanation,Yes,No,CR1986130,US-2015-153077
21 March 2022,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,Yes,CR1350500,US-2015-155257
10 September 2020,Making Customers Repeat Their Problem,Email,Closed with explanation,Yes,No,CR1612774,US-2015-156865
28 November 2020,Poor Product or Service,Email,Closed with monetary relief,Yes,No,CR2222679,US-2015-152355
30 October 2019,No First Call Resolution,Branch,Closed with explanation,Yes,No,CR2083973,US-2015-158348
14 January 2023,Lack of Follow Up,Email,Closed with explanation,Yes,Yes,CR1802785,US-2015-154643
02 September 2023,Long wait on hold,Mobile App,Closed with explanation,Yes,,CR2375209,US-2015-151961
26 August 2022,Making Customers Repeat Their Problem,Email,Closed with explanation,Yes,,CR2313440,US-2015-158586
05 May 2019,No First Call Resolution,Email,Closed with explanation,Yes,No,CR1434177,US-2015-150682
28 December 2022,Poor Product or Service,Mobile App,Closed with explanation,Yes,No,CR1529786,US-2015-155607
21 November 2022,New Product or Feature Request,Branch,Closed with explanation,Yes,No,CR0212889,US-2015-152797
31 July 2020,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,No,CR1468137,US-2015-156324
12 June 2023,Uninterested Service Rep,Email,Closed with explanation,Yes,No,CR1722292,US-2015-151664
21 May 2019,Lack of Follow Up,Mobile App,Closed with explanation,Yes,Yes,CR1676436,US-2015-154445
03 July 2019,Poor Product or Service,Mobile App,Closed with monetary relief,Yes,Yes,CR0547152,US-2015-157420
11 November 2021,Long wait on hold,Email,Closed with explanation,Yes,No,CR1898039,US-2015-154290
20 September 2020,New Product or Feature Request,Branch,Closed with relief,Yes,No,CR0014704,US-2015-159582
11 September 2019,Unavailable or Out of Stock Product,Email,Closed with explanation,Yes,Yes,CR1059300,US-2015-156380
07 June 2023,New Product or Feature Request,Email,Closed with explanation,Yes,No,CR0842671,US-2015-160354
01 November 2020,Uninterested Service Rep,Phone Support,Closed with explanation,Yes,No,CR0371074,US-2015-153282
12 June 2020,Making Customers Repeat Their Problem,Email,Closed with explanation,Yes,No,CR2131993,US-2015-151491
22 April 2023,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,Yes,,CR2405000,US-2015-153780
27 December 2022,Lack of Follow Up,Mobile App,Closed with explanation,Yes,,CR2333445,US-2015-154955
08 July 2020,Unavailable or Out of Stock Product,Phone Support,Closed with explanation,Yes,,CR2335191,US-2015-159838
16 October 2019,Making Customers Repeat Their Problem,Branch,Closed with explanation,Yes,Yes,CR2281296,US-2015-159286
16 April 2019,Long wait on hold,Mobile App,Closed with explanation,Yes,,CR2336216,US-2015-150715
06 April 2022,New Product or Feature Request,Email,Closed with explanation,Yes,No,CR1357213,US-2015-154705
06 August 2023,No First Call Resolution,Branch,Closed with explanation,Yes,,CR2401648,US-2015-159333
21 April 2019,Lack of Follow Up,Mobile App,Closed with explanation,Yes,No,CR1968804,US-2015-160025
23 January 2023,No First Call Resolution,Branch,Closed with explanation,Yes,No,CR1788844,US-2015-160612
26 September 2020,Making Customers Repeat Their Problem,Email,Closed with explanation,Yes,Yes,CR0189436,US-2015-157659
26 November 2021,Long wait on hold,Email,Closed with explanation,Yes,No,CR1324289,US-2015-159403
15 November 2019,Lack of Follow Up,Email,Closed with explanation,Yes,No,CR1875991,US-2015-156967
18 March 2019,Lack of Follow Up,Mobile App,Closed with explanation,Yes,Yes,CR2293843,US-2015-156995
04 August 2023,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,Yes,Yes,CR1706813,US-2015-153692
26 April 2021,Poor Product or Service,Branch,Closed with monetary relief,Yes,No,CR2065657,US-2015-157014
30 August 2021,Making Customers Repeat Their Problem,Email,Closed with explanation,Yes,No,CR0793529,US-2015-159167
07 November 2022,New Product or Feature Request,Email,Closed with monetary relief,Yes,No,CR2123924,US-2015-154080
29 June 2021,Lack of Follow Up,Phone Support,Closed,Yes,Yes,CR1621318,US-2015-152952
28 June 2019,No First Call Resolution,Mobile App,Closed with explanation,Yes,No,CR1042825,US-2015-157698
06 April 2022,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,Yes,Yes,CR1590286,US-2015-155058
24 February 2022,Uninterested Service Rep,Mobile App,Closed with explanation,Yes,No,CR0338719,US-2015-155162
29 September 2021,Uninterested Service Rep,Mobile App,Closed with explanation,Yes,,CR2318000,US-2015-156202
19 October 2021,New Product or Feature Request,Phone Support,Closed with explanation,Yes,No,CR1512902,US-2015-159982
07 April 2022,Long wait on hold,Branch,Closed with explanation,Yes,Yes,CR1428359,US-2015-157940
09 October 2022,Unavailable or Out of Stock Product,Phone Support,Closed with explanation,Yes,Yes,CR1884968,US-2015-153254
04 September 2019,Long wait on hold,Branch,Closed with explanation,Yes,Yes,CR0499187,US-2015-159009
19 July 2023,No First Call Resolution,Phone Support,Closed with monetary relief,Yes,No,CR2212620,US-2015-151239
02 August 2019,Long wait on hold,Mobile App,Closed with explanation,Yes,No,CR2131061,US-2015-154665
25 May 2019,Uninterested Service Rep,Mobile App,Closed with explanation,Yes,No,CR0367356,US-2015-153995
08 August 2020,Poor Product or Service,Mobile App,Closed with explanation,Yes,No,CR1523348,US-2015-152617
10 December 2020,Making Customers Repeat Their Problem,Phone Support,Closed with monetary relief,Yes,No,CR1645849,US-2015-158648
07 April 2021,Making Customers Repeat Their Problem,Phone Support,Closed with non-monetary relief,Yes,No,CR1912930,US-2015-160216
31 October 2022,No First Call Resolution,Mobile App,Closed with monetary relief,Yes,No,CR1891272,US-2015-154707
28 July 2022,Long wait on hold,Branch,Closed with explanation,Yes,No,CR1343295,US-2015-160121
12 June 2021,New Product or Feature Request,Email,Closed with explanation,Yes,No,CR1448631,US-2015-153087
18 May 2023,Long wait on hold,Email,In progress,Yes,,CR2395319,US-2015-153738
22 May 2023,New Product or Feature Request,Branch,Closed with explanation,Yes,No,CR0517670,US-2015-158185
06 August 2023,New Product or Feature Request,Mobile App,Closed with explanation,Yes,No,CR2078889,US-2015-156232
06 February 2019,No First Call Resolution,Branch,Closed with explanation,Yes,No,CR1412354,US-2015-155028
03 May 2022,New Product or Feature Request,Phone Support,In progress,Yes,,CR2406895,US-2015-155188
21 September 2021,Uninterested Service Rep,Email,Closed with non-monetary relief,Yes,No,CR0206371,US-2015-152213
14 June 2020,No First Call Resolution,Mobile App,Closed with explanation,Yes,,CR2310424,US-2015-150948
06 January 2022,Unavailable or Out of Stock Product,Branch,Closed with explanation,Yes,No,CR1979353,US-2015-151880
09 May 2023,Lack of Follow Up,Branch,Closed with explanation,Yes,No,CR0824833,US-2015-155160
10 August 2019,Lack of Follow Up,Email,Closed with explanation,Yes,No,CR1720348,US-2015-152112
02 May 2021,New Product or Feature Request,Email,Closed with explanation,Yes,No,CR2220251,US-2015-155123
28 March 2021,No First Call Resolution,Mobile App,Closed with explanation,Yes,No,CR1608784,US-2015-157126
30 October 2020,Making Customers Repeat Their Problem,Mobile App,Closed with non-monetary relief,Yes,No,CR1797317,US-2015-153205
10 December 2019,Poor Product or Service,Phone Support,Closed with explanation,Yes,Yes,CR1051007,US-2015-151545
