date_received,issue category,channel,company_response,resolved_date,timely_response,consumer_disputed,complaint_id,order_id
"Monday, March 28, 2022",Uninterested Service Rep,Mobile App,Closed with explanation,"Wednesday, January 26, 2022",TRUE,FALSE,CR1338985,US-2015-151707
"Thursday, February 16, 2023",No First Call Resolution,Phone Support,Closed with explanation,"Wednesday, July 26, 2023",TRUE,FALSE,CR0170715,US-2015-156369
"Thursday, November 17, 2022",Poor Product or Service,Branch,Closed with explanation,"Friday, October 29, 2021",TRUE,FALSE,CR1874408,US-2015-150875
"Tuesday, November 16, 2021",Long wait on hold,Phone Support,Closed with explanation,"Tuesday, June 14, 2022",TRUE,,CR2398557,US-2015-158496
"Thursday, November 18, 2021",Uninterested Service Rep,Mobile App,Closed with monetary relief,"Wednesday, August 5, 2020",TRUE,FALSE,CR2239563,US-2015-158476
"Friday, November 24, 2023",Poor Product or Service,Branch,Closed with explanation,"Wednesday, March 1, 2023",TRUE,TRUE,CR1823106,US-2015-158847
"Sunday, August 15, 2021",Poor Product or Service,Branch,Closed with explanation,"Saturday, March 14, 2020",TRUE,FALSE,CR2109011,US-2015-153105
"Thursday, July 27, 2023",Lack of Follow Up,Branch,Closed with explanation,"Thursday, May 12, 2022",TRUE,FALSE,CR0090075,US-2015-151025
"Friday, June 25, 2021",No First Call Resolution,Phone Support,Closed with explanation,"Saturday, January 4, 2020",TRUE,FALSE,CR1773807,US-2015-154047
"Monday, August 31, 2020",Unavailable or Out of Stock Product,Branch,Closed with explanation,"Sunday, February 27, 2022",TRUE,FALSE,CR1167964,US-2015-159570
"Friday, January 10, 2020",Poor Product or Service,Phone Support,Closed with explanation,"Monday, May 30, 2022",TRUE,TRUE,CR0420867,US-2015-158196
"Saturday, April 9, 2022",Making Customers Repeat Their Problem,Mobile App,Closed with explanation,"Sunday, December 19, 2021",TRUE,FALSE,CR1555127,US-2015-154458
"Saturday, November 13, 2021",Making Customers Repeat Their Problem,Mobile App,Closed with explanation,"Saturday, January 9, 2021",TRUE,FALSE,CR1916042,US-2015-150940
"Tuesday, September 8, 2020",Unavailable or Out of Stock Product,Email,Closed with explanation,"Saturday, February 5, 2022",TRUE,FALSE,CR2029764,US-2015-153273
"Wednesday, May 5, 2021",Lack of Follow Up,Branch,Closed with monetary relief,"Tuesday, December 22, 2020",TRUE,FALSE,CR0256410,US-2015-154477
"Sunday, June 7, 2020",Uninterested Service Rep,Email,Closed with explanation,"Tuesday, August 3, 2021",TRUE,FALSE,CR2250123,US-2015-159787
"Thursday, April 13, 2023",Making Customers Repeat Their Problem,Mobile App,Closed with monetary relief,"Wednesday, December 15, 2021",TRUE,FALSE,CR1484298,US-2015-155773
"Wednesday, June 24, 2020",Long wait on hold,Mobile App,Closed with explanation,"Thursday, November 9, 2023",TRUE,FALSE,CR0888321,US-2015-151438
"Saturday, April 10, 2021",Uninterested Service Rep,Phone Support,Closed with explanation,"Wednesday, July 13, 2022",TRUE,FALSE,CR0644531,US-2015-159268
"Saturday, December 4, 2021",Long wait on hold,Mobile App,Closed with explanation,"Tuesday, July 6, 2021",TRUE,FALSE,CR1839721,US-2015-153200
"Monday, February 15, 2021",Unavailable or Out of Stock Product,Phone Support,Closed with explanation,"Monday, November 16, 2020",TRUE,FALSE,CR2036377,US-2015-160238
"Thursday, December 7, 2023",Long wait on hold,Phone Support,Closed with explanation,"Saturday, December 18, 2021",TRUE,TRUE,CR1762648,US-2015-155605
"Monday, July 4, 2022",No First Call Resolution,Branch,Closed with explanation,"Friday, July 9, 2021",TRUE,FALSE,CR0659192,US-2015-156616
"Sunday, December 13, 2020",Poor Product or Service,Phone Support,Closed with explanation,"Tuesday, April 20, 2021",TRUE,FALSE,CR1484603,US-2015-154015
"Thursday, February 13, 2020",Uninterested Service Rep,Phone Support,Closed with explanation,"Sunday, October 29, 2023",TRUE,FALSE,CR1843712,US-2015-159028
"Sunday, March 28, 2021",Poor Product or Service,Email,Closed with monetary relief,"Sunday, March 20, 2022",TRUE,,CR2362994,US-2015-152841
"Wednesday, March 30, 2022",Long wait on hold,Email,Closed with monetary relief,"Saturday, September 11, 2021",TRUE,FALSE,CR1633056,US-2015-156424
"Monday, September 26, 2022",Uninterested Service Rep,Mobile App,Closed with monetary relief,"Friday, March 20, 2020",TRUE,FALSE,CR0428430,US-2015-156417
"Sunday, May 2, 2021",Unavailable or Out of Stock Product,Phone Support,Closed with explanation,"Wednesday, December 23, 2020",TRUE,FALSE,CR1640566,US-2015-154477
"Thursday, January 28, 2021",Lack of Follow Up,Mobile App,Closed with explanation,"Friday, June 24, 2022",TRUE,TRUE,CR1752931,US-2015-155747
"Thursday, September 9, 2021",Uninterested Service Rep,Phone Support,Closed with explanation,"Saturday, February 1, 2020",TRUE,,CR2378054,US-2015-160259
"Sunday, September 19, 2021",Making Customers Repeat Their Problem,Email,Closed with explanation,"Saturday, April 8, 2023",TRUE,TRUE,CR1182664,US-2015-160180
"Tuesday, November 2, 2021",Making Customers Repeat Their Problem,Phone Support,Closed with explanation,"Thursday, February 23, 2023",TRUE,FALSE,CR2017443,US-2015-159665
"Thursday, April 28, 2022",Long wait on hold,Email,Closed with monetary relief,"Saturday, January 30, 2021",TRUE,FALSE,CR2159818,US-2015-158112
"Monday, March 20, 2023",Making Customers Repeat Their Problem,Mobile App,Closed with explanation,"Saturday, January 15, 2022",TRUE,FALSE,CR2011299,US-2015-152670
"Wednesday, December 29, 2021",Uninterested Service Rep,Email,Closed with explanation,"Friday, November 6, 2020",TRUE,FALSE,CR1750873,US-2015-157795
"Tuesday, April 6, 2021",Long wait on hold,Phone Support,Closed with explanation,"Wednesday, July 13, 2022",TRUE,TRUE,CR1483597,US-2015-159268
"Tuesday, January 9, 2024",Lack of Follow Up,Mobile App,Closed with explanation,"Friday, April 24, 2020",TRUE,FALSE,CR1384077,US-2015-160412
"Sunday, March 21, 2021",Unavailable or Out of Stock Product,Branch,Closed with explanation,"Wednesday, February 19, 2020",TRUE,FALSE,CR0927871,US-2015-157274
"Thursday, August 17, 2023",Unavailable or Out of Stock Product,Branch,Closed with explanation,"Monday, July 3, 2023",TRUE,TRUE,CR1557863,US-2015-151047
"Saturday, November 7, 2020",Making Customers Repeat Their Problem,Mobile App,Closed with explanation,"Sunday, August 15, 2021",TRUE,TRUE,CR2238023,US-2015-156123
"Tuesday, June 14, 2022",Unavailable or Out of Stock Product,Mobile App,Closed with non-monetary relief,"Saturday, July 4, 2020",TRUE,TRUE,CR0097731,US-2015-158624
"Monday, July 18, 2022",Making Customers Repeat Their Problem,Mobile App,Closed with explanation,"Thursday, November 17, 2022",TRUE,TRUE,CR2166955,US-2015-158117
"Thursday, February 13, 2020",Lack of Follow Up,Email,Closed with explanation,"Wednesday, August 24, 2022",TRUE,FALSE,CR2106553,US-2015-158327
"Tuesday, July 4, 2023",Unavailable or Out of Stock Product,Mobile App,Closed with explanation,"Saturday, October 24, 2020",TRUE,FALSE,CR0257240,US-2015-155329
"Wednesday, October 28, 2020",No First Call Resolution,Phone Support,Closed with explanation,"Monday, January 13, 2020",TRUE,FALSE,CR1387408,US-2015-152288
"Sunday, August 9, 2020",Uninterested Service Rep,Phone Support,Closed with explanation,"Wednesday, July 6, 2022",TRUE,FALSE,CR1467137,US-2015-156450
"Thursday, January 7, 2021",Uninterested Service Rep,Branch,Closed with monetary relief,"Friday, April 16, 2021",TRUE,FALSE,CR1919975,US-2015-155235
"Monday, March 30, 2020",Making Customers Repeat Their Problem,Mobile App,Closed with monetary relief,"Sunday, July 10, 2022",TRUE,FALSE,CR0739756,US-2015-151138
"Sunday, April 26, 2020",Poor Product or Service,Phone Support,Closed with explanation,"Friday, December 30, 2022",TRUE,FALSE,CR1580111,US-2015-158326
"Wednesday, August 9, 2023",No First Call Resolution,Branch,Closed with monetary relief,"Monday, April 12, 2021",TRUE,FALSE,CR1007303,US-2015-155484
"Friday, December 3, 2021",No First Call Resolution,Phone Support,Closed with explanation,"Saturday, April 16, 2022",TRUE,FALSE,CR2055729,US-2015-158843
"Friday, March 27, 2020",Uninterested Service Rep,Email,Closed with explanation,"Tuesday, July 12, 2022",TRUE,TRUE,CR0146975,US-2015-151138
"Sunday, February 23, 2020",Poor Product or Service,Email,Closed with explanation,"Friday, October 30, 2020",TRUE,FALSE,CR2118493,US-2015-152237
"Thursday, April 13, 2023",Long wait on hold,Phone Support,Closed with non-monetary relief,"Friday, March 27, 2020",TRUE,FALSE,CR2184843,US-2015-158330
"Tuesday, March 7, 2023",Unavailable or Out of Stock Product,Mobile App,Closed with explanation,"Sunday, December 20, 2020",TRUE,FALSE,CR1769933,US-2015-152124
"Friday, June 5, 2020",New Product or Feature Request,Phone Support,Closed with explanation,"Sunday, May 29, 2022",TRUE,FALSE,CR1941546,US-2015-158772
"Thursday, January 4, 2024",Lack of Follow Up,Branch,Closed with explanation,"Thursday, October 20, 2022",TRUE,FALSE,CR0480773,US-2015-156668
"Tuesday, August 4, 2020",Lack of Follow Up,Branch,Closed with explanation,"Tuesday, November 15, 2022",TRUE,TRUE,CR1675811,US-2015-151352
"Friday, May 12, 2023",Unavailable or Out of Stock Product,Phone Support,Closed with explanation,"Friday, February 10, 2023",TRUE,FALSE,CR1845683,US-2015-157836
"Sunday, November 21, 2021",Unavailable or Out of Stock Product,Branch,Closed with explanation,"Friday, February 26, 2021",TRUE,FALSE,CR2189595,US-2015-159291
"Saturday, August 6, 2022",No First Call Resolution,Branch,Closed with explanation,"Sunday, May 30, 2021",TRUE,FALSE,CR1313382,US-2015-153390
"Tuesday, June 21, 2022",Poor Product or Service,Branch,Closed with explanation,"Monday, October 24, 2022",TRUE,FALSE,CR2275295,US-2015-157624
"Tuesday, March 9, 2021",No First Call Resolution,Phone Support,Closed with non-monetary relief,"Thursday, January 5, 2023",TRUE,FALSE,CR1334090,US-2015-158137
"Friday, October 9, 2020",Making Customers Repeat Their Problem,Branch,Closed with explanation,"Monday, October 17, 2022",TRUE,,CR2397006,US-2015-159699
"Wednesday, February 1, 2023",Lack of Follow Up,Mobile App,Closed with explanation,"Wednesday, October 12, 2022",TRUE,FALSE,CR0315956,US-2015-159252
"Saturday, December 9, 2023",Lack of Follow Up,Mobile App,Closed with explanation,"Wednesday, August 18, 2021",TRUE,FALSE,CR1563107,US-2015-158730
"Friday, January 27, 2023",Uninterested Service Rep,Branch,Closed with explanation,"Sunday, March 13, 2022",TRUE,FALSE,CR1414538,US-2015-156143
"Tuesday, February 4, 2020",Lack of Follow Up,Mobile App,Closed with monetary relief,"Saturday, June 27, 2020",TRUE,FALSE,CR1874223,US-2015-151294
"Sunday, September 5, 2021",Uninterested Service Rep,Email,Closed with explanation,"Monday, May 30, 2022",TRUE,FALSE,CR1497595,US-2015-157905
"Sunday, May 31, 2020",Making Customers Repeat Their Problem,Email,Closed with explanation,"Friday, September 17, 2021",TRUE,FALSE,CR2124324,US-2015-155518
"Tuesday, July 5, 2022",Lack of Follow Up,Phone Support,In-Progress,,FALSE,FALSE,CR1509134,US-2015-153943
"Tuesday, February 4, 2020",Uninterested Service Rep,Phone Support,Closed with monetary relief,"Thursday, April 30, 2020",TRUE,,CR2399597,US-2015-157399
"Wednesday, November 8, 2023",Long wait on hold,Mobile App,Closed with explanation,"Monday, April 13, 2020",TRUE,TRUE,CR1874694,US-2015-152085
"Wednesday, September 14, 2022",No First Call Resolution,Phone Support,Closed with explanation,"Monday, August 2, 2021",TRUE,FALSE,CR2225814,US-2015-158296
"Friday, November 4, 2022",Long wait on hold,Branch,Closed with explanation,"Saturday, November 20, 2021",TRUE,TRUE,CR2209979,US-2015-154486
"Tuesday, March 21, 2023",No First Call Resolution,Branch,Closed with monetary relief,"Thursday, March 25, 2021",TRUE,FALSE,CR1344050,US-2015-158470
"Wednesday, May 18, 2022",Uninterested Service Rep,Email,Closed with explanation,"Sunday, July 3, 2022",TRUE,FALSE,CR1693184,US-2015-153620
"Sunday, November 28, 2021",No First Call Resolution,Mobile App,Closed with non-monetary relief,"Monday, January 4, 2021",TRUE,FALSE,CR0785224,US-2015-156626
"Wednesday, March 2, 2022",No First Call Resolution,Phone Support,Closed with explanation,"Saturday, August 20, 2022",TRUE,FALSE,CR0327012,US-2015-151621
"Monday, April 4, 2022",Long wait on hold,Branch,Closed with explanation,"Thursday, December 16, 2021",TRUE,FALSE,CR2200226,US-2015-157072
"Thursday, September 24, 2020",Poor Product or Service,Phone Support,Closed with monetary relief,"Friday, April 29, 2022",TRUE,FALSE,CR2283829,US-2015-158474
"Sunday, April 19, 2020",Unavailable or Out of Stock Product,Email,Closed with explanation,"Wednesday, March 29, 2023",TRUE,FALSE,CR1780662,US-2015-151738
"Monday, December 21, 2020",Long wait on hold,Mobile App,Closed with explanation,"Sunday, August 15, 2021",TRUE,FALSE,CR1418533,US-2015-155369
"Saturday, February 22, 2020",New Product or Feature Request,Phone Support,Closed with explanation,"Wednesday, November 23, 2022",TRUE,TRUE,CR1321268,US-2015-153668
"Monday, February 1, 2021",Making Customers Repeat Their Problem,Mobile App,Closed with explanation,"Saturday, May 20, 2023",TRUE,FALSE,CR0182259,US-2015-155016
"Thursday, June 15, 2023",Unavailable or Out of Stock Product,Email,Closed with explanation,"Monday, June 20, 2022",TRUE,FALSE,CR1590438,US-2015-160543
"Sunday, July 2, 2023",Unavailable or Out of Stock Product,Branch,Closed with non-monetary relief,"Monday, January 23, 2023",TRUE,FALSE,CR1957744,US-2015-158792
"Tuesday, June 27, 2023",No First Call Resolution,Phone Support,Closed with explanation,"Monday, October 11, 2021",TRUE,FALSE,CR1587313,US-2015-156300
"Thursday, September 23, 2021",New Product or Feature Request,Phone Support,Closed with explanation,"Monday, March 2, 2020",TRUE,FALSE,CR2058582,US-2015-157250
"Thursday, March 25, 2021",Lack of Follow Up,Phone Support,Closed with explanation,"Thursday, September 29, 2022",TRUE,FALSE,CR0500647,US-2015-158532
"Thursday, November 4, 2021",Poor Product or Service,Mobile App,Closed with explanation,"Wednesday, February 10, 2021",TRUE,TRUE,CR1020704,US-2015-160500
"Saturday, August 8, 2020",No First Call Resolution,Phone Support,Closed with monetary relief,"Thursday, December 1, 2022",TRUE,FALSE,CR1882476,US-2015-156041
"Friday, June 26, 2020",Uninterested Service Rep,Phone Support,Closed with explanation,"Friday, May 21, 2021",TRUE,FALSE,CR2241469,US-2015-158936
"Saturday, April 1, 2023",Long wait on hold,Branch,Closed with explanation,"Thursday, January 2, 2020",TRUE,TRUE,CR2241293,US-2015-156516
"Thursday, May 28, 2020",No First Call Resolution,Email,Closed with non-monetary relief,"Monday, March 23, 2020",TRUE,FALSE,CR1824920,US-2015-158006
"Saturday, February 19, 2022",Unavailable or Out of Stock Product,Mobile App,Closed with explanation,"Sunday, June 7, 2020",TRUE,FALSE,CR1823750,US-2015-152898
"Monday, June 5, 2023",Unavailable or Out of Stock Product,Mobile App,Closed with explanation,"Friday, April 10, 2020",TRUE,TRUE,CR0644906,US-2015-157488
"Tuesday, November 24, 2020",No First Call Resolution,Email,Closed with explanation,"Saturday, October 1, 2022",TRUE,FALSE,CR1484141,US-2015-158710
"Thursday, April 27, 2023",Lack of Follow Up,Mobile App,Closed with monetary relief,"Friday, August 4, 2023",TRUE,FALSE,CR0255281,US-2015-155979
"Thursday, November 26, 2020",No First Call Resolution,Branch,Closed with explanation,"Tuesday, June 28, 2022",TRUE,FALSE,CR2165760,US-2015-159910
"Saturday, September 30, 2023",No First Call Resolution,Phone Support,Closed with explanation,"Tuesday, February 22, 2022",TRUE,FALSE,CR1764286,US-2015-159566
"Thursday, June 9, 2022",Long wait on hold,Mobile App,Closed with non-monetary relief,"Thursday, October 22, 2020",TRUE,TRUE,CR0094377,US-2015-160492
"Sunday, July 19, 2020",Making Customers Repeat Their Problem,Branch,Closed with explanation,"Wednesday, March 23, 2022",TRUE,FALSE,CR1633043,US-2015-153766
"Wednesday, January 10, 2024",Long wait on hold,Email,Closed with explanation,"Thursday, April 22, 2021",TRUE,TRUE,CR0922473,US-2015-156030
"Friday, January 20, 2023",Unavailable or Out of Stock Product,Phone Support,Closed with monetary relief,"Sunday, September 24, 2023",TRUE,,CR2368744,US-2015-153409
"Thursday, September 2, 2021",Unavailable or Out of Stock Product,Mobile App,Closed with explanation,"Wednesday, February 15, 2023",TRUE,FALSE,CR1385114,US-2015-152171
"Monday, January 31, 2022",Unavailable or Out of Stock Product,Email,Closed with explanation,"Thursday, August 11, 2022",TRUE,FALSE,CR2106806,US-2015-153348
"Monday, June 5, 2023",Uninterested Service Rep,Email,Closed with explanation,"Thursday, February 24, 2022",TRUE,FALSE,CR1554953,US-2015-152174
"Wednesday, September 2, 2020",Lack of Follow Up,Phone Support,Closed with explanation,"Sunday, July 9, 2023",TRUE,FALSE,CR1474895,US-2015-152219
"Saturday, July 24, 2021",New Product or Feature Request,Mobile App,Closed with explanation,"Tuesday, October 31, 2023",TRUE,FALSE,CR2024387,US-2015-152658
"Monday, September 13, 2021",Uninterested Service Rep,Phone Support,Closed with non-monetary relief,"Monday, July 18, 2022",TRUE,FALSE,CR1917514,US-2015-160227
"Friday, March 6, 2020",Long wait on hold,Mobile App,In-Progress,,FALSE,FALSE,CR2239685,US-2015-153180
"Sunday, July 10, 2022",No First Call Resolution,Mobile App,Closed with explanation,"Friday, July 1, 2022",TRUE,FALSE,CR1751316,US-2015-159289
"Monday, January 16, 2023",Lack of Follow Up,Email,Closed with explanation,"Friday, June 10, 2022",TRUE,FALSE,CR1839619,US-2015-156898
"Sunday, April 26, 2020",Unavailable or Out of Stock Product,Branch,Closed with explanation,"Thursday, November 24, 2022",TRUE,FALSE,CR0426655,US-2015-156537
"Monday, May 25, 2020",Making Customers Repeat Their Problem,Phone Support,Closed with explanation,"Thursday, September 29, 2022",TRUE,FALSE,CR1182076,US-2015-159948
"Tuesday, May 16, 2023",Poor Product or Service,Email,Closed with monetary relief,"Friday, October 2, 2020",TRUE,FALSE,CR2019528,US-2015-152845
"Thursday, April 8, 2021",Uninterested Service Rep,Phone Support,Closed with monetary relief,"Sunday, August 7, 2022",TRUE,TRUE,CR2053856,US-2015-151454
"Friday, July 16, 2021",Making Customers Repeat Their Problem,Email,Closed with explanation,"Saturday, January 9, 2021",TRUE,FALSE,CR0338363,US-2015-152564
"Saturday, July 29, 2023",Poor Product or Service,Email,Closed with explanation,"Sunday, January 23, 2022",TRUE,FALSE,CR0789608,US-2015-155667
"Wednesday, December 22, 2021",Making Customers Repeat Their Problem,Branch,Closed with explanation,"Tuesday, November 24, 2020",TRUE,,CR2398513,US-2015-152978
"Sunday, May 7, 2023",New Product or Feature Request,Mobile App,Closed with explanation,"Friday, November 6, 2020",TRUE,TRUE,CR2254957,US-2015-150684
"Friday, April 2, 2021",No First Call Resolution,Branch,Closed with explanation,"Monday, January 30, 2023",TRUE,FALSE,CR1875796,US-2015-150654
"Sunday, January 3, 2021",Uninterested Service Rep,Phone Support,Closed with explanation,"Monday, May 4, 2020",TRUE,FALSE,CR1509215,US-2015-152386
"Thursday, November 11, 2021",Long wait on hold,Mobile App,Closed with explanation,"Tuesday, June 9, 2020",TRUE,TRUE,CR1037284,US-2015-153236
"Sunday, October 10, 2021",Making Customers Repeat Their Problem,Mobile App,Closed with explanation,"Monday, April 13, 2020",TRUE,FALSE,CR0499118,US-2015-157352
"Wednesday, November 29, 2023",Making Customers Repeat Their Problem,Phone Support,Closed with monetary relief,"Wednesday, May 10, 2023",TRUE,FALSE,CR1881766,US-2015-153859
"Friday, April 14, 2023",Unavailable or Out of Stock Product,Mobile App,Closed with explanation,"Friday, December 3, 2021",TRUE,FALSE,CR1422293,US-2015-156393
"Monday, January 9, 2023",Unavailable or Out of Stock Product,Email,Closed with explanation,"Monday, December 27, 2021",TRUE,FALSE,CR2209088,US-2015-151590
"Tuesday, November 15, 2022",Long wait on hold,Phone Support,Closed with explanation,"Sunday, October 3, 2021",TRUE,TRUE,CR1351891,US-2015-151470
"Wednesday, August 12, 2020",New Product or Feature Request,Branch,Closed with explanation,"Wednesday, May 26, 2021",TRUE,FALSE,CR0185270,US-2015-153285
"Monday, June 22, 2020",Making Customers Repeat Their Problem,Branch,Closed with explanation,"Monday, September 11, 2023",TRUE,FALSE,CR2291907,US-2015-152158
"Sunday, November 15, 2020",Poor Product or Service,Email,Closed with monetary relief,"Sunday, October 9, 2022",TRUE,TRUE,CR1325033,US-2015-151982
"Sunday, September 17, 2023",Making Customers Repeat Their Problem,Phone Support,Closed with explanation,"Wednesday, August 19, 2020",TRUE,FALSE,CR2124296,US-2015-153546
"Thursday, June 1, 2023",Unavailable or Out of Stock Product,Branch,Closed with explanation,"Wednesday, November 16, 2022",TRUE,FALSE,CR2059861,US-2015-155036
"Thursday, February 13, 2020",No First Call Resolution,Email,Closed with explanation,"Monday, September 19, 2022",TRUE,TRUE,CR1693351,US-2015-158885
"Tuesday, August 22, 2023",Poor Product or Service,Mobile App,Closed with explanation,"Monday, July 31, 2023",TRUE,TRUE,CR1590106,US-2015-154952
"Friday, December 22, 2023",Poor Product or Service,Mobile App,Closed with monetary relief,"Wednesday, June 23, 2021",TRUE,TRUE,CR1592064,US-2015-157752
"Monday, September 12, 2022",New Product or Feature Request,Email,Closed with monetary relief,"Monday, August 2, 2021",TRUE,FALSE,CR1959194,US-2015-158296
"Sunday, January 9, 2022",Long wait on hold,Email,Closed with explanation,"Monday, June 19, 2023",TRUE,TRUE,CR1786858,US-2015-153768
"Monday, September 11, 2023",Lack of Follow Up,Branch,Closed with monetary relief,"Sunday, October 24, 2021",TRUE,FALSE,CR2053433,US-2015-158339
"Sunday, February 19, 2023",Long wait on hold,Email,Closed with monetary relief,"Monday, October 12, 2020",TRUE,FALSE,CR1670934,US-2015-155105
"Thursday, July 28, 2022",Making Customers Repeat Their Problem,Email,Closed with explanation,"Monday, April 20, 2020",TRUE,FALSE,CR1874363,US-2015-154325
"Saturday, October 29, 2022",New Product or Feature Request,Phone Support,Closed with monetary relief,"Thursday, July 2, 2020",TRUE,FALSE,CR0454551,US-2015-158268
"Monday, January 4, 2021",Lack of Follow Up,Phone Support,Closed with explanation,"Friday, June 12, 2020",TRUE,TRUE,CR1826636,US-2015-160144
"Monday, May 31, 2021",Poor Product or Service,Mobile App,Closed with non-monetary relief,"Saturday, November 4, 2023",TRUE,FALSE,CR1496383,US-2015-155365
"Tuesday, March 22, 2022",Long wait on hold,Branch,Closed with explanation,"Thursday, June 1, 2023",TRUE,TRUE,CR0725940,US-2015-155542
"Wednesday, October 26, 2022",No First Call Resolution,Phone Support,Closed with explanation,"Tuesday, May 26, 2020",TRUE,FALSE,CR2272079,US-2015-156044
"Monday, November 23, 2020",Poor Product or Service,Mobile App,Closed with explanation,"Sunday, July 16, 2023",TRUE,FALSE,CR1942110,US-2015-156755
"Tuesday, May 18, 2021",Long wait on hold,Branch,Closed with explanation,"Saturday, February 12, 2022",TRUE,FALSE,CR0314152,US-2015-159772
"Thursday, September 22, 2022",No First Call Resolution,Phone Support,Closed with explanation,"Saturday, January 14, 2023",TRUE,FALSE,CR2187824,US-2015-152792
"Monday, August 16, 2021",New Product or Feature Request,Email,Closed with monetary relief,"Friday, November 4, 2022",TRUE,FALSE,CR2140531,US-2015-153388
"Friday, May 12, 2023",Poor Product or Service,Mobile App,Closed with explanation,"Friday, March 26, 2021",TRUE,FALSE,CR1323862,US-2015-159770
"Wednesday, March 18, 2020",Making Customers Repeat Their Problem,Email,Closed with explanation,"Sunday, June 18, 2023",TRUE,FALSE,CR1414194,US-2015-153642
"Tuesday, November 15, 2022",New Product or Feature Request,Branch,Closed with explanation,"Friday, March 5, 2021",TRUE,FALSE,CR1544742,US-2015-155661
"Thursday, August 6, 2020",Making Customers Repeat Their Problem,Phone Support,Closed with explanation,"Saturday, July 30, 2022",TRUE,TRUE,CR0144417,US-2015-153197
"Tuesday, January 18, 2022",Unavailable or Out of Stock Product,Mobile App,Closed with explanation,"Sunday, January 22, 2023",TRUE,TRUE,CR0997116,US-2015-155358
"Thursday, May 27, 2021",Lack of Follow Up,Phone Support,Closed with explanation,"Sunday, January 19, 2020",TRUE,FALSE,CR2119080,US-2015-157925
"Monday, January 9, 2023",Poor Product or Service,Email,Closed with explanation,"Thursday, December 3, 2020",TRUE,FALSE,CR1768779,US-2015-160229
"Monday, April 11, 2022",Lack of Follow Up,Phone Support,Closed with non-monetary relief,"Friday, December 24, 2021",TRUE,FALSE,CR1578014,US-2015-156589
"Saturday, April 25, 2020",New Product or Feature Request,Email,Closed with non-monetary relief,"Monday, February 20, 2023",TRUE,,CR2394492,US-2015-151881
"Sunday, June 7, 2020",Making Customers Repeat Their Problem,Branch,Closed with explanation,"Tuesday, October 10, 2023",TRUE,FALSE,CR1737466,US-2015-155511
"Friday, August 4, 2023",Uninterested Service Rep,Phone Support,Closed with explanation,"Monday, April 12, 2021",TRUE,FALSE,CR1828100,US-2015-155484
"Friday, September 8, 2023",Uninterested Service Rep,Mobile App,Closed with monetary relief,"Tuesday, May 26, 2020",TRUE,FALSE,CR1739146,US-2015-156914
"Thursday, January 19, 2023",No First Call Resolution,Mobile App,Closed with non-monetary relief,"Thursday, May 27, 2021",TRUE,FALSE,CR2106749,US-2015-150842
"Saturday, May 28, 2022",Unavailable or Out of Stock Product,Mobile App,Closed with explanation,"Monday, November 21, 2022",TRUE,FALSE,CR1434539,US-2015-155683
"Thursday, July 14, 2022",Lack of Follow Up,Branch,Closed with monetary relief,"Tuesday, October 5, 2021",TRUE,FALSE,CR2212245,US-2015-154097
"Thursday, March 24, 2022",Poor Product or Service,Mobile App,Closed with explanation,"Wednesday, May 10, 2023",TRUE,,CR2403665,US-2015-160475
"Wednesday, March 11, 2020",Unavailable or Out of Stock Product,Email,Closed with explanation,"Thursday, September 30, 2021",TRUE,FALSE,CR2295998,US-2015-157730
"Tuesday, May 17, 2022",Unavailable or Out of Stock Product,Mobile App,Closed with explanation,"Thursday, May 18, 2023",TRUE,FALSE,CR1328481,US-2015-155062
"Wednesday, April 27, 2022",Making Customers Repeat Their Problem,Mobile App,Closed with explanation,"Monday, October 5, 2020",TRUE,FALSE,CR1712593,US-2015-155613
"Friday, April 16, 2021",No First Call Resolution,Mobile App,Closed with explanation,"Sunday, March 27, 2022",TRUE,TRUE,CR0194736,US-2015-151862
"Monday, December 13, 2021",New Product or Feature Request,Email,Closed with explanation,"Sunday, February 5, 2023",TRUE,FALSE,CR1359157,US-2015-152807
"Friday, June 16, 2023",Making Customers Repeat Their Problem,Email,Closed with explanation,"Saturday, October 15, 2022",TRUE,FALSE,CR2123996,US-2015-157726
"Tuesday, December 29, 2020",New Product or Feature Request,Email,Closed with explanation,"Thursday, February 6, 2020",TRUE,TRUE,CR0795200,US-2015-150927
"Wednesday, June 2, 2021",Lack of Follow Up,Email,Closed with explanation,"Thursday, June 3, 2021",TRUE,FALSE,CR1043298,US-2015-157490
"Saturday, February 15, 2020",Making Customers Repeat Their Problem,Phone Support,Closed with explanation,"Saturday, July 8, 2023",TRUE,FALSE,CR1875589,US-2015-156528
"Friday, May 21, 2021",New Product or Feature Request,Branch,Closed with explanation,"Wednesday, May 25, 2022",TRUE,,CR2319065,US-2015-160252
"Monday, July 20, 2020",Making Customers Repeat Their Problem,Email,Closed with explanation,"Tuesday, September 5, 2023",TRUE,TRUE,CR1967343,US-2015-155449
"Friday, April 29, 2022",New Product or Feature Request,Mobile App,Closed with explanation,"Saturday, April 1, 2023",TRUE,TRUE,CR1516691,US-2015-156092
"Tuesday, December 19, 2023",Long wait on hold,Phone Support,Closed with explanation,"Thursday, July 6, 2023",TRUE,FALSE,CR1790071,US-2015-151912
"Saturday, June 10, 2023",Lack of Follow Up,Phone Support,Closed with explanation,"Thursday, October 14, 2021",TRUE,TRUE,CR1621364,US-2015-157235
