order_id,client_id,enquiry_date,order_date,ship_mode,Segment,product_id,Category,sub_category,Sales,Quantity
US-2015-155248,C00000045,2023-06-02,2021-08-31,Second Class,Consumer,OFF-AR-10001683,Office Supplies,Art,49.25,5
US-2015-156575,C00000715,2023-05-15,2021-08-31,Standard Class,Corporate,TEC-PH-10000439,Technology,Phones,39.99,1
US-2015-158635,C00000808,2020-11-01,2021-08-31,Standard Class,Consumer,OFF-PA-10004438,Office Supplies,Paper,49.12,4
US-2015-151269,C00000535,2022-07-21,2021-09-01,Second Class,Consumer,OFF-AP-10003266,Office Supplies,Appliances,44.43,3
US-2015-152041,C00000053,2022-10-05,2021-09-01,Same Day,Consumer,FUR-FU-10003095,Furniture,Furnishings,101.94,3
US-2015-153368,C00000025,2021-03-26,2021-09-01,Standard Class,Consumer,OFF-FA-10004248,Office Supplies,Fasteners,10.824,3
US-2015-155213,C00000573,2020-01-07,2021-09-01,Standard Class,Consumer,TEC-AC-10001542,Technology,Accessories,27.552,3
US-2015-157044,C00000020,2021-12-13,2021-09-01,Standard Class,Consumer,OFF-AP-10004859,Office Supplies,Appliances,72.8,5
US-2015-158646,C00000950,2021-07-12,2021-09-01,Same Day,Home Office,TEC-PH-10001527,Technology,Phones,34.36,1
US-2015-150814,C00000078,2020-08-20,2021-09-02,Same Day,Consumer,FUR-CH-10004875,Furniture,Chairs,142.36,2
US-2015-151459,C00000866,2022-01-03,2021-09-02,Standard Class,Consumer,FUR-TA-10003954,Furniture,Tables,1184.72,4
US-2015-155071,C00000782,2020-08-26,2021-09-02,Standard Class,Home Office,OFF-BI-10002794,Office Supplies,Binders,12.294,1
US-2015-155907,C00000326,2022-02-08,2021-09-02,Standard Class,Corporate,FUR-BO-10003893,Furniture,Bookcases,586.398,6
US-2015-156338,C00000905,2022-09-26,2021-09-02,Standard Class,Consumer,TEC-MA-10004521,Technology,Machines,206.991,3
US-2015-157527,C00001051,2021-08-23,2021-09-02,Same Day,Consumer,TEC-PH-10002447,Technology,Phones,164.792,1
US-2015-157891,C00000630,2020-05-26,2021-09-02,Standard Class,Consumer,OFF-EN-10003296,Office Supplies,Envelopes,180.96,2
US-2015-158747,C00000083,2023-03-17,2021-09-02,Second Class,Home Office,OFF-AR-10000122,Office Supplies,Art,11.16,2
US-2015-160051,C00000963,2020-11-12,2021-09-02,Second Class,Corporate,TEC-CO-10001449,Technology,Copiers,2999.95,5
US-2015-160087,C00000174,2021-06-11,2021-09-02,Standard Class,Consumer,OFF-ST-10001272,Office Supplies,Storage,261.74,2
US-2015-152905,C00000186,2021-01-09,2021-09-03,First Class,Consumer,FUR-BO-10001337,Furniture,Bookcases,120.98,1
US-2015-153306,C00000905,2022-01-18,2021-09-03,Second Class,Consumer,OFF-ST-10001321,Office Supplies,Storage,92.52,6
US-2015-159110,C00000486,2020-09-04,2021-09-03,Second Class,Consumer,TEC-PH-10003800,Technology,Phones,84.784,2
US-2015-160525,C00000322,2022-10-14,2021-09-03,Second Class,Corporate,FUR-FU-10001940,Furniture,Furnishings,9.552,3
US-2015-153028,C00000263,2023-02-16,2021-09-04,Standard Class,Corporate,OFF-ST-10001490,Office Supplies,Storage,856.656,6
US-2015-153237,C00000611,2023-04-14,2021-09-04,Second Class,Consumer,FUR-CH-10000665,Furniture,Chairs,603.92,5
US-2015-159802,C00000229,2022-03-11,2021-09-04,Standard Class,Home Office,OFF-AR-10003856,Office Supplies,Art,5.56,2
US-2015-160281,C00000943,2023-10-04,2021-09-04,Standard Class,Home Office,OFF-BI-10004519,Office Supplies,Binders,331.96,2
US-2015-150711,C00000769,2022-03-25,2021-09-05,Standard Class,Consumer,OFF-BI-10004001,Office Supplies,Binders,153.36,9
US-2015-153782,C00000690,2021-03-15,2021-09-05,Standard Class,Consumer,OFF-AP-10002287,Office Supplies,Appliances,24.472,7
US-2015-154403,C00000998,2020-11-01,2021-09-05,Standard Class,Consumer,OFF-ST-10004186,Office Supplies,Storage,887.84,8
US-2015-154592,C00000962,2020-05-16,2021-09-05,Standard Class,Home Office,FUR-FU-10001379,Furniture,Furnishings,26.72,1
US-2015-155290,C00000766,2023-08-08,2021-09-05,Standard Class,Consumer,OFF-PA-10002319,Office Supplies,Paper,93.024,3
US-2015-158768,C00000538,2021-08-08,2021-09-05,Second Class,Consumer,OFF-AR-10001953,Office Supplies,Art,263.88,6
US-2015-159203,C00000297,2021-12-16,2021-09-05,Second Class,Home Office,FUR-FU-10001424,Furniture,Furnishings,34.92,4
US-2015-151941,C00000695,2022-06-19,2021-09-06,First Class,Consumer,OFF-BI-10001308,Office Supplies,Binders,37.68,6
US-2015-153216,C00000876,2021-06-24,2021-09-06,Standard Class,Corporate,OFF-ST-10002743,Office Supplies,Storage,227.28,2
US-2015-154381,C00000165,2020-01-27,2021-09-07,Standard Class,Corporate,FUR-CH-10000847,Furniture,Chairs,872.94,3
US-2015-160391,C00000798,2020-05-20,2021-09-07,Standard Class,Consumer,OFF-AR-10003045,Office Supplies,Art,5.88,2
US-2015-150769,C00000279,2020-09-18,2021-09-08,Standard Class,Corporate,TEC-PH-10002496,Technology,Phones,124.792,1
US-2015-151718,C00000997,2022-04-25,2021-09-08,Standard Class,Corporate,OFF-AR-10000940,Office Supplies,Art,2.94,1
US-2015-154629,C00000537,2021-11-09,2021-09-08,Standard Class,Corporate,OFF-BI-10003314,Office Supplies,Binders,23.136,6
US-2015-155953,C00000050,2021-08-14,2021-09-08,Standard Class,Consumer,OFF-AP-10004980,Office Supplies,Appliances,53.088,7
US-2015-156410,C00000433,2021-12-24,2021-09-08,Standard Class,Home Office,OFF-BI-10001098,Office Supplies,Binders,29.932,7
US-2015-156681,C00000046,2023-04-20,2021-09-08,Standard Class,Home Office,OFF-ST-10002406,Office Supplies,Storage,14.97,1
US-2015-157543,C00000791,2020-10-14,2021-09-08,Standard Class,Consumer,OFF-BI-10000136,Office Supplies,Binders,35.88,6
US-2015-157611,C00000997,2022-08-03,2021-09-08,Second Class,Consumer,OFF-BI-10004209,Office Supplies,Binders,40.2,5
US-2015-158119,C00000783,2021-03-30,2021-09-08,Standard Class,Consumer,OFF-PA-10001534,Office Supplies,Paper,32.4,5
US-2015-150844,C00000101,2021-03-25,2021-09-09,Standard Class,Consumer,OFF-PA-10003441,Office Supplies,Paper,32.4,5
US-2015-156373,C00000050,2020-11-02,2021-09-09,Standard Class,Consumer,OFF-ST-10001963,Office Supplies,Storage,811.28,8
US-2015-157428,C00000574,2021-03-28,2021-09-09,Second Class,Consumer,OFF-AR-10004344,Office Supplies,Art,35.97,3
US-2015-160535,C00000826,2020-12-06,2021-09-09,Standard Class,Consumer,OFF-PA-10001736,Office Supplies,Paper,56.704,2
US-2015-151729,C00000151,2021-04-27,2021-09-10,Standard Class,Corporate,OFF-BI-10000145,Office Supplies,Binders,6.24,2
US-2015-152893,C00000908,2020-01-04,2021-09-10,Standard Class,Home Office,TEC-AC-10004171,Technology,Accessories,799.92,10
US-2015-154566,C00000940,2022-10-10,2021-09-10,Standard Class,Corporate,OFF-LA-10001569,Office Supplies,Labels,15.936,4
US-2015-155340,C00000384,2023-08-22,2021-09-10,Same Day,Corporate,FUR-FU-10003829,Furniture,Furnishings,9.24,3
US-2015-156186,C00000084,2020-05-01,2021-09-10,First Class,Home Office,OFF-AR-10000255,Office Supplies,Art,40.88,7
US-2015-156625,C00000499,2023-08-17,2021-09-10,Second Class,Home Office,OFF-AR-10001547,Office Supplies,Art,3.536,2
US-2015-156644,C00000863,2021-05-07,2021-09-10,First Class,Corporate,TEC-AC-10004171,Technology,Accessories,899.91,9
US-2015-157487,C00000887,2021-07-01,2021-09-10,Standard Class,Consumer,OFF-FA-10001561,Office Supplies,Fasteners,10.9,5
US-2015-157966,C00000474,2022-08-28,2021-09-10,Standard Class,Consumer,TEC-PH-10000673,Technology,Phones,155.976,3
US-2015-158992,C00000223,2022-09-13,2021-09-10,Second Class,Consumer,TEC-PH-10000193,Technology,Phones,137.94,3
US-2015-159497,C00000259,2020-12-15,2021-09-10,Second Class,Consumer,FUR-FU-10000221,Furniture,Furnishings,8.128,2
US-2015-160032,C00000239,2020-09-14,2021-09-10,Standard Class,Consumer,OFF-ST-10002214,Office Supplies,Storage,33.87,3
US-2015-160160,C00000881,2023-06-09,2021-09-10,First Class,Corporate,OFF-EN-10004483,Office Supplies,Envelopes,47.01,3
US-2015-152517,C00000826,2022-09-27,2021-09-11,Standard Class,Home Office,OFF-AR-10000255,Office Supplies,Art,23.36,4
US-2015-152648,C00000204,2022-08-18,2021-09-11,Standard Class,Home Office,OFF-PA-10001685,Office Supplies,Paper,73.008,9
US-2015-158574,C00000467,2022-08-18,2021-09-11,Standard Class,Corporate,OFF-BI-10001078,Office Supplies,Binders,26.9,5
US-2015-160522,C00000398,2022-01-30,2021-09-11,Standard Class,Home Office,OFF-ST-10003656,Office Supplies,Storage,230.376,3
US-2015-151709,C00000023,2023-09-03,2021-09-12,Standard Class,Home Office,OFF-ST-10002583,Office Supplies,Storage,77.952,3
US-2015-153415,C00000450,2020-05-22,2021-09-12,First Class,Consumer,TEC-AC-10001284,Technology,Accessories,62.31,3
US-2015-156627,C00000561,2020-05-23,2021-09-12,Same Day,Consumer,TEC-AC-10001767,Technology,Accessories,239.94,6
US-2015-157887,C00000520,2021-09-07,2021-09-12,Standard Class,Consumer,OFF-AR-10003896,Office Supplies,Art,17.94,3
US-2015-159276,C00000302,2021-10-15,2021-09-12,Standard Class,Corporate,OFF-BI-10003707,Office Supplies,Binders,36.624,8
US-2015-159581,C00000798,2021-06-28,2021-09-12,Second Class,Home Office,TEC-PH-10004896,Technology,Phones,119.96,5
US-2015-150782,C00000184,2022-12-16,2021-09-13,First Class,Corporate,OFF-AR-10002399,Office Supplies,Art,3.408,1
US-2015-154847,C00000329,2023-11-26,2021-09-13,First Class,Corporate,OFF-EN-10004386,Office Supplies,Envelopes,23.99,1
US-2015-157906,C00001042,2020-05-18,2021-09-13,Second Class,Home Office,TEC-PH-10001536,Technology,Phones,27.184,2
US-2015-158136,C00000103,2022-06-14,2021-09-13,Standard Class,Corporate,FUR-CH-10000665,Furniture,Chairs,603.92,4
US-2015-159544,C00000038,2020-11-05,2021-09-13,Second Class,Consumer,TEC-MA-10001570,Technology,Machines,385.8,5
US-2015-159819,C00000885,2020-03-02,2021-09-13,Standard Class,Consumer,OFF-BI-10000301,Office Supplies,Binders,20.704,4
US-2015-150982,C00000520,2022-09-26,2021-09-14,First Class,Home Office,OFF-ST-10004337,Office Supplies,Storage,122.48,2
US-2015-151896,C00000044,2020-04-28,2021-09-14,Standard Class,Corporate,OFF-BI-10001628,Office Supplies,Binders,25.032,3
US-2015-152624,C00000176,2022-01-21,2021-09-14,Same Day,Consumer,FUR-CH-10003199,Furniture,Chairs,177.568,2
US-2015-152724,C00000509,2023-03-19,2021-09-14,Same Day,Consumer,TEC-PH-10000307,Technology,Phones,10.95,1
US-2015-153667,C00000783,2022-03-23,2021-09-14,First Class,Home Office,FUR-CH-10001394,Furniture,Chairs,280.792,1
US-2015-155182,C00000629,2022-02-27,2021-09-14,Second Class,Consumer,FUR-FU-10000747,Furniture,Furnishings,275.88,6
US-2015-155373,C00000562,2020-04-06,2021-09-14,Second Class,Home Office,TEC-PH-10003555,Technology,Phones,114.95,5
US-2015-155979,C00000596,2023-04-21,2021-09-14,First Class,Corporate,OFF-PA-10000232,Office Supplies,Paper,12.96,2
US-2015-157935,C00000246,2022-12-22,2021-09-14,Second Class,Corporate,OFF-BI-10000343,Office Supplies,Binders,11.784,3
US-2015-159324,C00000527,2023-07-13,2021-09-14,Second Class,Consumer,OFF-BI-10004318,Office Supplies,Binders,276.784,2
US-2015-151109,C00000017,2020-01-01,2021-09-15,First Class,Consumer,OFF-AR-10000658,Office Supplies,Art,57.75,5
US-2015-153692,C00000427,2022-02-26,2021-09-15,Second Class,Consumer,FUR-BO-10001811,Furniture,Bookcases,722.352,3
US-2015-153893,C00000850,2022-12-04,2021-09-15,Standard Class,Consumer,OFF-AP-10003287,Office Supplies,Appliances,122.328,3
US-2015-154586,C00000910,2021-04-06,2021-09-15,Standard Class,Corporate,FUR-CH-10000225,Furniture,Chairs,64.784,1
US-2015-158461,C00000063,2022-08-07,2021-09-15,Same Day,Home Office,OFF-AP-10000240,Office Supplies,Appliances,106.96,2
US-2015-159444,C00000694,2021-11-23,2021-09-15,First Class,Home Office,OFF-BI-10000404,Office Supplies,Binders,41.28,6
US-2015-159493,C00000530,2020-03-03,2021-09-15,Standard Class,Corporate,OFF-SU-10004782,Office Supplies,Supplies,16.9,2
US-2015-151121,C00000688,2023-08-28,2021-09-16,Standard Class,Consumer,TEC-PH-10004924,Technology,Phones,29.56,4
US-2015-151986,C00000497,2020-09-30,2021-09-16,Standard Class,Corporate,TEC-AC-10002558,Technology,Accessories,9.096,1
US-2015-152260,C00000629,2021-04-10,2021-09-16,Standard Class,Home Office,TEC-PH-10001530,Technology,Phones,1091.168,4
US-2015-152400,C00000455,2022-04-05,2021-09-16,Standard Class,Corporate,OFF-PA-10004782,Office Supplies,Paper,12.96,2
US-2015-152642,C00000325,2023-10-06,2021-09-16,Standard Class,Home Office,OFF-FA-10004248,Office Supplies,Fasteners,7.216,2
US-2015-153598,C00000474,2023-11-20,2021-09-16,Standard Class,Corporate,FUR-FU-10000010,Furniture,Furnishings,14.91,3
US-2015-155696,C00000424,2022-01-27,2021-09-16,Standard Class,Home Office,OFF-AP-10001962,Office Supplies,Appliances,58.73,7
US-2015-156711,C00000589,2021-12-13,2021-09-16,Second Class,Corporate,OFF-PA-10001593,Office Supplies,Paper,19.136,4
US-2015-158694,C00000161,2023-02-10,2021-09-16,First Class,Home Office,FUR-CH-10003956,Furniture,Chairs,454.272,8
US-2015-160093,C00000741,2023-02-07,2021-09-16,Same Day,Home Office,TEC-PH-10004908,Technology,Phones,475.944,7
US-2015-160554,C00000722,2020-09-08,2021-09-16,Second Class,Consumer,OFF-EN-10002504,Office Supplies,Envelopes,130.464,6
US-2015-150896,C00000397,2023-03-15,2021-09-17,Second Class,Corporate,OFF-SU-10002881,Office Supplies,Supplies,4164.05,5
US-2015-151376,C00000933,2020-11-11,2021-09-17,Standard Class,Consumer,TEC-PH-10003811,Technology,Phones,95.992,1
US-2015-157484,C00000646,2020-04-11,2021-09-17,Standard Class,Home Office,TEC-PH-10001061,Technology,Phones,239.976,3
US-2015-151560,C00000875,2022-12-25,2021-09-18,Same Day,Consumer,FUR-FU-10002298,Furniture,Furnishings,266.352,6
US-2015-159030,C00000807,2021-01-15,2021-09-18,Standard Class,Corporate,OFF-BI-10001679,Office Supplies,Binders,18.648,7
US-2015-159372,C00000218,2022-04-03,2021-09-18,Standard Class,Consumer,OFF-AP-10003287,Office Supplies,Appliances,152.91,3
US-2015-150781,C00000424,2022-11-12,2021-09-19,Standard Class,Consumer,TEC-AC-10004901,Technology,Accessories,79.984,2
US-2015-151250,C00000151,2023-12-21,2021-09-19,Second Class,Home Office,FUR-BO-10001972,Furniture,Bookcases,241.96,2
US-2015-151838,C00000172,2020-07-25,2021-09-19,Standard Class,Consumer,TEC-PH-10002890,Technology,Phones,180.96,5
US-2015-152098,C00000322,2022-04-27,2021-09-19,Standard Class,Home Office,FUR-BO-10001619,Furniture,Bookcases,84.98,1
US-2015-152461,C00000001,2023-12-08,2021-09-19,First Class,Home Office,OFF-SU-10004498,Office Supplies,Supplies,10.304,1
US-2015-156465,C00000813,2022-12-20,2021-09-19,Standard Class,Consumer,OFF-AR-10004648,Office Supplies,Art,60.45,3
US-2015-157581,C00000490,2022-03-29,2021-09-19,Standard Class,Consumer,OFF-ST-10004340,Office Supplies,Storage,124.36,2
US-2015-158799,C00000497,2023-10-06,2021-09-19,Second Class,Consumer,OFF-AR-10001427,Office Supplies,Art,23.92,5
US-2015-160336,C00000995,2020-04-16,2021-09-19,First Class,Consumer,OFF-AP-10001293,Office Supplies,Appliances,286.86,7
US-2015-151672,C00000753,2020-01-06,2021-09-20,Second Class,Consumer,FUR-BO-10002206,Furniture,Bookcases,119.833,1
US-2015-152282,C00000348,2020-03-14,2021-09-20,Standard Class,Corporate,OFF-BI-10001097,Office Supplies,Binders,5.607,3
US-2015-154646,C00000451,2022-06-10,2021-09-20,Standard Class,Home Office,OFF-AR-10004817,Office Supplies,Art,15.48,3
US-2015-158877,C00000633,2021-05-11,2021-09-20,Standard Class,Consumer,OFF-LA-10003510,Office Supplies,Labels,91.59,3
US-2015-159373,C00000970,2020-07-04,2021-09-20,Second Class,Consumer,OFF-PA-10001725,Office Supplies,Paper,62.016,2
US-2015-160068,C00000257,2020-08-08,2021-09-20,Second Class,Corporate,OFF-PA-10001763,Office Supplies,Paper,19.98,2
US-2015-160158,C00000219,2023-04-05,2021-09-20,Standard Class,Home Office,OFF-PA-10002195,Office Supplies,Paper,12.96,2
US-2015-160272,C00000037,2020-06-13,2021-09-20,Standard Class,Corporate,TEC-CO-10000971,Technology,Copiers,959.968,4
US-2015-151001,C00000744,2021-06-25,2021-09-21,Second Class,Consumer,TEC-PH-10002890,Technology,Phones,226.2,5
US-2015-151604,C00000045,2021-07-23,2021-09-21,Second Class,Home Office,OFF-BI-10004330,Office Supplies,Binders,147.92,5
US-2015-153005,C00000256,2021-02-16,2021-09-21,Standard Class,Corporate,OFF-SU-10001664,Office Supplies,Supplies,17.14,2
US-2015-153084,C00000261,2020-02-23,2021-09-21,Standard Class,Consumer,OFF-PA-10003205,Office Supplies,Paper,16.34,2
US-2015-153798,C00000184,2022-07-10,2021-09-21,First Class,Consumer,FUR-FU-10001602,Furniture,Furnishings,113.79,3
US-2015-155195,C00000930,2021-08-14,2021-09-21,Standard Class,Consumer,FUR-FU-10001424,Furniture,Furnishings,17.46,2
US-2015-156746,C00000195,2023-09-11,2021-09-21,Standard Class,Consumer,OFF-AR-10002240,Office Supplies,Art,264.18,7
US-2015-159268,C00000373,2021-03-29,2021-09-21,Standard Class,Consumer,OFF-BI-10000756,Office Supplies,Binders,4.24,5
US-2015-151863,C00000538,2020-03-12,2021-09-22,Standard Class,Consumer,FUR-FU-10003799,Furniture,Furnishings,71.12,4
US-2015-152520,C00000118,2020-03-17,2021-09-22,Standard Class,Corporate,OFF-BI-10001097,Office Supplies,Binders,1.869,1
US-2015-153470,C00000514,2021-09-24,2021-09-22,Standard Class,Consumer,OFF-BI-10002735,Office Supplies,Binders,102.93,3
US-2015-153946,C00000338,2021-07-12,2021-09-22,Standard Class,Consumer,OFF-ST-10001963,Office Supplies,Storage,304.23,3
US-2015-155183,C00000880,2021-07-10,2021-09-22,Standard Class,Corporate,OFF-PA-10002764,Office Supplies,Paper,68.04,6
US-2015-159492,C00000319,2023-01-30,2021-09-22,Standard Class,Corporate,OFF-ST-10001034,Office Supplies,Storage,79.4,5
US-2015-151384,C00000202,2021-06-23,2021-09-23,Standard Class,Home Office,OFF-PA-10004040,Office Supplies,Paper,43.056,9
US-2015-152825,C00000090,2022-04-17,2021-09-23,Standard Class,Home Office,OFF-PA-10004156,Office Supplies,Paper,11.34,1
US-2015-153349,C00000720,2021-05-01,2021-09-23,Standard Class,Consumer,OFF-PA-10004996,Office Supplies,Paper,51.55,5
US-2015-153525,C00000844,2021-04-26,2021-09-23,Second Class,Home Office,OFF-BI-10003166,Office Supplies,Binders,3.444,1
US-2015-153923,C00000150,2023-08-30,2021-09-23,Standard Class,Consumer,OFF-LA-10002762,Office Supplies,Labels,25.06,2
US-2015-156540,C00000045,2023-06-15,2021-09-23,Second Class,Corporate,TEC-PH-10001944,Technology,Phones,467.04,4
US-2015-158476,C00000366,2021-11-11,2021-09-23,Second Class,Consumer,OFF-PA-10002479,Office Supplies,Paper,5.28,1
US-2015-152121,C00000096,2020-05-07,2021-09-24,Standard Class,Consumer,FUR-CH-10000988,Furniture,Chairs,112.648,1
US-2015-154705,C00000883,2020-10-30,2021-09-24,Second Class,Corporate,OFF-LA-10000240,Office Supplies,Labels,14.62,2
US-2015-155634,C00000278,2023-10-19,2021-09-24,Standard Class,Consumer,FUR-FU-10000758,Furniture,Furnishings,31.776,3
US-2015-158047,C00000935,2021-04-16,2021-09-24,Standard Class,Consumer,TEC-AC-10003911,Technology,Accessories,479.97,3
US-2015-158982,C00000106,2020-06-26,2021-09-24,First Class,Home Office,OFF-BI-10000050,Office Supplies,Binders,2.92,2
US-2015-150685,C00001026,2020-03-02,2021-09-25,Second Class,Corporate,OFF-BI-10001575,Office Supplies,Binders,49.568,2
US-2015-150815,C00000292,2021-06-25,2021-09-25,Standard Class,Consumer,OFF-LA-10003510,Office Supplies,Labels,61.06,2
US-2015-151598,C00000409,2021-03-08,2021-09-25,Standard Class,Corporate,TEC-AC-10003033,Technology,Accessories,1319.8,5
US-2015-153503,C00000596,2022-12-25,2021-09-25,First Class,Home Office,TEC-MA-10000984,Technology,Machines,3357.6,3
US-2015-154295,C00000078,2022-05-20,2021-09-25,Standard Class,Consumer,OFF-PA-10001667,Office Supplies,Paper,5.98,1
US-2015-156050,C00000623,2021-09-27,2021-09-25,Standard Class,Consumer,OFF-BI-10002571,Office Supplies,Binders,19.96,2
US-2015-157386,C00000341,2020-06-12,2021-09-25,Standard Class,Corporate,FUR-TA-10001095,Furniture,Tables,1568.61,9
US-2015-158652,C00000210,2023-10-17,2021-09-25,Second Class,Consumer,OFF-BI-10003784,Office Supplies,Binders,1.344,1
US-2015-158068,C00000822,2023-10-30,2021-09-26,Standard Class,Corporate,OFF-BI-10004600,Office Supplies,Binders,735.98,2
US-2015-158861,C00000237,2021-04-11,2021-09-26,Standard Class,Consumer,OFF-AR-10001419,Office Supplies,Art,23.128,7
US-2015-160069,C00000734,2021-12-24,2021-09-26,Same Day,Consumer,OFF-FA-10000735,Office Supplies,Fasteners,5.84,2
US-2015-152497,C00000337,2023-09-26,2021-09-27,Same Day,Consumer,OFF-BI-10004022,Office Supplies,Binders,1.112,2
US-2015-153003,C00000364,2022-01-08,2021-09-27,Second Class,Consumer,OFF-ST-10000464,Office Supplies,Storage,34.76,1
US-2015-153069,C00000541,2021-11-23,2021-09-27,Standard Class,Corporate,FUR-TA-10004175,Furniture,Tables,272.848,1
US-2015-156495,C00000090,2021-06-22,2021-09-27,Second Class,Consumer,FUR-BO-10002213,Furniture,Bookcases,704.9,5
US-2015-157898,C00000447,2022-01-02,2021-09-27,Second Class,Consumer,OFF-SU-10001935,Office Supplies,Supplies,1.744,1
US-2015-159338,C00000644,2023-07-08,2021-09-27,Second Class,Consumer,FUR-FU-10004671,Furniture,Furnishings,28.272,2
US-2015-151302,C00000145,2022-10-26,2021-09-28,Standard Class,Consumer,OFF-BI-10003676,Office Supplies,Binders,4.312,2
US-2015-153146,C00000064,2021-12-22,2021-09-28,Second Class,Corporate,OFF-FA-10000585,Office Supplies,Fasteners,8.376,3
US-2015-153548,C00000168,2023-05-26,2021-09-28,Standard Class,Consumer,TEC-PH-10001128,Technology,Phones,539.964,6
US-2015-153907,C00000755,2021-06-14,2021-09-28,Standard Class,Corporate,OFF-AP-10000696,Office Supplies,Appliances,43.26,3
US-2015-160185,C00000248,2022-11-08,2021-09-28,First Class,Corporate,OFF-PA-10004609,Office Supplies,Paper,20.736,4
US-2015-160192,C00000018,2020-12-16,2021-09-28,Standard Class,Consumer,OFF-AR-10004062,Office Supplies,Art,20.96,2
US-2015-151159,C00000125,2021-02-28,2021-09-29,Same Day,Corporate,FUR-FU-10003806,Furniture,Furnishings,756.8,5
US-2015-154038,C00000290,2022-08-12,2021-09-30,Standard Class,Consumer,OFF-ST-10003327,Office Supplies,Storage,23.832,3
US-2015-155268,C00000382,2022-02-01,2021-09-30,Second Class,Consumer,OFF-ST-10004963,Office Supplies,Storage,15.14,1
US-2015-155559,C00000713,2023-09-25,2021-09-30,Standard Class,Corporate,TEC-PH-10002890,Technology,Phones,180.96,5
US-2015-156359,C00000288,2022-07-30,2021-09-30,First Class,Corporate,FUR-CH-10000863,Furniture,Chairs,317.058,3
US-2015-156513,C00000841,2022-02-21,2021-09-30,First Class,Consumer,OFF-BI-10000279,Office Supplies,Binders,2.89,1
US-2015-156539,C00000627,2021-05-07,2021-09-30,Standard Class,Consumer,OFF-ST-10002301,Office Supplies,Storage,48.816,3
US-2015-158011,C00000963,2020-03-10,2021-09-30,Standard Class,Consumer,FUR-CH-10003968,Furniture,Chairs,170.352,3
US-2015-158519,C00000768,2022-02-23,2021-09-30,Standard Class,Consumer,OFF-ST-10002214,Office Supplies,Storage,22.58,2
US-2015-150759,C00000932,2022-09-29,2021-10-01,Second Class,Consumer,OFF-BI-10002706,Office Supplies,Binders,11.424,1
US-2015-154459,C00000002,2021-01-26,2021-10-01,Standard Class,Home Office,FUR-FU-10000246,Furniture,Furnishings,73.32,6
US-2015-156390,C00000231,2020-01-30,2021-10-01,First Class,Consumer,OFF-LA-10001613,Office Supplies,Labels,11.52,5
US-2015-156801,C00000679,2022-12-20,2021-10-01,Second Class,Home Office,OFF-ST-10000943,Office Supplies,Storage,270.34,14
US-2015-157604,C00000271,2022-01-30,2021-10-01,First Class,Corporate,FUR-CH-10004477,Furniture,Chairs,97.424,2
US-2015-158186,C00000442,2023-05-20,2021-10-01,Standard Class,Consumer,OFF-BI-10003910,Office Supplies,Binders,18.504,3
US-2015-151017,C00000006,2020-12-18,2021-10-02,Standard Class,Corporate,OFF-PA-10000327,Office Supplies,Paper,3.424,1
US-2015-153533,C00000512,2023-03-30,2021-10-02,First Class,Corporate,TEC-PH-10003505,Technology,Phones,464,5
US-2015-155132,C00000346,2020-04-30,2021-10-02,Standard Class,Consumer,OFF-PA-10000994,Office Supplies,Paper,104.85,1
US-2015-157222,C00000815,2023-05-16,2021-10-02,First Class,Corporate,TEC-PH-10001809,Technology,Phones,359.88,3
US-2015-158517,C00000935,2022-07-11,2021-10-02,Second Class,Home Office,OFF-PA-10001815,Office Supplies,Paper,288.24,6
US-2015-151087,C00000932,2020-03-30,2021-10-03,Standard Class,Consumer,OFF-AP-10000252,Office Supplies,Appliances,28.08,3
US-2015-151637,C00000798,2022-05-08,2021-10-03,Standard Class,Home Office,OFF-AP-10002457,Office Supplies,Appliances,209.3,2
US-2015-151658,C00000094,2022-10-24,2021-10-03,Standard Class,Consumer,TEC-PH-10001944,Technology,Phones,116.76,1
US-2015-151889,C00000452,2022-03-02,2021-10-03,Standard Class,Consumer,FUR-TA-10000849,Furniture,Tables,350.352,4
US-2015-160183,C00000201,2020-05-08,2021-10-03,Standard Class,Consumer,OFF-BI-10001658,Office Supplies,Binders,59.808,3
US-2015-151597,C00000329,2022-10-17,2021-10-04,Standard Class,Consumer,OFF-LA-10003720,Office Supplies,Labels,11.07,3
US-2015-152471,C00001013,2022-10-11,2021-10-04,Standard Class,Corporate,FUR-TA-10002855,Furniture,Tables,351.216,3
US-2015-153042,C00000638,2022-02-18,2021-10-04,Standard Class,Consumer,FUR-CH-10000454,Furniture,Chairs,853.93,5
US-2015-154241,C00000395,2022-02-21,2021-10-04,First Class,Home Office,OFF-PA-10003441,Office Supplies,Paper,32.4,5
US-2015-155608,C00000470,2022-03-08,2021-10-04,Standard Class,Home Office,OFF-BI-10004593,Office Supplies,Binders,125.76,3
US-2015-155673,C00000828,2023-05-12,2021-10-04,Second Class,Consumer,FUR-FU-10003878,Furniture,Furnishings,30.56,5
US-2015-158013,C00000013,2022-12-05,2021-10-04,Second Class,Consumer,OFF-ST-10002301,Office Supplies,Storage,61.02,3
US-2015-158579,C00000669,2020-07-14,2021-10-04,Standard Class,Home Office,TEC-PH-10001198,Technology,Phones,177.48,3
US-2015-158729,C00000060,2021-07-16,2021-10-04,Standard Class,Corporate,OFF-BI-10003981,Office Supplies,Binders,2.724,2
