complaint_id,date_received,resolved_date,order_id,issue_category,channel,company_response,timely_response,consumer_disputed
CR2283829,2020-09-24,2022-04-29,US-2015-158474,Poor Product or Service,Phone Support,Closed with monetary relief,TRUE,FALSE
CR1780662,2020-04-19,2023-03-29,US-2015-151738,Unavailable or Out of Stock Product,Email,Closed with explanation,TRUE,FALSE
CR1418533,2020-12-21,2021-08-15,US-2015-155369,Long wait on hold,Mobile App,Closed with explanation,TRUE,FALSE
CR1321268,2020-02-22,2022-11-23,US-2015-153668,New Product or Feature Request,Phone Support,Closed with explanation,TRUE,TRUE
CR0182259,2021-02-01,2023-05-20,US-2015-155016,Making Customers Repeat Their Problem,Mobile App,Closed with explanation,TRUE,FALSE
CR1590438,2023-06-15,2022-06-20,US-2015-160543,Unavailable or Out of Stock Product,Email,Closed with explanation,TRUE,FALSE
CR1957744,2023-07-02,2023-01-23,US-2015-158792,Unavailable or Out of Stock Product,Branch,Closed with non-monetary relief,TRUE,FALSE
CR1587313,2023-06-27,2021-10-11,US-2015-156300,No First Call Resolution,Phone Support,Closed with explanation,TRUE,FALSE
CR2058582,2021-09-23,2020-03-02,US-2015-157250,New Product or Feature Request,Phone Support,Closed with explanation,TRUE,FALSE
CR0500647,2021-03-25,2022-09-29,US-2015-158532,Lack of Follow Up,Phone Support,Closed with explanation,TRUE,FALSE
CR1020704,2021-11-04,2021-02-10,US-2015-160500,Poor Product or Service,Mobile App,Closed with explanation,TRUE,TRUE
CR1882476,2020-08-08,2022-12-01,US-2015-156041,No First Call Resolution,Phone Support,Closed with monetary relief,TRUE,FALSE
CR2241469,2020-06-26,2021-05-21,US-2015-158936,Uninterested Service Rep,Phone Support,Closed with explanation,TRUE,FALSE
CR2241293,2023-04-01,2020-01-02,US-2015-156516,Long wait on hold,Branch,Closed with explanation,TRUE,TRUE
CR1824920,2020-05-28,2020-03-23,US-2015-158006,No First Call Resolution,Email,Closed with non-monetary relief,TRUE,FALSE
CR1823750,2022-02-19,2020-06-07,US-2015-152898,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,TRUE,FALSE
CR0644906,2023-06-05,2020-04-10,US-2015-157488,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,TRUE,TRUE
CR1484141,2020-11-24,2022-10-01,US-2015-158710,No First Call Resolution,Email,Closed with explanation,TRUE,FALSE
CR0255281,2023-04-27,2023-08-04,US-2015-155979,Lack of Follow Up,Mobile App,Closed with monetary relief,TRUE,FALSE
CR2165760,2020-11-26,2022-06-28,US-2015-159910,No First Call Resolution,Branch,Closed with explanation,TRUE,FALSE
CR1764286,2023-09-30,2022-02-22,US-2015-159566,No First Call Resolution,Phone Support,Closed with explanation,TRUE,FALSE
CR0094377,2022-06-09,2020-10-22,US-2015-160492,Long wait on hold,Mobile App,Closed with non-monetary relief,TRUE,TRUE
CR1633043,2020-07-19,2022-03-23,US-2015-153766,Making Customers Repeat Their Problem,Branch,Closed with explanation,TRUE,FALSE
CR0922473,2024-01-10,2021-04-22,US-2015-156030,Long wait on hold,Email,Closed with explanation,TRUE,TRUE
CR2368744,2023-01-20,2023-09-24,US-2015-153409,Unavailable or Out of Stock Product,Phone Support,Closed with monetary relief,TRUE,
CR1385114,2021-09-02,2023-02-15,US-2015-152171,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,TRUE,FALSE
CR2106806,2022-01-31,2022-08-11,US-2015-153348,Unavailable or Out of Stock Product,Email,Closed with explanation,TRUE,FALSE
CR1554953,2023-06-05,2022-02-24,US-2015-152174,Uninterested Service Rep,Email,Closed with explanation,TRUE,FALSE
CR1474895,2020-09-02,2023-07-09,US-2015-152219,Lack of Follow Up,Phone Support,Closed with explanation,TRUE,FALSE
CR2024387,2021-07-24,2023-10-31,US-2015-152658,New Product or Feature Request,Mobile App,Closed with explanation,TRUE,FALSE
CR1917514,2021-09-13,2022-07-18,US-2015-160227,Uninterested Service Rep,Phone Support,Closed with non-monetary relief,TRUE,FALSE
CR2239685,2020-03-06,1900-01-00,US-2015-153180,Long wait on hold,Mobile App,In-Progress,FALSE,FALSE
CR1751316,2022-07-10,2022-07-01,US-2015-159289,No First Call Resolution,Mobile App,Closed with explanation,TRUE,FALSE
CR1839619,2023-01-16,2022-06-10,US-2015-156898,Lack of Follow Up,Email,Closed with explanation,TRUE,FALSE
CR0426655,2020-04-26,2022-11-24,US-2015-156537,Unavailable or Out of Stock Product,Branch,Closed with explanation,TRUE,FALSE
CR1182076,2020-05-25,2022-09-29,US-2015-159948,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,TRUE,FALSE
CR2019528,2023-05-16,2020-10-02,US-2015-152845,Poor Product or Service,Email,Closed with monetary relief,TRUE,FALSE
CR2053856,2021-04-08,2022-08-07,US-2015-151454,Uninterested Service Rep,Phone Support,Closed with monetary relief,TRUE,TRUE
CR0338363,2021-07-16,2021-01-09,US-2015-152564,Making Customers Repeat Their Problem,Email,Closed with explanation,TRUE,FALSE
CR0789608,2023-07-29,2022-01-23,US-2015-155667,Poor Product or Service,Email,Closed with explanation,TRUE,FALSE
CR2398513,2021-12-22,2020-11-24,US-2015-152978,Making Customers Repeat Their Problem,Branch,Closed with explanation,TRUE,
CR2254957,2023-05-07,2020-11-06,US-2015-150684,New Product or Feature Request,Mobile App,Closed with explanation,TRUE,TRUE
CR1875796,2021-04-02,2023-01-30,US-2015-150654,No First Call Resolution,Branch,Closed with explanation,TRUE,FALSE
CR1509215,2021-01-03,2020-05-04,US-2015-152386,Uninterested Service Rep,Phone Support,Closed with explanation,TRUE,FALSE
CR1037284,2021-11-11,2020-06-09,US-2015-153236,Long wait on hold,Mobile App,Closed with explanation,TRUE,TRUE
CR0499118,2021-10-10,2020-04-13,US-2015-157352,Making Customers Repeat Their Problem,Mobile App,Closed with explanation,TRUE,FALSE
CR1881766,2023-11-29,2023-05-10,US-2015-153859,Making Customers Repeat Their Problem,Phone Support,Closed with monetary relief,TRUE,FALSE
CR1422293,2023-04-14,2021-12-03,US-2015-156393,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,TRUE,FALSE
CR2209088,2023-01-09,2021-12-27,US-2015-151590,Unavailable or Out of Stock Product,Email,Closed with explanation,TRUE,FALSE
CR1351891,2022-11-15,2021-10-03,US-2015-151470,Long wait on hold,Phone Support,Closed with explanation,TRUE,TRUE
CR0185270,2020-08-12,2021-05-26,US-2015-153285,New Product or Feature Request,Branch,Closed with explanation,TRUE,FALSE
CR2291907,2020-06-22,2023-09-11,US-2015-152158,Making Customers Repeat Their Problem,Branch,Closed with explanation,TRUE,FALSE
CR1325033,2020-11-15,2022-10-09,US-2015-151982,Poor Product or Service,Email,Closed with monetary relief,TRUE,TRUE
CR2124296,2023-09-17,2020-08-19,US-2015-153546,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,TRUE,FALSE
CR2059861,2023-06-01,2022-11-16,US-2015-155036,Unavailable or Out of Stock Product,Branch,Closed with explanation,TRUE,FALSE
CR1693351,2020-02-13,2022-09-19,US-2015-158885,No First Call Resolution,Email,Closed with explanation,TRUE,TRUE
CR1590106,2023-08-22,2023-07-31,US-2015-154952,Poor Product or Service,Mobile App,Closed with explanation,TRUE,TRUE
CR1592064,2023-12-22,2021-06-23,US-2015-157752,Poor Product or Service,Mobile App,Closed with monetary relief,TRUE,TRUE
CR1959194,2022-09-12,2021-08-02,US-2015-158296,New Product or Feature Request,Email,Closed with monetary relief,TRUE,FALSE
CR1786858,2022-01-09,2023-06-19,US-2015-153768,Long wait on hold,Email,Closed with explanation,TRUE,TRUE
CR2053433,2023-09-11,2021-10-24,US-2015-158339,Lack of Follow Up,Branch,Closed with monetary relief,TRUE,FALSE
CR1670934,2023-02-19,2020-10-12,US-2015-155105,Long wait on hold,Email,Closed with monetary relief,TRUE,FALSE
CR1874363,2022-07-28,2020-04-20,US-2015-154325,Making Customers Repeat Their Problem,Email,Closed with explanation,TRUE,FALSE
CR0454551,2022-10-29,2020-07-02,US-2015-158268,New Product or Feature Request,Phone Support,Closed with monetary relief,TRUE,FALSE
CR1826636,2021-01-04,2020-06-12,US-2015-160144,Lack of Follow Up,Phone Support,Closed with explanation,TRUE,TRUE
CR1496383,2021-05-31,2023-11-04,US-2015-155365,Poor Product or Service,Mobile App,Closed with non-monetary relief,TRUE,FALSE
CR0725940,2022-03-22,2023-06-01,US-2015-155542,Long wait on hold,Branch,Closed with explanation,TRUE,TRUE
CR2272079,2022-10-26,2020-05-26,US-2015-156044,No First Call Resolution,Phone Support,Closed with explanation,TRUE,FALSE
CR1942110,2020-11-23,2023-07-16,US-2015-156755,Poor Product or Service,Mobile App,Closed with explanation,TRUE,FALSE
CR0314152,2021-05-18,2022-02-12,US-2015-159772,Long wait on hold,Branch,Closed with explanation,TRUE,FALSE
CR2187824,2022-09-22,2023-01-14,US-2015-152792,No First Call Resolution,Phone Support,Closed with explanation,TRUE,FALSE
CR2140531,2021-08-16,2022-11-04,US-2015-153388,New Product or Feature Request,Email,Closed with monetary relief,TRUE,FALSE
CR1323862,2023-05-12,2021-03-26,US-2015-159770,Poor Product or Service,Mobile App,Closed with explanation,TRUE,FALSE
CR1414194,2020-03-18,2023-06-18,US-2015-153642,Making Customers Repeat Their Problem,Email,Closed with explanation,TRUE,FALSE
CR1544742,2022-11-15,2021-03-05,US-2015-155661,New Product or Feature Request,Branch,Closed with explanation,TRUE,FALSE
CR0144417,2020-08-06,2022-07-30,US-2015-153197,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,TRUE,TRUE
CR0997116,2022-01-18,2023-01-22,US-2015-155358,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,TRUE,TRUE
CR2119080,2021-05-27,2020-01-19,US-2015-157925,Lack of Follow Up,Phone Support,Closed with explanation,TRUE,FALSE
CR1768779,2023-01-09,2020-12-03,US-2015-160229,Poor Product or Service,Email,Closed with explanation,TRUE,FALSE
CR1578014,2022-04-11,2021-12-24,US-2015-156589,Lack of Follow Up,Phone Support,Closed with non-monetary relief,TRUE,FALSE
CR2394492,2020-04-25,2023-02-20,US-2015-151881,New Product or Feature Request,Email,Closed with non-monetary relief,TRUE,
CR1737466,2020-06-07,2023-10-10,US-2015-155511,Making Customers Repeat Their Problem,Branch,Closed with explanation,TRUE,FALSE
CR1828100,2023-08-04,2021-04-12,US-2015-155484,Uninterested Service Rep,Phone Support,Closed with explanation,TRUE,FALSE
CR1739146,2023-09-08,2020-05-26,US-2015-156914,Uninterested Service Rep,Mobile App,Closed with monetary relief,TRUE,FALSE
CR2106749,2023-01-19,2021-05-27,US-2015-150842,No First Call Resolution,Mobile App,Closed with non-monetary relief,TRUE,FALSE
CR1434539,2022-05-28,2022-11-21,US-2015-155683,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,TRUE,FALSE
CR2212245,2022-07-14,2021-10-05,US-2015-154097,Lack of Follow Up,Branch,Closed with monetary relief,TRUE,FALSE
CR2403665,2022-03-24,2023-05-10,US-2015-160475,Poor Product or Service,Mobile App,Closed with explanation,TRUE,
CR2295998,2020-03-11,2021-09-30,US-2015-157730,Unavailable or Out of Stock Product,Email,Closed with explanation,TRUE,FALSE
CR1328481,2022-05-17,2023-05-18,US-2015-155062,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,TRUE,FALSE
CR1712593,2022-04-27,2020-10-05,US-2015-155613,Making Customers Repeat Their Problem,Mobile App,Closed with explanation,TRUE,FALSE
CR0194736,2021-04-16,2022-03-27,US-2015-151862,No First Call Resolution,Mobile App,Closed with explanation,TRUE,TRUE
CR1359157,2021-12-13,2023-02-05,US-2015-152807,New Product or Feature Request,Email,Closed with explanation,TRUE,FALSE
CR2123996,2023-06-16,2022-10-15,US-2015-157726,Making Customers Repeat Their Problem,Email,Closed with explanation,TRUE,FALSE
CR0795200,2020-12-29,2020-02-06,US-2015-150927,New Product or Feature Request,Email,Closed with explanation,TRUE,TRUE
CR1043298,2021-06-02,2021-06-03,US-2015-157490,Lack of Follow Up,Email,Closed with explanation,TRUE,FALSE
CR1875589,2020-02-15,2023-07-08,US-2015-156528,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,TRUE,FALSE
CR2319065,2021-05-21,2022-05-25,US-2015-160252,New Product or Feature Request,Branch,Closed with explanation,TRUE,
CR1967343,2020-07-20,2023-09-05,US-2015-155449,Making Customers Repeat Their Problem,Email,Closed with explanation,TRUE,TRUE
CR1516691,2022-04-29,2023-04-01,US-2015-156092,New Product or Feature Request,Mobile App,Closed with explanation,TRUE,TRUE
CR1790071,2023-12-19,2023-07-06,US-2015-151912,Long wait on hold,Phone Support,Closed with explanation,TRUE,FALSE
CR1621364,2023-06-10,2021-10-14,US-2015-157235,Lack of Follow Up,Phone Support,Closed with explanation,TRUE,TRUE
CR0347128,2020-07-01,2020-11-22,US-2015-152162,Poor Product or Service,Phone Support,Closed with explanation,TRUE,TRUE
CR2067841,2021-12-09,2020-11-20,US-2015-154248,Long wait on hold,Email,Closed with explanation,TRUE,TRUE
CR1885950,2021-12-19,2021-03-27,US-2015-157415,Uninterested Service Rep,Email,Closed with monetary relief,TRUE,TRUE
CR1597893,2022-03-23,2022-10-26,US-2015-156382,Lack of Follow Up,Phone Support,Closed with explanation,TRUE,TRUE
CR0503464,2020-02-17,2023-08-11,US-2015-158223,Unavailable or Out of Stock Product,Mobile App,Closed with monetary relief,TRUE,FALSE
CR1878237,2020-07-22,2021-02-12,US-2015-154635,Poor Product or Service,Email,Closed with monetary relief,TRUE,FALSE
CR1524415,2020-12-12,2021-12-26,US-2015-156943,Lack of Follow Up,Mobile App,Closed with explanation,TRUE,FALSE
CR1381322,2020-05-11,2023-10-16,US-2015-154372,Long wait on hold,Email,Closed with explanation,TRUE,FALSE
CR1440934,2024-01-09,2023-07-24,US-2015-152980,Long wait on hold,Phone Support,Closed with explanation,TRUE,TRUE
CR2406312,2023-10-26,2023-01-02,US-2015-152711,Unavailable or Out of Stock Product,Email,Closed with explanation,TRUE,
CR1894861,2023-12-19,2023-09-26,US-2015-155274,New Product or Feature Request,Branch,Closed with explanation,TRUE,FALSE
CR1384883,2022-06-26,2020-08-16,US-2015-150767,Lack of Follow Up,Phone Support,Closed with explanation,TRUE,FALSE
CR1440090,2020-03-05,2022-03-28,US-2015-158035,Long wait on hold,Branch,Closed with explanation,TRUE,TRUE
CR2347888,2022-09-28,2020-05-15,US-2015-151746,Unavailable or Out of Stock Product,Phone Support,Closed with explanation,TRUE,
CR2068994,2022-01-27,2023-05-27,US-2015-153306,Unavailable or Out of Stock Product,Branch,Closed with explanation,TRUE,FALSE
CR2323490,2021-03-11,2020-03-24,US-2015-159199,Poor Product or Service,Email,Closed with explanation,TRUE,
CR0800215,2022-11-03,2020-03-27,US-2015-158986,Uninterested Service Rep,Branch,Closed with explanation,TRUE,FALSE
CR2311024,2022-12-04,2021-08-24,US-2015-160351,Long wait on hold,Branch,Closed with explanation,TRUE,FALSE
CR0508374,2023-05-22,2022-04-06,US-2015-154944,Long wait on hold,Phone Support,Closed with explanation,TRUE,FALSE
CR1608859,2021-06-22,2021-05-03,US-2015-158374,Lack of Follow Up,Mobile App,Closed with explanation,TRUE,FALSE
CR0362356,2023-08-02,2023-05-20,US-2015-160460,No First Call Resolution,Phone Support,Closed with explanation,TRUE,TRUE
CR1645852,2020-05-16,2020-01-19,US-2015-160027,Uninterested Service Rep,Phone Support,Closed with explanation,TRUE,FALSE
CR2298405,2021-11-20,2022-05-13,US-2015-151782,No First Call Resolution,Phone Support,Closed with non-monetary relief,TRUE,FALSE
CR1974115,2021-06-02,2020-08-01,US-2015-151343,No First Call Resolution,Email,Closed with explanation,TRUE,TRUE
CR0201107,2021-09-01,2022-03-19,US-2015-154928,No First Call Resolution,Mobile App,Closed with non-monetary relief,TRUE,FALSE
CR1877516,2022-04-01,2022-08-02,US-2015-157346,Poor Product or Service,Branch,Closed with non-monetary relief,TRUE,FALSE
CR1718256,2020-09-04,2021-11-26,US-2015-151515,Making Customers Repeat Their Problem,Branch,Closed with monetary relief,TRUE,FALSE
CR1335855,2020-08-21,2020-11-19,US-2015-158827,New Product or Feature Request,Phone Support,Closed with explanation,TRUE,FALSE
CR1792706,2022-02-07,2022-02-01,US-2015-159537,New Product or Feature Request,Phone Support,Closed with non-monetary relief,TRUE,TRUE
CR0512719,2022-03-17,2022-08-18,US-2015-160452,Lack of Follow Up,Branch,Closed with explanation,TRUE,FALSE
CR2353277,2022-12-03,2020-06-28,US-2015-152035,Long wait on hold,Phone Support,Closed with monetary relief,TRUE,
CR2214180,2020-10-28,2023-10-02,US-2015-155205,Lack of Follow Up,Phone Support,Closed with explanation,TRUE,FALSE
CR0361734,2020-04-09,2021-01-11,US-2015-154332,Lack of Follow Up,Email,Closed with explanation,TRUE,TRUE
CR1609334,2022-11-14,2021-03-16,US-2015-152643,No First Call Resolution,Phone Support,Closed with explanation,TRUE,FALSE
CR1052075,2022-10-03,2021-04-01,US-2015-150735,No First Call Resolution,Phone Support,Closed with explanation,TRUE,FALSE
CR0804364,2022-11-08,2020-10-09,US-2015-150900,Unavailable or Out of Stock Product,Email,Closed with explanation,TRUE,TRUE
CR2407613,2022-08-17,2022-03-05,US-2015-154120,Unavailable or Out of Stock Product,Phone Support,Closed with relief,TRUE,
CR2218454,2023-08-02,2022-06-16,US-2015-159500,Uninterested Service Rep,Email,Closed with explanation,TRUE,FALSE
CR2124247,2021-09-02,2023-06-13,US-2015-155137,Lack of Follow Up,Email,Closed with explanation,TRUE,FALSE
CR1905472,2023-03-30,2022-05-14,US-2015-151839,Unavailable or Out of Stock Product,Email,Closed with explanation,TRUE,FALSE
CR2080151,2021-10-29,2021-09-18,US-2015-159694,No First Call Resolution,Branch,Closed with explanation,TRUE,FALSE
CR2123785,2020-05-20,2020-04-02,US-2015-154532,Unavailable or Out of Stock Product,Phone Support,Closed with explanation,TRUE,TRUE
CR0197192,2021-07-07,2022-12-03,US-2015-150929,Uninterested Service Rep,Mobile App,Closed with explanation,TRUE,FALSE
CR1631076,2022-03-25,2020-10-02,US-2015-151063,Uninterested Service Rep,Branch,Closed with explanation,TRUE,FALSE
CR1968121,2023-05-28,2023-02-06,US-2015-153671,No First Call Resolution,Phone Support,Closed with explanation,TRUE,FALSE
CR1331611,2021-02-08,2022-07-23,US-2015-160473,Uninterested Service Rep,Branch,Closed with explanation,TRUE,FALSE
CR1048746,2022-10-11,2020-02-19,US-2015-158198,New Product or Feature Request,Phone Support,Closed with explanation,TRUE,TRUE
CR1795747,2021-03-09,2023-11-09,US-2015-153164,Lack of Follow Up,Mobile App,Closed with explanation,TRUE,FALSE
CR1522846,2023-06-11,2021-03-18,US-2015-154880,Poor Product or Service,Phone Support,Closed with explanation,TRUE,TRUE
CR1712230,2020-05-18,2022-08-05,US-2015-156608,Uninterested Service Rep,Email,Closed with non-monetary relief,TRUE,FALSE
CR1052629,2022-10-31,2022-12-17,US-2015-159292,Unavailable or Out of Stock Product,Phone Support,Closed with monetary relief,TRUE,FALSE
CR2311310,2020-03-28,2020-02-10,US-2015-159722,Uninterested Service Rep,Phone Support,Closed with explanation,TRUE,
CR1528299,2021-03-25,1900-01-00,US-2015-150714,Lack of Follow Up,Mobile App,In-Progress,FALSE,FALSE
CR1419608,2023-12-20,2021-04-03,US-2015-159084,Making Customers Repeat Their Problem,Branch,Closed with non-monetary relief,TRUE,FALSE
CR2130710,2020-12-31,2020-06-13,US-2015-160144,Uninterested Service Rep,Phone Support,Closed with monetary relief,TRUE,FALSE
CR1892105,2020-04-28,2020-10-12,US-2015-159363,Making Customers Repeat Their Problem,Email,Closed with monetary relief,TRUE,FALSE
CR2079025,2022-07-15,2021-01-30,US-2015-153304,Poor Product or Service,Branch,Closed with explanation,TRUE,FALSE
CR1913916,2022-01-23,2023-03-30,US-2015-158199,Uninterested Service Rep,Phone Support,Closed with monetary relief,TRUE,FALSE
CR0838199,2023-09-10,2021-11-13,US-2015-154627,Lack of Follow Up,Branch,Closed with monetary relief,TRUE,FALSE
CR1660760,2022-05-03,2020-09-02,US-2015-160456,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,TRUE,FALSE
CR0369207,2020-02-09,2023-07-09,US-2015-156528,No First Call Resolution,Email,Closed with explanation,TRUE,FALSE
CR1799864,2023-06-05,2020-07-01,US-2015-155192,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,TRUE,FALSE
CR1343326,2023-08-25,2022-02-11,US-2015-156578,Uninterested Service Rep,Email,Closed with explanation,TRUE,TRUE
CR0209127,2022-08-17,2021-06-13,US-2015-159167,No First Call Resolution,Mobile App,Closed with explanation,TRUE,FALSE
CR2222223,2022-03-14,2020-09-13,US-2015-155457,Making Customers Repeat Their Problem,Phone Support,Closed with monetary relief,TRUE,FALSE
CR1721069,2022-03-14,2023-04-14,US-2015-154941,No First Call Resolution,Branch,Closed with explanation,TRUE,FALSE
CR2398334,2023-10-27,2021-01-24,US-2015-155938,Uninterested Service Rep,Phone Support,Closed with non-monetary relief,TRUE,
CR1986094,2022-03-06,2022-07-01,US-2015-156594,Uninterested Service Rep,Branch,Closed with explanation,TRUE,FALSE
CR2421250,2023-12-06,2022-03-22,US-2015-157435,Lack of Follow Up,Email,Closed with explanation,TRUE,
CR1612696,2022-03-09,2023-06-14,US-2015-157453,Uninterested Service Rep,Branch,Closed with monetary relief,TRUE,FALSE
CR0524922,2020-03-05,2021-02-03,US-2015-150949,No First Call Resolution,Mobile App,Closed with explanation,TRUE,FALSE
CR1458455,2022-06-29,2021-08-08,US-2015-150761,Uninterested Service Rep,Branch,Closed with explanation,TRUE,FALSE
CR2322711,2020-11-23,2022-10-28,US-2015-151901,Lack of Follow Up,Branch,Closed with explanation,TRUE,
CR2368953,2020-01-26,2021-09-26,US-2015-154680,New Product or Feature Request,Phone Support,Closed with explanation,TRUE,
CR2327253,2023-05-27,2023-09-02,US-2015-159913,Making Customers Repeat Their Problem,Branch,Closed with explanation,TRUE,
CR2326406,2020-03-10,2022-12-11,US-2015-156321,Lack of Follow Up,Email,Closed with monetary relief,TRUE,
CR2371479,2023-04-18,2020-12-17,US-2015-155438,Unavailable or Out of Stock Product,Email,Closed with monetary relief,TRUE,
CR2331971,2022-06-20,2020-10-15,US-2015-152025,Uninterested Service Rep,Email,Closed with monetary relief,TRUE,
CR2331412,2021-08-12,2022-03-08,US-2015-160347,Lack of Follow Up,Email,Closed with explanation,TRUE,
CR1924106,2022-07-05,2023-05-01,US-2015-151836,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,TRUE,FALSE
CR1986130,2023-08-09,2021-07-12,US-2015-153077,Uninterested Service Rep,Mobile App,Closed with explanation,TRUE,FALSE
CR1350500,2023-04-11,2021-08-25,US-2015-155257,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,TRUE,TRUE
CR1612774,2024-01-13,2020-07-08,US-2015-156865,Making Customers Repeat Their Problem,Email,Closed with explanation,TRUE,FALSE
CR2222679,2021-04-25,2021-06-17,US-2015-152355,Poor Product or Service,Email,Closed with monetary relief,TRUE,FALSE
CR2083973,2023-05-21,2020-08-14,US-2015-158348,No First Call Resolution,Branch,Closed with explanation,TRUE,FALSE
CR1802785,2021-04-23,2022-12-08,US-2015-154643,Lack of Follow Up,Email,Closed with explanation,TRUE,TRUE
CR2375209,2020-11-29,2020-02-07,US-2015-151961,Long wait on hold,Mobile App,Closed with explanation,TRUE,
CR2313440,2022-06-04,2022-04-02,US-2015-158586,Making Customers Repeat Their Problem,Email,Closed with explanation,TRUE,
CR1434177,2023-07-13,2023-10-24,US-2015-150682,No First Call Resolution,Email,Closed with explanation,TRUE,FALSE
CR1529786,2022-12-18,2021-06-04,US-2015-155607,Poor Product or Service,Mobile App,Closed with explanation,TRUE,FALSE
CR0212889,2020-05-23,2021-06-30,US-2015-152797,New Product or Feature Request,Branch,Closed with explanation,TRUE,FALSE
CR1468137,2020-12-23,2020-06-29,US-2015-156324,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,TRUE,FALSE
CR1722292,2020-09-10,2020-07-10,US-2015-151664,Uninterested Service Rep,Email,Closed with explanation,TRUE,FALSE
CR1676436,2022-09-03,2022-12-02,US-2015-154445,Lack of Follow Up,Mobile App,Closed with explanation,TRUE,TRUE
CR0547152,2020-12-24,2021-04-29,US-2015-157420,Poor Product or Service,Mobile App,Closed with monetary relief,TRUE,TRUE
CR1898039,2022-09-18,2023-06-12,US-2015-154290,Long wait on hold,Email,Closed with explanation,TRUE,FALSE
CR0014704,2020-10-17,2021-12-21,US-2015-159582,New Product or Feature Request,Branch,Closed with relief,TRUE,FALSE
CR1059300,2024-01-08,2022-11-27,US-2015-156380,Unavailable or Out of Stock Product,Email,Closed with explanation,TRUE,TRUE
CR0842671,2020-07-08,2021-03-15,US-2015-160354,New Product or Feature Request,Email,Closed with explanation,TRUE,FALSE
CR0371074,2022-05-30,2021-12-19,US-2015-153282,Uninterested Service Rep,Phone Support,Closed with explanation,TRUE,FALSE
CR2131993,2022-09-22,2021-07-27,US-2015-151491,Making Customers Repeat Their Problem,Email,Closed with explanation,TRUE,FALSE
CR2405000,2021-03-15,2022-01-30,US-2015-153780,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,TRUE,
CR2333445,2021-06-26,2022-06-04,US-2015-154955,Lack of Follow Up,Mobile App,Closed with explanation,TRUE,
CR2335191,2020-06-25,2020-02-06,US-2015-159838,Unavailable or Out of Stock Product,Phone Support,Closed with explanation,TRUE,
CR2281296,2022-01-04,2023-09-23,US-2015-159286,Making Customers Repeat Their Problem,Branch,Closed with explanation,TRUE,TRUE
CR2336216,2023-09-21,2021-08-06,US-2015-150715,Long wait on hold,Mobile App,Closed with explanation,TRUE,
CR1357213,2020-11-03,2021-09-09,US-2015-154705,New Product or Feature Request,Email,Closed with explanation,TRUE,FALSE
CR2401648,2023-05-26,2020-04-29,US-2015-159333,No First Call Resolution,Branch,Closed with explanation,TRUE,
CR1968804,2023-02-18,2023-06-12,US-2015-160025,Lack of Follow Up,Mobile App,Closed with explanation,TRUE,FALSE
CR1788844,2022-11-30,2023-06-18,US-2015-160612,No First Call Resolution,Branch,Closed with explanation,TRUE,FALSE
CR0189436,2023-07-15,2022-02-22,US-2015-157659,Making Customers Repeat Their Problem,Email,Closed with explanation,TRUE,TRUE
CR1324289,2021-01-23,2021-05-28,US-2015-159403,Long wait on hold,Email,Closed with explanation,TRUE,FALSE
CR1875991,2022-11-08,2020-12-06,US-2015-156967,Lack of Follow Up,Email,Closed with explanation,TRUE,FALSE
CR2293843,2023-10-29,2020-07-24,US-2015-156995,Lack of Follow Up,Mobile App,Closed with explanation,TRUE,TRUE
CR1706813,2022-03-08,2022-10-22,US-2015-153692,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,TRUE,TRUE
CR2065657,2022-10-21,2020-12-03,US-2015-157014,Poor Product or Service,Branch,Closed with monetary relief,TRUE,FALSE
CR0793529,2022-08-13,2021-06-13,US-2015-159167,Making Customers Repeat Their Problem,Email,Closed with explanation,TRUE,FALSE
CR2123924,2021-02-14,2020-10-14,US-2015-154080,New Product or Feature Request,Email,Closed with monetary relief,TRUE,FALSE
CR1621318,2020-05-21,2021-09-09,US-2015-152952,Lack of Follow Up,Phone Support,Closed,TRUE,TRUE
CR1042825,2021-03-23,2023-02-03,US-2015-157698,No First Call Resolution,Mobile App,Closed with explanation,TRUE,FALSE
CR1590286,2020-04-29,2023-09-01,US-2015-155058,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,TRUE,TRUE
CR0338719,2020-04-30,2023-05-09,US-2015-155162,Uninterested Service Rep,Mobile App,Closed with explanation,TRUE,FALSE
CR2318000,2020-11-06,2020-05-05,US-2015-156202,Uninterested Service Rep,Mobile App,Closed with explanation,TRUE,
