JobID,Failure_90d,Field,FormationType,CompletionType,ESP_Model,OilRate_bpd,WaterCut_frac,GasOilRatio_scf_bbl,IntakePressure_psia,DischargePressure_psia,THP_psia,WellheadTemp_C,MotorTemp_C,Vibration_RMS,Power_kW,DriveFrequency_Hz,RunTimeSincePull_days,SandRate_mgL,ScaleInhibitor_ppm,CorrosionInhibitor_ppm,ChokeSize_in,TubingID_in,Fail_Prob_Internal,kW_per_bbl,DP_Margin_psia
ESPJOB-0000515,0,Upper Zakum,Sandstone,Multi-Stage,ESP-400,1893.6,0.317,644.4,872.8,3668.7,588.0,48.6,113.8,5.562,235.0,54.86,222.9,30.24,21.9,30.3,1.0,2.375,0.2992,0.1241,2795.9
ESPJOB-0000622,0,Upper Zakum,Sandstone,Multi-Stage,ESP-400,923.7,0.0973,535.3,1022.9,3453.2,808.4,71.3,82.1,2.63,124.5,46.68,329.7,23.52,11.7,42.5,1.0,2.375,0.0576,0.1348,2430.4
ESPJOB-0000982,0,Lower Zakum,Carbonate,Single-Stage,ESP-675,2180.4,0.5421,815.2,748.7,3324.3,758.4,73.1,120.8,4.703,306.0,56.32,177.5,46.28,34.1,34.9,0.5,2.875,0.3152,0.1404,2575.6
ESPJOB-0000820,0,Bu Hasa,Carbonate,Multi-Stage,ESP-538,1895.9,0.1855,252.7,500.1,3254.3,499.6,70.0,96.8,3.937,239.0,53.13,257.9,21.78,52.1,17.6,1.25,2.875,0.1312,0.1261,2754.2
ESPJOB-0000543,1,SARB,Carbonate,Single-Stage,ESP-562,2484.2,0.7254,281.9,879.1,4032.1,1005.6,66.1,125.2,5.017,375.6,70.0,304.4,23.29,5.7,30.7,0.75,2.875,0.3325,0.1512,3153.1
ESPJOB-0000138,0,Fateh,Carbonate,Single-Stage,ESP-562,4782.0,0.6965,839.7,920.6,3008.0,605.1,60.0,176.9,6.247,588.6,56.31,111.6,27.58,38.2,20.6,0.75,2.875,0.285,0.1231,2087.3
ESPJOB-0000253,1,Upper Zakum,Carbonate,Single-Stage,ESP-562,2805.6,0.6095,427.7,682.2,3481.7,436.3,87.4,125.1,5.158,388.9,64.71,490.5,5.9,14.9,7.9,1.0,2.375,0.4992,0.1386,2799.5
ESPJOB-0000379,1,Bu Hasa,Carbonate,Smart,ESP-562,4458.1,0.7494,216.4,816.1,3048.3,474.6,77.0,185.1,4.833,575.6,54.58,446.0,21.08,20.4,9.5,1.0,3.5,0.2905,0.1291,2232.2
ESPJOB-0000787,0,SARB,Sandstone,Single-Stage,ESP-538,2192.0,0.4178,93.3,1021.2,3811.5,569.5,92.2,105.3,4.543,320.6,49.51,313.9,9.64,48.2,36.5,1.25,4.5,0.0833,0.1463,2790.3
ESPJOB-0000327,0,Fateh,Sandstone,Multi-Stage,ESP-538,1255.4,0.1497,762.5,592.9,2345.3,315.2,65.3,104.2,1.928,161.9,62.18,437.6,56.51,26.4,33.7,0.75,4.5,0.0515,0.129,1752.5
ESPJOB-0000928,1,Lower Zakum,Sandstone,Single-Stage,ESP-562,2223.3,0.3208,560.7,1114.4,2972.5,694.7,64.3,111.9,4.444,317.1,51.02,361.6,17.26,27.0,11.8,1.0,2.875,0.2544,0.1426,1858.1
ESPJOB-0000695,1,Bab,Shale,Single-Stage,ESP-562,3418.5,0.5459,114.2,1032.8,3800.6,587.4,72.3,140.0,7.451,439.2,54.32,252.8,55.23,38.6,38.7,1.0,4.5,0.2005,0.1285,2767.8
ESPJOB-0000461,1,Bu Hasa,Sandstone,Single-Stage,ESP-400,2258.0,0.2725,420.1,806.2,4262.9,837.6,77.0,111.1,3.095,372.7,50.04,252.3,27.91,27.0,14.5,1.0,2.875,0.1974,0.1651,3456.7
ESPJOB-0000911,1,Bu Hasa,Sandstone,Multi-Stage,ESP-538,1642.9,0.9656,479.8,658.8,3081.8,522.2,56.2,113.5,5.64,202.6,45.38,490.6,32.47,68.7,19.8,0.75,2.875,0.3677,0.1233,2423.0
ESPJOB-0000114,1,Upper Zakum,Shale,Smart,ESP-538,3108.1,0.4654,2569.6,708.6,2667.6,365.0,70.8,123.5,3.864,426.3,70.0,255.9,11.19,35.3,21.1,1.25,2.875,0.3005,0.1372,1959.0
ESPJOB-0000536,1,Bu Hasa,Carbonate,Single-Stage,ESP-562,3486.7,0.99,1192.7,856.5,3120.7,513.7,84.0,144.2,4.233,454.8,53.67,504.4,28.74,7.0,21.3,1.0,2.875,0.5094,0.1305,2264.2
ESPJOB-0000211,0,Lower Zakum,Carbonate,Multi-Stage,ESP-675,2089.9,0.2463,667.0,782.8,3691.3,484.6,75.8,104.7,4.888,306.2,46.71,72.8,7.02,27.7,5.0,1.25,2.875,0.1495,0.1465,2908.5
ESPJOB-0000684,1,Lower Zakum,Sandstone,Smart,ESP-538,1700.6,0.3666,996.3,598.1,2554.5,330.6,73.7,102.9,3.933,285.3,47.43,309.2,15.17,61.9,45.0,0.75,3.5,0.2067,0.1678,1956.4
ESPJOB-0000504,1,Upper Zakum,Carbonate,Multi-Stage,ESP-562,3787.2,0.564,152.9,1146.0,3438.8,835.8,76.4,154.1,5.079,532.0,66.08,190.0,156.71,23.3,34.6,1.0,2.875,0.2251,0.1405,2292.8
ESPJOB-0000050,0,Fateh,Sandstone,Single-Stage,ESP-538,2448.9,0.348,217.7,967.7,3154.6,460.2,78.8,120.9,4.149,358.0,66.7,211.9,4.5,10.8,26.1,1.0,2.375,0.1097,0.1462,2186.9
ESPJOB-0000744,0,SARB,Sandstone,Smart,ESP-400,3722.1,0.5161,440.5,773.0,3316.0,480.0,63.2,160.4,4.736,439.1,57.23,330.1,3.67,20.5,3.5,1.25,2.875,0.3455,0.118,2543.1
ESPJOB-0000925,0,Lower Zakum,Carbonate,Single-Stage,ESP-538,3988.8,0.4709,1329.3,664.6,3419.6,421.5,66.2,163.0,5.383,498.4,59.49,379.3,7.1,41.2,21.0,1.0,2.875,0.4738,0.1249,2755.0
ESPJOB-0000018,1,Upper Zakum,Sandstone,Single-Stage,ESP-538,2909.8,0.3277,337.1,689.1,3235.2,769.6,66.9,124.5,4.165,409.6,64.31,465.4,17.88,36.6,31.6,1.25,3.5,0.2002,0.1408,2546.2
ESPJOB-0000191,0,Bab,Carbonate,Single-Stage,ESP-400,3327.5,0.402,233.9,1251.1,3720.2,809.1,68.0,142.1,4.781,444.3,62.4,273.2,14.49,29.5,33.7,1.25,2.875,0.2082,0.1335,2469.1
ESPJOB-0000834,0,Bu Hasa,Carbonate,Single-Stage,ESP-562,2442.6,0.3965,282.5,1181.8,4017.9,857.3,81.3,115.6,4.398,321.9,62.32,271.8,3.68,33.8,36.0,1.0,4.5,0.1715,0.1318,2836.1
ESPJOB-0000635,0,Fateh,Sandstone,Multi-Stage,ESP-400,3351.7,0.2576,481.0,824.0,3221.4,584.6,66.9,144.3,3.153,418.0,60.69,428.1,39.82,4.5,0.9,0.5,2.875,0.2424,0.1247,2397.5
ESPJOB-0000008,0,Fateh,Shale,Single-Stage,ESP-538,1935.7,0.8115,122.1,432.6,2903.6,365.6,64.2,118.0,2.209,307.2,60.39,52.5,26.83,57.9,35.9,0.75,2.375,0.1302,0.1587,2471.0
ESPJOB-0000391,1,Bu Hasa,Sandstone,Single-Stage,ESP-675,2162.8,0.8782,933.9,669.6,4021.2,721.2,53.9,132.0,5.185,357.4,63.3,371.1,24.92,12.9,4.0,0.75,2.375,0.6234,0.1653,3351.6
ESPJOB-0000144,0,Bab,Carbonate,Multi-Stage,ESP-400,2562.2,0.99,529.9,617.8,2968.9,656.3,76.3,121.5,5.431,361.1,53.01,457.0,5.12,46.5,12.9,1.0,3.5,0.4389,0.1409,2351.2
ESPJOB-0000105,0,Upper Zakum,Shale,Multi-Stage,ESP-562,1584.7,0.4544,190.0,695.7,3447.2,638.0,64.0,104.9,3.707,224.1,66.63,34.4,43.3,71.7,1.7,1.25,2.875,0.1772,0.1414,2751.5
ESPJOB-0000358,0,Bab,Carbonate,Single-Stage,ESP-675,2098.5,0.5728,252.7,886.3,4470.0,678.2,61.4,114.5,5.487,315.9,55.39,173.9,16.24,29.2,29.5,0.75,2.875,0.1783,0.1505,3583.7
ESPJOB-0000713,0,Bab,Carbonate,Single-Stage,ESP-400,2487.7,0.4937,545.5,866.9,2825.0,640.1,79.9,130.1,2.722,277.9,60.8,163.2,2.97,34.2,42.0,0.75,4.5,0.0532,0.1117,1958.2
ESPJOB-0000879,1,Upper Zakum,Carbonate,Single-Stage,ESP-400,1423.6,0.5136,739.2,910.9,3586.1,603.4,65.7,99.8,9.302574835251107,173.6,48.17,469.8,18.37,7.3,29.1,1.5,4.5,0.2043,0.1219,2675.1
ESPJOB-0000559,0,Bab,Sandstone,Single-Stage,ESP-562,2679.8,0.3274,284.6,574.7,2371.2,574.0,66.5,124.8,3.952,336.9,57.86,30.8,9.23,15.9,20.0,0.75,4.5,0.1147,0.1257,1796.4
ESPJOB-0000326,1,Bu Hasa,Shale,Multi-Stage,ESP-675,2527.8,0.6414,617.3,1017.0,4613.6,1041.6,77.0,131.0,5.051,343.4,65.51,283.6,2.64,15.5,17.5,1.0,2.875,0.3274,0.1358,3596.6
ESPJOB-0000443,1,Bu Hasa,Carbonate,Multi-Stage,ESP-400,4921.4,0.7122,304.9,1009.5,3702.8,721.7,89.0,161.9,6.72,557.9,59.42,179.2,6.3,2.6,29.9,0.75,2.375,0.3166,0.1134,2693.3
ESPJOB-0000952,0,Upper Zakum,Carbonate,Multi-Stage,ESP-538,1368.9,0.1178,390.3,1057.2,2808.8,442.1,82.7,92.6,3.647,217.3,55.61,41.3,24.96,23.8,26.1,0.75,2.375,0.0707,0.1587,1751.6
ESPJOB-0000896,0,Bu Hasa,Sandstone,Multi-Stage,ESP-538,3181.3,0.129,804.8,759.3,3752.8,861.9,78.7,130.4,5.493,428.4,51.42,187.3,27.54,41.5,9.3,1.0,3.5,0.2632,0.1347,2993.5
ESPJOB-0000843,1,SARB,Carbonate,Single-Stage,ESP-538,2324.2,0.6537,234.6,677.0,3053.7,569.1,67.4,128.2,5.288,325.8,59.96,335.0,35.73,22.4,22.8,0.75,2.875,0.2978,0.1402,2376.7
ESPJOB-0000414,0,SARB,Carbonate,Multi-Stage,ESP-538,1298.2,0.572,712.0,768.4,3557.1,761.7,49.0,117.7,2.834,223.2,61.47,162.9,11.38,8.6,29.1,1.0,2.375,0.3177,0.172,2788.7
ESPJOB-0000090,0,Bab,Sandstone,Single-Stage,ESP-400,1464.7,0.4836,410.8,645.4,3575.1,854.5,66.8,112.2,4.27,254.8,61.28,74.5,67.25,5.4,43.4,1.25,3.5,0.3724,0.1739,2929.7
ESPJOB-0000291,0,Fateh,Sandstone,Single-Stage,ESP-400,1726.8,0.2057,254.0,767.1,3477.1,583.3,102.5,102.4,4.52,218.3,59.12,81.6,62.91,99.9,12.9,0.75,2.375,0.168,0.1264,2710.0
ESPJOB-0000891,1,Bab,Carbonate,Single-Stage,ESP-538,3696.7,0.5945,756.0,502.5,3409.4,817.5,71.3,150.7,4.353,502.5,65.03,441.3,12.51,52.5,3.0,1.0,3.5,0.596,0.1359,2906.9
ESPJOB-0000714,1,Upper Zakum,Carbonate,Single-Stage,ESP-538,1230.7,0.4979,1024.9,1043.0,3263.4,452.9,74.4,94.2,2.752,180.9,51.47,143.1,2.63,20.7,8.6,0.5,2.875,0.0765,0.147,2220.4
ESPJOB-0000507,0,Upper Zakum,Shale,Single-Stage,ESP-400,2558.3,0.3302,1091.5,1031.5,3684.9,591.3,77.1,116.0,3.807,368.9,64.91,93.2,36.72,12.2,22.3,1.25,2.875,0.2572,0.1442,2653.5
ESPJOB-0000456,0,Upper Zakum,Carbonate,Single-Stage,ESP-400,2992.3,0.9163,116.3,664.1,2813.9,459.9,86.1,149.1,4.486,357.8,55.78,445.8,49.65,6.6,38.6,1.25,2.875,0.3809,0.1196,2149.8
ESPJOB-0000943,0,SARB,Carbonate,Multi-Stage,ESP-400,2304.3,0.4703,475.0,1158.3,4302.6,846.7,60.9,115.6,4.092,292.4,48.01,136.9,3.54,29.4,14.0,0.5,3.5,0.2068,0.1269,3144.3
ESPJOB-0000576,0,SARB,Sandstone,Single-Stage,ESP-538,3085.9,0.3794,481.4,1017.4,2801.5,389.9,60.3,127.9,4.56,376.0,45.62,97.4,5.58,71.0,29.9,0.75,2.375,0.0623,0.1218,1784.1
ESPJOB-0000919,0,SARB,Carbonate,Multi-Stage,ESP-400,4292.7,0.6278,286.0,880.6,3332.3,639.2,71.3,154.2,4.825,532.7,59.04,103.9,6.65,4.5,12.2,1.25,3.5,0.2076,0.1241,2451.7
ESPJOB-0000656,1,Bab,Sandstone,Smart,ESP-562,1622.4,0.3746,437.5,767.8,2578.5,362.5,79.4,106.2,2.794,236.7,48.49,340.3,8.95,73.3,24.7,1.25,3.5,0.1142,0.1459,1810.7
ESPJOB-0000570,0,Bab,Shale,Multi-Stage,ESP-538,2096.8,0.6294,678.3,942.8,3713.4,500.6,62.0,128.0,3.157,301.0,61.11,76.2,20.69,23.6,40.1,1.5,2.875,0.2375,0.1436,2770.6
ESPJOB-0000301,0,Bu Hasa,Carbonate,Multi-Stage,ESP-400,2457.7,0.3827,406.8,794.7,3136.1,437.5,68.8,119.6,4.851,298.7,60.89,414.7,133.24,45.5,2.0,0.75,2.875,0.3449,0.1215,2341.4
ESPJOB-0000219,0,SARB,Sandstone,Single-Stage,ESP-538,3021.3,0.1492,835.2,845.7,3560.8,741.9,48.9,128.6,4.607,370.4,70.0,204.9,29.91,45.9,24.6,0.75,2.875,0.2796,0.1226,2715.1
ESPJOB-0000241,0,Bu Hasa,Sandstone,Smart,ESP-562,2053.2,0.3743,1172.1,733.3,3270.8,681.9,74.3,104.2,3.739,256.2,55.47,252.3,56.83,35.1,13.6,1.0,2.875,0.2391,0.1248,2537.5
ESPJOB-0000098,0,Upper Zakum,Sandstone,Single-Stage,ESP-562,3841.4,0.6067,484.4,578.6,2968.9,619.0,71.8,154.2,4.631,448.9,49.19,487.2,10.64,96.4,29.5,0.75,2.375,0.34,0.1169,2390.3
ESPJOB-0000631,0,Bab,Shale,Multi-Stage,ESP-538,3825.1,0.99,361.8,624.0,3055.3,374.2,74.7,168.7,5.597,532.4,54.95,513.5,32.1,28.2,48.2,1.25,4.5,0.4019,0.1392,2431.2
ESPJOB-0000405,0,Lower Zakum,Carbonate,Single-Stage,ESP-562,2724.6,0.1985,341.4,758.1,2377.4,579.6,83.4,102.2,4.4,306.2,54.76,91.9,32.84,38.6,5.9,1.25,2.875,0.127,0.1124,1619.3
ESPJOB-0000163,1,Bu Hasa,Sandstone,Single-Stage,ESP-562,3429.1,0.0633,667.2,453.1,2958.6,533.9,80.0,125.8,6.001,375.2,53.85,231.0,25.29,5.8,3.2,1.0,3.5,0.2533,0.1094,2505.4
ESPJOB-0000230,0,Upper Zakum,Carbonate,Single-Stage,ESP-562,2624.8,0.6958,384.0,653.5,3236.4,669.1,64.5,124.8,5.502,310.3,70.0,557.0,98.49,46.6,0.0,1.0,2.375,0.4279,0.1182,2582.9
ESPJOB-0000458,0,Lower Zakum,Sandstone,Single-Stage,ESP-400,318.9,0.7898,732.3,1207.3,3859.0,484.5,71.1,85.7,3.167,149.2,55.53,375.8,26.56,43.7,18.5,0.75,2.875,0.49,0.4677,2651.7
ESPJOB-0000293,0,Lower Zakum,Carbonate,Single-Stage,ESP-562,2834.4,0.2805,535.9,448.2,2877.3,675.7,67.7,116.6,2.346,421.4,60.92,406.2,4.88,45.4,30.2,1.0,3.5,0.0652,0.1487,2429.1
ESPJOB-0000582,1,Bu Hasa,Shale,Multi-Stage,ESP-675,3039.3,0.6157,739.9,766.3,3708.7,536.1,74.5,126.2,4.919,326.7,58.98,62.2,10.68,58.2,31.5,0.75,2.875,0.2041,0.1075,2942.4
ESPJOB-0000779,0,Upper Zakum,Sandstone,Multi-Stage,ESP-400,2614.6,0.1018,200.0,912.3,3238.2,665.9,60.2,122.3,4.427,388.8,52.21,232.2,136.13,28.1,27.2,0.75,2.875,0.2643,0.1487,2325.8
ESPJOB-0000130,1,Lower Zakum,Sandstone,Multi-Stage,ESP-538,3021.3,0.2172,940.1,929.9,3899.3,672.4,83.7,125.9,5.244,433.1,61.53,154.1,61.99,14.5,22.3,1.0,2.875,0.4034,0.1433,2969.5
ESPJOB-0000153,1,Upper Zakum,Carbonate,Single-Stage,ESP-538,1542.2,0.4459,503.8,1191.1,3463.1,859.7,73.6,108.9,4.321,256.9,46.01,71.8,16.4,23.1,27.3,1.0,3.5,0.2538,0.1666,2272.0
ESPJOB-0000295,0,Upper Zakum,Carbonate,Smart,ESP-538,2068.8,0.4261,335.4,883.1,3354.7,779.7,83.1,121.9,4.428,254.3,52.24,93.9,19.23,38.0,3.0,1.0,2.375,0.177,0.1229,2471.6
ESPJOB-0000595,0,Bu Hasa,Sandstone,Multi-Stage,ESP-562,3142.7,0.0,230.0,1027.1,3695.1,603.6,66.0,120.1,3.878,469.8,56.04,249.9,21.04,24.3,8.9,0.75,2.875,0.0888,0.1495,2668.0
ESPJOB-0000350,0,Upper Zakum,Sandstone,Single-Stage,ESP-562,2245.3,0.336,1074.4,886.9,3766.7,835.4,70.3,122.2,3.629,326.0,56.51,248.2,10.9,25.6,14.3,0.75,2.375,0.2317,0.1452,2879.9
ESPJOB-0000305,0,Upper Zakum,Carbonate,Multi-Stage,ESP-538,2499.7,0.1603,486.8,946.0,4059.4,859.4,75.9,118.9,3.765,339.2,60.67,8.0,18.03,27.2,10.2,0.5,3.5,0.11,0.1357,3113.4
ESPJOB-0000678,0,Bab,Sandstone,Single-Stage,ESP-538,3902.7,0.6035,271.7,729.9,3863.2,890.3,74.7,144.7,7.0,517.8,62.56,73.9,4.37,48.7,56.6,0.5,2.875,0.2107,0.1327,3133.3
ESPJOB-0000989,0,Bab,Carbonate,Multi-Stage,ESP-538,3191.6,0.4981,672.8,846.7,3172.6,576.5,69.0,133.6,5.306,414.0,52.5,204.9,38.73,27.7,16.9,1.0,2.875,0.3014,0.1297,2326.0
ESPJOB-0000032,0,SARB,Carbonate,Single-Stage,ESP-675,1819.2,0.4927,450.9,939.0,3678.3,803.1,70.2,115.3,3.461,262.7,36.24,362.3,2.86,65.2,11.5,0.5,2.875,0.1198,0.1444,2739.3
ESPJOB-0000670,0,SARB,Carbonate,Smart,ESP-538,2595.0,0.3721,301.3,1073.4,3416.8,615.3,62.1,108.4,3.503,369.4,51.96,497.0,23.32,67.5,50.6,1.0,2.875,0.0653,0.1424,2343.4
ESPJOB-0000156,0,Bab,Carbonate,Multi-Stage,ESP-538,1532.2,0.3153,391.2,832.3,3489.0,598.4,65.5,100.6,3.886,214.7,36.42,526.6,7.34,67.8,9.6,0.5,2.375,0.1985,0.1401,2656.7
ESPJOB-0000115,0,Bab,Shale,Single-Stage,ESP-538,2719.4,0.3452,832.3,747.7,2694.2,354.5,78.8,128.5,4.934,314.6,70.0,354.1,12.35,30.1,26.6,1.5,2.875,0.2058,0.1157,1946.5
ESPJOB-0000074,1,SARB,Sandstone,Multi-Stage,ESP-400,1951.6,0.0,313.7,739.4,3293.9,537.4,66.1,97.8,4.62,282.0,56.33,404.5,27.3,9.6,42.1,1.0,2.875,0.1274,0.1445,2554.4
ESPJOB-0000208,0,Upper Zakum,Sandstone,Multi-Stage,ESP-562,2750.0,0.1985,1149.2,687.5,3610.6,871.4,87.9,110.6,4.029,372.1,70.0,169.5,20.78,50.3,34.1,0.75,2.375,0.2194,0.1353,2923.1
ESPJOB-0000401,0,Upper Zakum,Sandstone,Single-Stage,ESP-400,1218.7,0.4336,475.8,944.0,4236.5,1046.0,77.4,85.8,3.318,230.7,61.51,621.4,8.34,21.4,27.0,0.75,2.875,0.2313,0.1893,3292.4
ESPJOB-0000103,1,SARB,Shale,Single-Stage,ESP-538,3568.1,0.5068,431.4,490.0,3171.7,570.0,78.7,148.9,6.468,457.9,59.88,192.4,8.94,15.1,41.4,1.25,2.875,0.3931,0.1283,2681.7
ESPJOB-0000564,0,Fateh,Carbonate,Single-Stage,ESP-400,3119.0,0.1273,200.2,854.4,3873.2,537.6,86.5,121.5,3.619,446.8,65.95,278.1,1.06,41.6,15.3,0.75,3.5,0.0875,0.1432,3018.8
ESPJOB-0000583,0,Bu Hasa,Sandstone,Multi-Stage,ESP-562,1565.1,0.0595,554.3,935.2,4190.4,969.0,67.0,94.5,2.718,265.7,46.41,274.5,23.33,0.9,33.7,0.75,2.875,0.1724,0.1698,3255.1
ESPJOB-0000764,0,Fateh,Shale,Multi-Stage,ESP-400,755.6,0.7966,488.7,1177.0,3660.2,711.3,70.3,79.8,3.188,183.7,40.93,463.9,49.66,21.4,10.7,1.25,2.875,0.322,0.2431,2483.2
ESPJOB-0000824,1,Upper Zakum,Sandstone,Multi-Stage,ESP-538,4014.6,0.341,253.5,811.5,3455.2,599.8,80.2,152.0,3.855,530.8,65.21,222.5,30.45,19.6,52.1,1.5,2.875,0.1998,0.1322,2643.7
ESPJOB-0000555,1,Upper Zakum,Sandstone,Multi-Stage,ESP-538,1734.1,0.3923,278.6,624.1,3564.3,759.1,87.5,101.8,2.534,212.9,55.31,31.1,52.48,4.1,27.4,1.0,2.375,0.1254,0.1228,2940.2
ESPJOB-0000866,0,Bu Hasa,Carbonate,Single-Stage,ESP-562,3100.6,0.0512,519.0,1078.4,3099.5,504.2,62.6,120.3,3.22,429.5,50.41,403.7,5.27,34.0,10.1,1.0,2.875,0.055,0.1385,2021.1
ESPJOB-0000767,1,SARB,Sandstone,Single-Stage,ESP-400,3398.7,0.1248,187.3,855.0,2975.0,432.7,66.2,125.8,3.314,411.3,60.05,135.4,31.3,47.3,23.6,0.75,3.5,0.0564,0.121,2120.0
ESPJOB-0000579,0,Bu Hasa,Sandstone,Smart,ESP-538,2319.3,0.3322,669.2,655.3,3735.9,722.1,81.9,113.4,4.398,309.5,59.31,339.4,22.34,41.7,6.0,0.75,2.375,0.2089,0.1335,3080.5
ESPJOB-0000920,1,SARB,Sandstone,Single-Stage,ESP-538,3334.7,0.3347,450.1,806.0,3472.1,726.8,79.3,137.7,4.379,446.9,62.49,266.8,26.96,40.9,8.8,0.5,4.5,0.2402,0.134,2666.1
ESPJOB-0000021,0,Bu Hasa,Carbonate,Single-Stage,ESP-562,3548.2,0.3176,664.8,1439.3,4047.0,513.8,64.4,136.4,3.859,525.2,65.77,335.4,6.94,22.1,0.7,1.25,2.875,0.1244,0.148,2607.7
ESPJOB-0000796,0,Bu Hasa,Sandstone,Single-Stage,ESP-538,1491.5,0.9043,489.9,1304.4,3169.3,469.5,56.1,102.9,2.706,232.0,50.65,223.2,37.8,58.8,29.7,1.0,2.375,0.1411,0.1556,1864.9
ESPJOB-0000524,0,Bab,Carbonate,Single-Stage,ESP-562,4171.8,0.6814,364.2,642.0,3518.6,840.0,94.7,158.5,5.051,596.4,63.34,317.5,2.65,37.2,17.7,1.25,2.875,0.3545,0.143,2876.6
ESPJOB-0000728,0,Upper Zakum,Shale,Single-Stage,ESP-675,2084.2,0.0501,616.5,876.1,2793.1,373.5,80.5,107.6,3.089,278.0,49.5,154.7,3.26,68.8,1.2,1.0,2.875,0.0595,0.1334,1917.1
ESPJOB-0000862,1,Bu Hasa,Carbonate,Multi-Stage,ESP-400,74.3,0.7732,1055.9,730.7,2544.9,458.6,58.9,78.2,2.962,91.3,37.58,54.7,26.66,71.4,33.1,1.25,2.875,0.7355,1.2281,1814.3
ESPJOB-0000370,0,SARB,Shale,Smart,ESP-400,3717.2,0.3181,454.1,903.1,3310.1,668.3,76.0,139.5,5.442,480.9,70.0,347.4,32.05,18.9,12.0,1.0,3.5,0.4378,0.1294,2407.0
ESPJOB-0000664,0,SARB,Carbonate,Single-Stage,ESP-562,1568.5,0.4352,580.7,753.2,3405.8,636.0,69.0,110.6,3.775,199.5,39.9,353.2,42.62,61.2,6.5,1.0,2.875,0.2103,0.1272,2652.6
ESPJOB-0000248,0,Bab,Carbonate,Multi-Stage,ESP-562,2257.1,0.2842,786.4,1005.9,3916.5,604.6,56.3,114.0,4.866,293.7,52.34,207.0,10.43,42.2,38.5,1.0,2.875,0.2059,0.1301,2910.6
ESPJOB-0000823,0,Upper Zakum,Carbonate,Multi-Stage,ESP-562,3653.8,0.2081,361.5,736.3,2562.5,360.3,72.1,134.7,5.733,460.4,61.97,284.4,43.77,21.2,10.9,1.0,3.5,0.1868,0.126,1826.2
ESPJOB-0000167,1,Upper Zakum,Shale,Single-Stage,ESP-675,3549.4,0.5277,482.9,1180.3,4838.1,766.7,58.6,149.2,5.988,508.0,63.76,201.8,25.14,9.7,17.6,0.75,2.875,0.3565,0.1431,3657.8
ESPJOB-0000800,0,SARB,Carbonate,Single-Stage,ESP-538,3128.6,0.7046,457.6,845.5,3230.0,552.4,91.3,143.1,7.381,345.2,60.71,235.4,5.67,42.7,5.7,0.75,2.875,0.2457,0.1103,2384.5
ESPJOB-0000099,0,Bu Hasa,Carbonate,Single-Stage,ESP-538,1858.5,0.478,355.6,760.3,3273.9,818.4,59.5,112.4,3.482,270.9,46.96,555.8,6.16,8.4,34.4,0.5,2.875,0.2299,0.1457,2513.6
ESPJOB-0000655,0,Bu Hasa,Carbonate,Single-Stage,ESP-562,3168.0,0.4594,1137.7,984.8,3092.8,469.8,87.6,129.7,4.465,369.3,44.56,123.8,30.39,36.4,22.2,1.0,4.5,0.1796,0.1166,2108.0
ESPJOB-0000082,1,Upper Zakum,Sandstone,Smart,ESP-400,2053.0,0.5438,369.5,1217.6,3933.9,863.5,63.2,122.8,4.913,341.6,65.16,426.8,12.88,15.7,42.0,1.0,4.5,0.2118,0.1664,2716.3
ESPJOB-0000984,0,Upper Zakum,Carbonate,Multi-Stage,ESP-400,2340.8,0.6832,297.2,927.0,3671.5,580.8,76.1,130.0,4.009,347.3,40.16,191.7,17.6,31.5,9.8,1.5,3.5,0.2825,0.1484,2744.5
ESPJOB-0000389,1,Bu Hasa,Carbonate,Multi-Stage,ESP-562,1940.0,0.6123,313.2,1186.3,3845.4,644.7,55.6,114.6,4.328,291.8,44.01,64.2,27.5,12.6,36.6,1.25,3.5,0.2034,0.1504,2659.2
ESPJOB-0000609,0,Upper Zakum,Carbonate,Single-Stage,ESP-538,2428.0,0.5442,262.5,958.4,2291.8,391.4,79.4,121.9,4.928,286.9,47.87,53.2,55.59,47.4,12.8,1.0,2.875,0.1431,0.1182,1333.4
ESPJOB-0000707,0,Upper Zakum,Carbonate,Multi-Stage,ESP-538,2417.9,0.3459,356.3,1278.2,3260.4,614.4,73.7,128.9,5.195,294.8,52.22,148.5,13.34,45.9,43.4,0.5,3.5,0.1125,0.1219,1982.1
ESPJOB-0000459,0,Bab,Sandstone,Single-Stage,ESP-538,1672.3,0.2952,518.1,729.6,3306.0,627.0,54.7,100.0,4.147,226.1,53.06,147.4,72.64,82.4,46.1,1.0,2.875,0.1456,0.1352,2576.4
ESPJOB-0000958,0,Lower Zakum,Carbonate,Multi-Stage,ESP-538,2084.9,0.3321,144.2,1173.4,3756.5,571.6,91.2,113.4,4.414,337.3,50.72,492.5,5.17,39.2,9.6,1.0,2.875,0.149,0.1618,2583.2
ESPJOB-0000518,0,Upper Zakum,Carbonate,Single-Stage,ESP-538,2275.6,0.2158,423.7,1081.0,4076.3,801.3,78.6,109.0,4.621,350.0,63.26,327.6,45.61,41.8,34.6,1.0,2.875,0.2337,0.1538,2995.2
ESPJOB-0000371,0,Bab,Carbonate,Multi-Stage,ESP-538,2293.7,0.0733,460.9,1156.7,2906.1,708.3,56.4,109.3,3.574,346.5,63.19,181.5,26.69,57.4,22.8,1.0,2.875,0.0837,0.1511,1749.4
