ScheduleID,RigID,RigType,Contractor,ServiceCompany,Concession,Emirate,WellName,WellType,WellProfile,SpudDate,ReleaseDatePlanned,ReleaseDateActual,DaysPlanned,DaysActual,MoveDaysPlanned,NPTDays,Status,CostPlannedUSD,CostActualUSD,BOPRatingPSI,HoleSizeInches,PlannedTD_m,ReachedTD_m,MudSystem,FromPad,ToPad,Latitude,Longitude
SCH-0003619,RIG-045,Semi-Sub,Arabian Drilling,Schlumberger,Bu Hasa,Abu Dhabi,BUH-7384,Exploration,Deviated,2024-06-22,2024-08-13,2024-08-13,52,52,2.5,0.0,Released,13649000,13614000.0,10000,12.25,2583,2893,Water-Based Mud,PAD-044,PAD-011,23.49508,55.11939
SCH-0003986,RIG-015,Land,Weatherford,Baker Hughes,Bab,Abu Dhabi,BAB-7488,Dev,Deviated,2024-12-19,2025-01-12,2025-01-13,24,25,5.2,0.9,Released,2229000,2619700.0,10000,6.0,3401,3242,Water-Based Mud,PAD-119,PAD-304,24.24977,53.83244
SCH-0006329,RIG-003,Land,Nabors,Schlumberger,SARB,Abu Dhabi Offshore,SARB-4156,Sidetrack,Deviated,2022-03-25,2022-04-13,2022-04-14,19,20,1.8,0.2,Released,1569600,1815400.0,10000,12.25,2956,3348,Synthetic-Based Mud,PAD-176,PAD-020,24.93137,53.0032
SCH-0002774,RIG-008,Semi-Sub,KCA Deutag,Baker Hughes,Bu Hasa,Abu Dhabi,BUH-3724,Dev,S-curve,2023-11-24,2024-01-01,2024-01-04,38,41,2.2,1.1,Released,6908000,7560700.0,10000,8.5,3193,3115,Water-Based Mud,PAD-271,PAD-150,23.58501,53.79284
SCH-0001166,RIG-008,Jackup,KCA Deutag,Halliburton,Lower Zakum,Abu Dhabi Offshore,LZ-8373,Exploration,Horizontal,2023-12-01,2023-12-23,2023-12-25,22,24,4.0,3.4,Released,3688300,4027900.0,5000,8.5,2884,3192,Water-Based Mud,PAD-219,PAD-084,24.55732,54.0402
SCH-0004893,RIG-051,Land,KCA Deutag,Halliburton,Bu Hasa,Abu Dhabi,BUH-3248,Sidetrack,Deviated,2024-06-17,2024-06-22,2024-06-22,5,5,0.6,,Released,335100,331500.0,15000,8.5,2670,,Water-Based Mud,PAD-031,PAD-088,23.35052,53.73475
SCH-0011927,RIG-019,Land,ADNOC Drilling,ADNOC Services,SARB,Abu Dhabi Offshore,SARB-7433,Dev,Deviated,2022-12-08,2022-12-25,2022-12-29,17,21,4.0,3.6,Released,1431400,1706500.0,15000,8.5,1764,1831,Water-Based Mud,PAD-266,PAD-314,24.418,54.05083
SCH-0008295,RIG-057,Land,Weatherford,ADNOC Services,Lower Zakum,Abu Dhabi Offshore,LZ-4268,Dev,S-curve,2025-01-11,2025-01-30,2025-02-03,19,23,3.5,4.8,Released,1552500,1805000.0,10000,12.25,2089,1974,Water-Based Mud,PAD-180,PAD-222,24.80444,53.62206
SCH-0008024,RIG-009,Tender,Shelf Drilling,Baker Hughes,Upper Zakum,Abu Dhabi Offshore,UZ-6575,Workover,S-curve,2022-06-30,2022-07-16,2022-07-16,16,16,3.5,0.0,Released,2087000,2156700.0,10000,6.0,2539,2809,Oil-Based Mud,PAD-113,PAD-096,24.34169,53.68112
SCH-0004752,RIG-051,Tender,Shelf Drilling,Weatherford,Bu Hasa,Abu Dhabi,BUH-9430,Dev,Horizontal,2023-04-10,2023-05-09,2023-05-10,29,30,1.2,0.6,Released,5790600,6347400.0,15000,8.5,3893,3948,Oil-Based Mud,PAD-030,PAD-003,24.33116,55.21223
SCH-0010207,RIG-050,Land,KCA Deutag,ADNOC Services,Al Dabb’iya,Abu Dhabi,ALD-6455,Appraisal,Deviated,2022-06-28,2022-07-18,2022-07-18,20,20,2.4,0.0,Released,2011200,2045900.0,10000,8.5,3420,3754,Water-Based Mud,PAD-042,PAD-290,23.68991,54.1469
SCH-0001185,RIG-024,Drillship,Shelf Drilling,ADNOC Services,Bu Hasa,Abu Dhabi,BUH-1792,Sidetrack,Vertical,2023-12-07,2024-01-06,2024-01-09,30,33,2.4,5.0,Released,4450100,5383300.0,10000,12.25,3855,3917,Water-Based Mud,PAD-218,PAD-321,23.35098,54.54302
SCH-0011087,RIG-057,Land,ADNOC Drilling,Schlumberger,Al Dabb’iya,Abu Dhabi,ALD-9809,Exploration,Deviated,2023-12-22,2024-01-09,2024-01-11,18,20,3.6,0.0,Released,1637400,1759300.0,10000,8.5,3780,3770,Water-Based Mud,PAD-088,PAD-266,23.97132,53.92693
SCH-0003057,RIG-004,Land,Nabors,Schlumberger,Al Dabb’iya,Abu Dhabi,ALD-0402,Dev,S-curve,2024-08-15,2024-08-30,2024-08-31,15,16,4.0,2.0,Released,1281800,1376200.0,5000,6.125,1988,2276,Water-Based Mud,PAD-041,PAD-029,23.9799,55.12365
SCH-0001203,RIG-059,Semi-Sub,Shelf Drilling,Baker Hughes,Bu Hasa,Abu Dhabi,BUH-1541,Exploration,Vertical,2023-06-10,2023-08-01,2023-08-02,52,53,4.2,0.9,Released,12390900,13557200.0,10000,12.25,2355,2608,Oil-Based Mud,PAD-172,PAD-105,24.2141,54.07766
SCH-0003242,RIG-041,Jackup,KCA Deutag,Weatherford,Fateh,Abu Dhabi Offshore,FTH-1348,Workover,Horizontal,2022-04-03,2022-04-18,2022-04-18,15,15,2.4,0.0,Released,1281000,1387200.0,15000,12.25,2517,2687,Water-Based Mud,PAD-080,PAD-205,25.07312,54.08209
SCH-0003764,RIG-013,Land,ADNOC Drilling,Baker Hughes,SARB,Abu Dhabi Offshore,SARB-0527,Appraisal,Deviated,2022-05-22,2022-06-14,2022-06-16,23,25,2.2,0.9,Released,2628400,2901800.0,15000,12.25,2512,2431,Water-Based Mud,PAD-185,PAD-346,24.60953,54.04475
SCH-0003544,RIG-012,Jackup,Nabors,Schlumberger,Lower Zakum,Abu Dhabi Offshore,LZ-3490,Appraisal,Horizontal,2024-01-24,2024-02-09,2024-02-11,16,18,3.4,2.2,Released,2412200,3153300.0,10000,8.5,2187,2416,Oil-Based Mud,PAD-133,PAD-336,25.05651,53.80377
SCH-0001296,RIG-005,Land,Weatherford,ADNOC Services,SARB,Abu Dhabi Offshore,SARB-6579,Dev,Horizontal,2023-08-29,2023-09-12,2023-09-13,14,15,2.4,0.0,Released,1253600,1229400.0,15000,12.25,3311,3585,Oil-Based Mud,PAD-134,PAD-169,24.97692,53.84312
SCH-0003061,RIG-010,Land,ADNOC Drilling,ADNOC Services,Bu Hasa,Abu Dhabi,BUH-1698,Exploration,Horizontal,2022-11-05,2022-11-30,2022-12-01,25,26,4.8,0.0,Released,2676500,2873500.0,10000,17.5,3977,3858,Water-Based Mud,PAD-006,PAD-239,24.07351,54.14341
SCH-0004983,RIG-004,Jackup,ADNOC Drilling,Schlumberger,Upper Zakum,Abu Dhabi Offshore,UZ-6367,Exploration,Vertical,2024-01-17,2024-03-05,2024-03-09,48,52,0.5,0.8,Released,7465000,8132300.0,5000,17.5,2680,2745,Water-Based Mud,PAD-122,PAD-127,24.63673,53.71199
SCH-0011280,RIG-057,Land,ADNOC Drilling,ADNOC Services,Al Dabb’iya,Abu Dhabi,ALD-3488,Workover,Horizontal,2025-08-05,2025-08-16,2025-08-18,11,13,3.9,2.4,Released,736300,780700.0,10000,12.25,3284,3236,Oil-Based Mud,PAD-011,PAD-152,24.19672,54.05428
SCH-0008907,RIG-049,Jackup,Weatherford,ADNOC Services,Upper Zakum,Abu Dhabi Offshore,UZ-7954,Exploration,Horizontal,2024-01-10,2024-02-21,2024-02-26,42,47,2.6,6.6,Released,6189600,6899400.0,5000,8.5,3875,3981,Synthetic-Based Mud,PAD-308,PAD-156,24.72421,53.19337
SCH-0010597,RIG-049,Land,Shelf Drilling,ADNOC Services,Fateh,Abu Dhabi Offshore,FTH-5068,Appraisal,Deviated,2022-07-23,2022-08-17,2022-08-20,25,28,3.4,4.7,Released,2188500,2696700.0,15000,8.5,2621,2526,Water-Based Mud,PAD-014,PAD-170,24.34808,54.01524
SCH-0000584,RIG-034,Jackup,Shelf Drilling,Schlumberger,Al Dabb’iya,Abu Dhabi,ALD-3901,Sidetrack,Vertical,2022-01-24,2022-02-11,2022-02-15,18,22,2.9,3.6,Released,1628500,2111900.0,15000,12.25,2374,2458,Synthetic-Based Mud,PAD-134,PAD-160,24.12711,54.35139
SCH-0002719,RIG-038,Jackup,Nabors,Baker Hughes,Al Dabb’iya,Abu Dhabi,ALD-7592,Sidetrack,Horizontal,2024-04-01,2024-04-26,2024-04-28,25,27,3.4,0.0,Released,2240500,2451300.0,5000,12.25,2603,2439,Oil-Based Mud,PAD-254,PAD-321,23.38886,54.75367
SCH-0006168,RIG-054,Land,Weatherford,Halliburton,SARB,Abu Dhabi Offshore,SARB-7318,Workover,Deviated,2024-03-12,2024-03-20,2024-03-23,8,11,2.8,4.7,Released,499100,763800.0,5000,6.0,2202,2592,Water-Based Mud,PAD-322,PAD-249,24.89289,53.66651
SCH-0000399,RIG-056,Jackup,KCA Deutag,Halliburton,Bab,Abu Dhabi,BAB-5763,Appraisal,Deviated,2024-12-08,2025-01-18,2025-01-21,41,44,0.5,4.1,Released,6113800,6611600.0,10000,8.5,3623,3691,Water-Based Mud,PAD-173,PAD-100,24.04377,54.98591
SCH-0009576,RIG-048,Jackup,ADNOC Drilling,Halliburton,Bu Hasa,Abu Dhabi,BUH-3620,Sidetrack,Horizontal,2022-01-29,2022-02-28,2022-03-06,30,36,0.5,4.5,Released,3351000,3698200.0,5000,8.5,4198,4327,Water-Based Mud,PAD-142,PAD-344,24.49043,54.77446
SCH-0007757,RIG-037,Jackup,ADNOC Drilling,Halliburton,Bu Hasa,Abu Dhabi,BUH-1906,Dev,Vertical,2024-09-13,2024-10-11,2024-10-12,28,29,2.1,1.0,Released,3702600,3887500.0,10000,12.25,3529,3740,Water-Based Mud,PAD-047,PAD-183,24.13651,53.9153
SCH-0008014,RIG-003,Jackup,Nabors,ADNOC Services,Bu Hasa,Abu Dhabi,BUH-5069,Dev,Horizontal,2024-01-21,2024-02-01,2024-02-01,11,11,3.3,0.0,Released,1660800,1786900.0,10000,17.5,3817,4012,Oil-Based Mud,PAD-085,PAD-323,23.54218,53.85722
SCH-0003685,RIG-059,Land,KCA Deutag,Weatherford,Lower Zakum,Abu Dhabi Offshore,LZ-2033,Sidetrack,S-curve,2024-09-15,2024-10-01,2024-10-02,16,17,1.4,0.3,Released,798000,822100.0,5000,12.25,2868,2710,Synthetic-Based Mud,PAD-065,PAD-154,24.94689,53.95647
SCH-0007410,RIG-025,Jackup,Nabors,Schlumberger,SARB,Abu Dhabi Offshore,SARB-7043,Dev,Vertical,2025-03-28,2025-04-30,2025-05-03,33,36,2.0,4.5,Released,5387000,6337100.0,5000,8.5,3566,3537,Oil-Based Mud,PAD-251,PAD-050,24.33563,53.21513
SCH-0005454,RIG-017,Land,KCA Deutag,Baker Hughes,Lower Zakum,Abu Dhabi Offshore,LZ-8818,Appraisal,S-curve,2022-07-17,2022-08-15,2022-08-16,29,30,2.0,0.6,Released,3107800,3525400.0,5000,12.25,1258,1234,Synthetic-Based Mud,PAD-079,PAD-266,24.96325,53.51728
SCH-0011076,RIG-022,Land,Weatherford,Baker Hughes,SARB,Abu Dhabi Offshore,SARB-5992,Sidetrack,Deviated,2024-06-04,2024-06-21,2024-06-22,17,18,0.5,0.0,Released,836200,903100.0,15000,8.5,3342,3189,Water-Based Mud,PAD-095,PAD-064,24.40627,53.46923
SCH-0005597,RIG-060,Drillship,Shelf Drilling,Baker Hughes,Bu Hasa,Abu Dhabi,BUH-9589,Appraisal,Horizontal,2022-02-23,2022-03-24,2022-03-25,29,30,2.4,0.2,Released,6088800,6453200.0,15000,6.125,3723,4020,Oil-Based Mud,PAD-079,PAD-289,23.53562,55.22304
SCH-0006470,RIG-042,Semi-Sub,ADNOC Drilling,Halliburton,Bab,Abu Dhabi,BAB-8515,Dev,Vertical,2023-05-09,2023-06-25,2023-06-28,47,50,3.7,5.9,Released,9315800,9841700.0,10000,8.5,3758,4152,Water-Based Mud,PAD-015,PAD-224,23.83191,55.21459
SCH-0001493,RIG-021,Jackup,Weatherford,Schlumberger,Bab,Abu Dhabi,BAB-8606,Appraisal,S-curve,2023-04-04,2023-05-08,2023-05-13,34,39,2.4,0.0,Released,5414400,6210700.0,5000,8.5,3102,3287,Water-Based Mud,PAD-066,PAD-327,24.60067,54.07473
SCH-0008365,RIG-037,Land,KCA Deutag,Halliburton,Al Dabb’iya,Abu Dhabi,ALD-0335,Appraisal,S-curve,2023-09-16,2023-10-08,2023-10-09,22,23,2.5,2.0,Released,2593000,2687800.0,10000,12.25,2514,2634,Water-Based Mud,PAD-055,PAD-163,24.33359,53.7864
SCH-0002763,RIG-058,Land,Weatherford,Weatherford,Bab,Abu Dhabi,BAB-5692,Exploration,Deviated,2024-12-29,2025-01-09,2025-01-11,11,13,3.1,0.5,Released,1056300,1229900.0,10000,8.5,2670,3026,Oil-Based Mud,PAD-201,PAD-239,24.40552,54.08167
SCH-0009322,RIG-018,Jackup,Arabian Drilling,Halliburton,Bab,Abu Dhabi,BAB-0475,Appraisal,Horizontal,2022-09-03,2022-09-28,2022-09-29,25,26,4.0,1.4,Released,3876200,4219400.0,15000,12.25,3963,4077,Oil-Based Mud,PAD-125,PAD-319,23.67111,53.95202
SCH-0010078,RIG-016,Jackup,Nabors,Weatherford,Bu Hasa,Abu Dhabi,BUH-9732,Sidetrack,Deviated,2022-07-17,2022-08-06,2022-08-08,20,22,5.0,3.1,Released,2144500,2371200.0,10000,6.0,3162,3074,Water-Based Mud,PAD-203,PAD-194,23.67855,55.20838
SCH-0004794,RIG-049,Land,Weatherford,Schlumberger,Upper Zakum,Abu Dhabi Offshore,UZ-3960,Sidetrack,Horizontal,2022-08-22,2022-09-01,2022-09-02,10,11,1.2,0.0,Released,733600,841600.0,15000,8.5,2878,2899,Water-Based Mud,PAD-057,PAD-127,24.81155,53.33765
SCH-0004588,RIG-033,Jackup,Arabian Drilling,ADNOC Services,SARB,Abu Dhabi Offshore,SARB-4430,Appraisal,S-curve,2025-02-14,2025-03-18,2025-03-18,32,32,2.2,0.0,Released,4730200,4681100.0,15000,8.5,1900,2295,Oil-Based Mud,PAD-346,PAD-260,24.72184,54.05787
SCH-0001082,RIG-032,Jackup,Nabors,ADNOC Services,Al Dabb’iya,Abu Dhabi,ALD-0256,Workover,Horizontal,2024-05-03,2024-05-17,2024-05-18,14,15,1.6,0.5,Released,1168200,1144800.0,10000,12.25,3263,3382,Water-Based Mud,PAD-136,PAD-032,23.93201,53.95825
SCH-0002082,RIG-058,Land,Weatherford,Halliburton,Bu Hasa,Abu Dhabi,BUH-9099,Sidetrack,Horizontal,2024-07-21,2024-08-13,2024-08-13,23,23,2.6,0.0,Released,1500000,1660300.0,10000,8.5,3671,3651,Water-Based Mud,PAD-233,PAD-176,23.78506,53.8186
SCH-0008176,RIG-054,Land,Arabian Drilling,Halliburton,Fateh,Abu Dhabi Offshore,FTH-0988,Workover,Horizontal,2024-10-16,2024-10-24,2024-10-25,8,9,3.5,0.3,Released,642700,717900.0,10000,8.5,2548,2754,Water-Based Mud,PAD-091,PAD-061,24.61275,53.25697
SCH-0001652,RIG-022,Land,Shelf Drilling,Baker Hughes,SARB,Abu Dhabi Offshore,SARB-2557,Appraisal,Horizontal,2022-05-09,2022-06-09,2022-06-09,31,31,2.8,0.0,Released,3195200,3378600.0,10000,8.5,4011,4040,Synthetic-Based Mud,PAD-236,PAD-322,25.05417,53.44464
SCH-0006602,RIG-006,Jackup,ADNOC Drilling,Baker Hughes,Upper Zakum,Abu Dhabi Offshore,UZ-1134,Workover,Horizontal,2023-12-23,2024-01-08,2024-01-09,16,17,5.3,0.9,Released,1684200,1952100.0,10000,8.5,2711,2719,Water-Based Mud,PAD-252,PAD-196,24.49719,54.04044
SCH-0005927,RIG-017,Land,Shelf Drilling,Weatherford,Upper Zakum,Abu Dhabi Offshore,UZ-4239,Appraisal,Horizontal,2023-02-12,2023-03-06,2023-03-06,22,22,1.9,0.0,Released,2447900,2577800.0,10000,6.0,3050,2851,Water-Based Mud,PAD-169,PAD-289,24.4712,53.09194
SCH-0000814,RIG-007,Tender,KCA Deutag,Halliburton,Lower Zakum,Abu Dhabi Offshore,LZ-7173,Workover,Horizontal,2023-11-23,2023-12-09,2023-12-12,16,19,0.9,4.6,Released,2141100,2477100.0,10000,8.5,3021,2900,Water-Based Mud,PAD-321,PAD-180,24.84267,53.99073
SCH-0001394,RIG-005,Drillship,Weatherford,Weatherford,Al Dabb’iya,Abu Dhabi,ALD-8992,Exploration,Deviated,2022-03-22,2022-05-14,2022-05-16,53,55,1.2,0.0,Released,16001000,17284000.0,5000,8.5,3565,3763,Oil-Based Mud,PAD-107,PAD-131,24.16675,53.89658
SCH-0009297,RIG-002,Jackup,Shelf Drilling,Halliburton,Bu Hasa,Abu Dhabi,BUH-0415,Workover,S-curve,2024-03-14,2024-03-29,2024-03-30,15,16,1.8,0.6,Released,1358000,1467600.0,10000,8.5,4011,4244,Water-Based Mud,PAD-162,PAD-077,24.3404,54.43144
SCH-0011092,RIG-049,Jackup,Arabian Drilling,Weatherford,Lower Zakum,Abu Dhabi Offshore,LZ-7342,Sidetrack,S-curve,2024-03-11,2024-03-24,2024-03-24,13,13,3.1,0.0,Released,1439400,1366500.0,10000,8.5,3704,3914,Synthetic-Based Mud,PAD-323,PAD-069,24.54423,53.69067
SCH-0011109,RIG-033,Tender,Shelf Drilling,Weatherford,Bab,Abu Dhabi,BAB-0541,Workover,Horizontal,2022-04-30,2022-05-19,2022-05-20,19,20,1.3,0.5,Released,2250400,2275300.0,15000,8.5,3939,3911,Synthetic-Based Mud,PAD-333,PAD-186,23.78796,53.93404
SCH-0004954,RIG-054,Jackup,Nabors,Halliburton,Upper Zakum,Abu Dhabi Offshore,UZ-5915,Exploration,Vertical,2023-09-09,2023-10-23,2023-10-23,44,44,2.7,0.0,Released,6136900,6491600.0,10000,6.125,4090,4018,Water-Based Mud,PAD-249,PAD-044,24.71917,53.02239
SCH-0008951,RIG-055,Jackup,Arabian Drilling,Weatherford,Al Dabb’iya,Abu Dhabi,ALD-0386,Exploration,Deviated,2024-11-08,2024-12-16,2024-12-17,38,39,3.6,1.0,Released,5977800,6628100.0,10000,8.5,4081,3883,Water-Based Mud,PAD-003,PAD-067,23.40971,54.87703
SCH-0002792,RIG-054,Land,Nabors,Schlumberger,SARB,Abu Dhabi Offshore,SARB-2922,Exploration,S-curve,2023-07-09,2023-07-21,2023-07-23,12,14,3.1,1.0,Released,1445900,1653500.0,5000,8.5,3312,3568,Oil-Based Mud,PAD-338,PAD-006,24.30231,53.02213
SCH-0010726,RIG-055,Land,Shelf Drilling,ADNOC Services,Al Dabb’iya,Abu Dhabi,ALD-8160,Sidetrack,Vertical,2025-01-21,2025-02-01,2025-02-04,11,14,5.9,4.4,Released,1192300,1569300.0,15000,6.0,2394,2370,Oil-Based Mud,PAD-188,PAD-037,23.50433,54.46517
SCH-0003416,RIG-015,Land,Arabian Drilling,ADNOC Services,Bu Hasa,Abu Dhabi,BUH-3114,Dev,Deviated,2022-07-15,2022-07-31,2022-08-03,16,19,2.9,3.2,Released,1424200,1775100.0,10000,6.125,2760,2658,Oil-Based Mud,PAD-162,PAD-079,23.96821,54.16299
SCH-0010334,RIG-015,Jackup,KCA Deutag,Halliburton,SARB,Abu Dhabi Offshore,SARB-5854,Appraisal,Vertical,2022-11-30,2022-12-31,2023-01-01,31,32,2.8,1.9,Released,4243400,4777800.0,5000,6.125,2417,2574,Water-Based Mud,PAD-091,PAD-284,24.42208,53.3449
SCH-0011822,RIG-030,Jackup,Weatherford,Halliburton,Fateh,Abu Dhabi Offshore,FTH-8804,Sidetrack,S-curve,2025-03-27,2025-04-10,2025-04-13,14,17,3.5,5.7,Released,1535100,1877100.0,15000,17.5,3001,3344,Water-Based Mud,PAD-188,PAD-227,24.85262,53.42924
SCH-0010886,RIG-020,Land,Nabors,Baker Hughes,SARB,Abu Dhabi Offshore,SARB-2312,Appraisal,Horizontal,2022-02-11,2022-02-26,2022-03-01,15,18,2.0,5.7,Released,1483800,1913700.0,10000,6.0,2836,3191,Synthetic-Based Mud,PAD-157,PAD-195,24.56584,53.92246
SCH-0002766,RIG-055,Jackup,KCA Deutag,Baker Hughes,Fateh,Abu Dhabi Offshore,FTH-2721,Sidetrack,Horizontal,2025-08-24,2025-09-11,2025-09-14,18,21,3.1,3.2,Released,1988300,2310000.0,10000,6.125,3252,3392,Water-Based Mud,PAD-218,PAD-178,24.56673,53.30482
SCH-0003869,RIG-037,Tender,Arabian Drilling,Halliburton,Bu Hasa,Abu Dhabi,BUH-2323,Dev,Horizontal,2023-12-07,2024-01-06,2024-01-07,30,31,4.7,1.9,Released,5035400,5506500.0,10000,12.25,2840,2821,Oil-Based Mud,PAD-176,PAD-105,24.66671,54.15541
SCH-0004514,RIG-023,Land,Weatherford,Baker Hughes,Fateh,Abu Dhabi Offshore,FTH-3180,Workover,S-curve,2023-04-10,2023-04-23,2023-04-25,13,15,0.9,,Released,716700,797800.0,5000,8.5,2856,,Water-Based Mud,PAD-290,PAD-229,24.56636,53.52565
SCH-0008366,RIG-050,Land,Shelf Drilling,Halliburton,Bab,Abu Dhabi,BAB-8791,Exploration,Vertical,2024-12-09,2024-12-29,2024-12-30,20,21,3.0,0.9,Released,1988100,1974400.0,5000,6.125,3485,3648,Water-Based Mud,PAD-294,PAD-105,24.05109,54.05259
SCH-0000361,RIG-001,Semi-Sub,Arabian Drilling,ADNOC Services,Bab,Abu Dhabi,BAB-6926,Workover,Deviated,2023-01-01,2023-01-13,2023-01-13,12,12,4.5,0.0,Released,1931100,2292300.0,10000,6.125,2987,2961,Water-Based Mud,PAD-290,PAD-253,24.37608,54.16754
SCH-0008399,RIG-058,Land,Shelf Drilling,Weatherford,Lower Zakum,Abu Dhabi Offshore,LZ-9261,Sidetrack,Deviated,2024-06-14,2024-06-30,2024-07-01,16,17,2.4,0.0,Released,1345000,1572200.0,5000,17.5,2161,2355,Oil-Based Mud,PAD-216,PAD-044,24.36166,53.64269
SCH-0006927,RIG-018,Land,KCA Deutag,Halliburton,SARB,Abu Dhabi Offshore,SARB-5021,Appraisal,Deviated,2023-03-31,2023-04-12,2023-04-12,12,12,0.8,0.0,Released,1142600,1076000.0,10000,8.5,2859,2702,Oil-Based Mud,PAD-314,PAD-024,24.98351,54.08005
SCH-0001902,RIG-029,Land,KCA Deutag,Schlumberger,Lower Zakum,Abu Dhabi Offshore,LZ-8974,Sidetrack,Vertical,2024-03-09,2024-03-30,2024-03-31,21,22,2.3,0.9,Released,1376700,1552600.0,10000,17.5,2481,2738,Oil-Based Mud,PAD-278,PAD-138,24.69581,53.35304
SCH-0008986,RIG-046,Jackup,KCA Deutag,Halliburton,Upper Zakum,Abu Dhabi Offshore,UZ-6119,Workover,Horizontal,2024-06-24,2024-07-11,2024-07-15,17,21,2.8,2.6,Released,1430000,1798100.0,15000,8.5,2223,2478,Water-Based Mud,PAD-114,PAD-225,24.97198,53.59667
SCH-0001732,RIG-015,Semi-Sub,ADNOC Drilling,ADNOC Services,Lower Zakum,Abu Dhabi Offshore,LZ-5939,Appraisal,Horizontal,2025-08-24,2025-10-21,2025-10-23,58,60,3.7,3.0,Ongoing,16661400,16617900.0,10000,6.0,1937,2003,Water-Based Mud,PAD-161,PAD-133,24.59109,53.80634
SCH-0001048,RIG-049,Land,Nabors,Baker Hughes,Bu Hasa,Abu Dhabi,BUH-1585,Workover,S-curve,2024-06-11,2024-06-19,2024-06-22,8,11,2.8,5.4,Released,618600,705900.0,10000,8.5,3542,3438,Water-Based Mud,PAD-023,PAD-232,23.37971,54.79539
SCH-0005387,RIG-038,Jackup,KCA Deutag,ADNOC Services,Al Dabb’iya,Abu Dhabi,ALD-9703,Workover,Vertical,2022-03-28,2022-04-10,2022-04-11,13,14,1.7,0.9,Released,1186300,1258000.0,15000,8.5,2026,2179,Oil-Based Mud,PAD-346,PAD-212,23.51331,54.28068
SCH-0007810,RIG-046,Land,KCA Deutag,Schlumberger,Al Dabb’iya,Abu Dhabi,ALD-1023,Sidetrack,S-curve,2024-11-26,2024-12-06,2024-12-08,10,12,3.7,3.5,Released,473000,657300.0,10000,8.5,4201,4412,Water-Based Mud,PAD-319,PAD-237,23.48177,53.97054
SCH-0008097,RIG-051,Land,ADNOC Drilling,Schlumberger,Lower Zakum,Abu Dhabi Offshore,LZ-9306,Workover,S-curve,2023-10-16,2023-10-27,2023-10-30,11,14,4.4,5.0,Released,777900,1014800.0,10000,8.5,2938,3028,Oil-Based Mud,PAD-295,PAD-230,24.44074,54.0409
SCH-0000222,RIG-036,Land,Arabian Drilling,Baker Hughes,Bu Hasa,Abu Dhabi,BUH-4744,Workover,Horizontal,2024-03-15,2024-03-22,2024-03-26,7,11,2.9,0.0,Released,429000,748300.0,10000,6.125,1466,1719,Water-Based Mud,PAD-223,PAD-034,23.94176,55.05901
SCH-0009781,RIG-038,Jackup,ADNOC Drilling,ADNOC Services,Al Dabb’iya,Abu Dhabi,ALD-7356,Workover,Deviated,2023-05-30,2023-06-12,2023-06-13,13,14,2.8,1.1,Released,1264500,1465700.0,10000,12.25,2417,2394,Water-Based Mud,PAD-264,PAD-324,24.02621,53.8966
SCH-0011585,RIG-054,Land,Shelf Drilling,Weatherford,Bu Hasa,Abu Dhabi,BUH-7122,Sidetrack,Vertical,2024-11-25,2024-12-15,2024-12-19,20,24,1.3,3.0,Released,1452000,1648200.0,10000,17.5,2794,2853,Oil-Based Mud,PAD-326,PAD-085,23.50812,53.7343
SCH-0010217,RIG-055,Land,Nabors,ADNOC Services,Lower Zakum,Abu Dhabi Offshore,LZ-0521,Workover,Horizontal,2024-09-30,2024-10-05,2024-10-11,5,11,4.2,0.7,Released,409200,696100.0,10000,8.5,3676,3584,Water-Based Mud,PAD-055,PAD-076,25.07862,53.54273
SCH-0002988,RIG-050,Land,Arabian Drilling,Baker Hughes,Al Dabb’iya,Abu Dhabi,ALD-1530,Dev,Horizontal,2024-10-05,2024-10-16,2024-10-19,11,14,2.7,2.2,Released,1109200,1526500.0,10000,6.0,3162,3315,Water-Based Mud,PAD-250,PAD-060,23.78802,54.50443
SCH-0009532,RIG-020,Semi-Sub,Nabors,ADNOC Services,Bu Hasa,Abu Dhabi,BUH-3560,Appraisal,Horizontal,2023-03-07,2023-04-10,2023-04-11,34,35,5.1,0.0,Released,7894600,7918400.0,10000,6.125,3106,3219,Water-Based Mud,PAD-282,PAD-150,24.6862,53.78414
SCH-0002258,RIG-016,Land,Shelf Drilling,Schlumberger,Fateh,Abu Dhabi Offshore,FTH-0712,Sidetrack,Horizontal,2022-07-26,2022-08-11,2022-08-13,16,18,3.3,2.3,Released,1171400,1359000.0,15000,8.5,2579,2435,Oil-Based Mud,PAD-073,PAD-210,24.73903,52.98541
SCH-0000419,RIG-025,Land,Nabors,Weatherford,Fateh,Abu Dhabi Offshore,FTH-8489,Exploration,Horizontal,2022-04-15,2022-05-19,2022-05-21,34,36,3.4,2.6,Released,4351600,4738700.0,10000,17.5,2782,2984,Synthetic-Based Mud,PAD-329,PAD-075,24.61875,53.28303
SCH-0009458,RIG-031,Semi-Sub,Arabian Drilling,Halliburton,Al Dabb’iya,Abu Dhabi,ALD-3885,Sidetrack,Horizontal,2024-10-20,2024-11-09,2024-11-10,20,21,1.6,1.1,Released,3307500,3581600.0,15000,8.5,2590,2732,Oil-Based Mud,PAD-288,PAD-254,23.65102,55.29331
