JobID,Failure_90d,Field,FormationType,CompletionType,ESP_Model,OilRate_bpd,WaterCut_frac,GasOilRatio_scf_bbl,IntakePressure_psia,DischargePressure_psia,THP_psia,WellheadTemp_C,MotorTemp_C,Vibration_RMS,Power_kW,DriveFrequency_Hz,RunTimeSincePull_days,SandRate_mgL,ScaleInhibitor_ppm,CorrosionInhibitor_ppm,ChokeSize_in,TubingID_in,Fail_Prob_Internal,kW_per_bbl,DP_Margin_psia
ESPJOB-0019838,0,Fateh,Carbonate,Single-Stage,ESP-562,2109.6,0.1934,565.8,814.4,3779.5,893.7,67.5,114.5,4.479,295.2,66.71,550.4,18.14,11.4,32.1,1.0,3.5,0.3304,0.1399,2965.0
ESPJOB-0004626,0,Fateh,Sandstone,Single-Stage,ESP-538,2109.2,0.3723,154.3,946.6,4164.5,984.9,67.7,110.7,4.364,295.0,49.05,614.2,9.19,45.6,7.1,0.75,3.5,0.1913,0.1399,3217.9
ESPJOB-0008983,0,Lower Zakum,Shale,Single-Stage,ESP-538,3047.7,0.4168,259.6,785.7,4237.9,715.7,84.8,128.7,4.486,414.1,56.95,161.4,10.07,29.3,24.3,1.0,3.5,0.2246,0.1359,3452.3
ESPJOB-0013771,0,Bu Hasa,Sandstone,Multi-Stage,ESP-538,1504.2,0.0,399.7,920.9,3166.0,561.7,87.6,103.5,4.252,171.8,45.07,44.7,34.76,44.8,12.7,1.5,2.375,0.1208,0.1142,2245.0
ESPJOB-0017060,1,Upper Zakum,Sandstone,Multi-Stage,ESP-400,2115.1,0.3054,531.2,684.0,2280.5,378.5,64.9,100.5,3.702,298.3,68.61,217.1,4.05,75.8,31.4,1.25,2.375,0.0734,0.141,1596.5
ESPJOB-0009120,0,Bu Hasa,Carbonate,Single-Stage,ESP-562,2305.2,0.634,388.7,886.9,2750.9,359.0,70.5,123.7,4.518,342.6,64.75,328.7,55.63,62.0,13.5,0.75,3.5,0.3749,0.1486,1864.1
ESPJOB-0019206,0,Lower Zakum,Carbonate,Single-Stage,ESP-538,4669.9,0.4184,550.9,646.3,2561.1,355.0,86.8,153.4,5.913,482.6,53.81,103.9,46.23,40.3,11.0,1.25,3.5,0.2305,0.1033,1914.8
ESPJOB-0013490,1,Upper Zakum,Carbonate,Multi-Stage,ESP-400,2163.1,0.7491,213.3,1046.1,3309.6,756.1,87.6,116.8,4.806,336.0,60.82,375.7,48.44,49.8,27.4,1.5,3.5,0.3188,0.1553,2263.4
ESPJOB-0000637,0,SARB,Sandstone,Single-Stage,ESP-538,2170.6,0.1719,725.6,733.3,2694.9,392.0,53.8,105.4,4.262,317.6,41.04,218.4,27.23,28.9,14.9,1.0,4.5,0.1869,0.1463,1961.6
ESPJOB-0007100,0,Lower Zakum,Carbonate,Multi-Stage,ESP-538,1693.6,0.6715,403.1,954.7,3389.6,586.0,64.4,124.0,3.622,253.7,47.86,299.7,50.33,9.2,21.0,0.5,2.375,0.3345,0.1498,2435.0
ESPJOB-0009078,0,Bu Hasa,Carbonate,Smart,ESP-400,2560.1,0.6136,380.8,642.8,2936.3,731.2,89.5,129.7,6.06,364.1,56.81,137.7,4.01,48.0,29.4,1.0,3.5,0.2159,0.1422,2293.5
ESPJOB-0004857,0,Lower Zakum,Carbonate,Single-Stage,ESP-400,1996.7,0.6569,184.2,845.1,2773.6,527.4,71.8,105.9,5.605,312.4,52.21,265.8,60.44,104.6,28.4,0.75,2.875,0.1196,0.1565,1928.5
ESPJOB-0019511,0,Lower Zakum,Sandstone,Multi-Stage,ESP-538,2691.4,,403.2,871.5,4002.5,529.1,66.1,118.4,2.382,354.2,59.36,175.8,10.33,28.8,22.7,1.0,2.875,0.0925,0.1316,3131.1
ESPJOB-0000937,1,Fateh,Sandstone,Multi-Stage,ESP-400,2558.6,0.4224,921.8,898.0,3112.0,736.7,80.9,120.4,4.172,336.3,56.93,187.0,14.39,54.7,20.3,0.75,4.5,0.1725,0.1314,2214.0
ESPJOB-0017232,1,Upper Zakum,Shale,Multi-Stage,ESP-562,2882.3,0.4222,218.5,790.3,3489.2,857.9,61.4,112.0,4.873,424.8,42.32,349.5,12.82,82.0,6.9,1.5,3.5,0.2212,0.1474,2698.9
ESPJOB-0019654,0,Fateh,Carbonate,Single-Stage,ESP-400,2567.8,0.4197,469.0,582.6,4036.0,952.3,69.2,114.7,3.029,392.1,54.89,101.0,21.12,2.1,21.8,0.75,3.5,0.2361,0.1527,3453.4
ESPJOB-0001956,0,Fateh,Shale,Single-Stage,ESP-562,2399.7,0.3565,1225.7,488.8,3191.8,663.5,73.6,114.7,4.375,321.7,42.91,356.0,24.66,6.9,32.8,0.75,4.5,0.3686,0.1341,2703.1
ESPJOB-0015908,0,Fateh,Carbonate,Multi-Stage,ESP-538,3138.7,0.2267,796.7,548.7,3186.2,479.9,79.7,138.2,2.314,407.3,67.33,270.6,5.01,21.6,38.7,1.0,2.875,0.1824,0.1298,2637.4
ESPJOB-0013533,0,SARB,Carbonate,Multi-Stage,ESP-400,2590.4,0.5831,459.9,695.0,3613.6,606.5,76.1,120.8,4.633,364.3,67.83,230.0,18.25,28.4,4.1,1.0,3.5,0.2887,0.1406,2918.5
ESPJOB-0019884,1,Upper Zakum,Sandstone,Single-Stage,ESP-400,2448.2,0.6103,272.6,571.5,3238.8,647.6,71.8,121.5,5.196,350.6,58.79,484.6,16.59,64.6,3.5,0.75,4.5,0.2616,0.1432,2667.2
ESPJOB-0001031,0,Lower Zakum,Carbonate,Smart,ESP-400,3164.9,0.214,317.3,786.4,4041.5,764.6,64.4,127.9,4.573,417.5,56.84,300.7,20.7,36.2,22.2,1.0,3.5,0.2522,0.1319,3255.1
ESPJOB-0001429,0,Lower Zakum,Carbonate,Smart,ESP-562,3125.5,0.591,399.5,720.7,3596.6,884.6,70.0,137.2,5.072,425.8,65.04,383.7,6.39,27.1,38.3,1.0,3.5,0.2778,0.1362,2875.9
ESPJOB-0005989,0,Bab,Carbonate,Single-Stage,ESP-400,1526.0,0.7278,955.4,688.7,3552.2,533.4,82.0,110.3,4.359,219.9,53.3,3.2,17.33,39.2,31.9,1.25,2.875,0.2012,0.1441,2863.5
ESPJOB-0000327,1,Fateh,Carbonate,Single-Stage,ESP-675,3436.9,0.4478,318.5,1060.8,4205.9,834.7,71.9,136.9,15.78237276679115,429.5,49.58,189.3,16.55,33.4,25.6,1.0,3.5,0.2749,0.125,3145.1
ESPJOB-0002570,0,SARB,Carbonate,Multi-Stage,ESP-675,2031.0,0.2764,340.2,656.3,3293.2,746.5,56.8,108.6,3.865,263.5,55.14,322.6,30.57,44.4,15.3,1.0,3.5,0.199,0.1297,2636.9
ESPJOB-0008622,0,SARB,Carbonate,Single-Stage,ESP-562,2338.4,0.7307,659.8,366.7,2993.2,567.3,70.4,114.8,2.369,349.7,34.92,268.4,35.8,4.6,14.0,0.75,2.375,0.2038,0.1495,2626.5
ESPJOB-0016399,0,Bu Hasa,Shale,Single-Stage,ESP-562,2935.3,0.8054,353.8,432.6,3016.0,691.6,59.4,139.9,9.673539419347003,413.9,53.88,119.0,3.37,55.9,14.3,0.75,2.875,0.2272,0.141,2583.4
ESPJOB-0018342,0,Bab,Shale,Smart,ESP-538,1940.3,0.3633,397.7,944.0,3855.5,855.0,77.8,110.9,3.415,311.1,59.43,345.9,15.87,3.8,19.8,1.0,2.875,0.1514,0.1603,2911.6
ESPJOB-0014649,0,Upper Zakum,Carbonate,Multi-Stage,ESP-538,1164.6,0.8951,331.3,956.2,3710.8,711.4,50.3,97.7,3.367,226.1,58.6,317.5,17.04,51.7,6.9,1.0,2.875,0.1998,0.1941,2754.6
ESPJOB-0014985,0,Bu Hasa,Carbonate,Smart,ESP-562,2905.1,0.6874,449.4,635.6,3221.6,494.5,86.0,146.5,5.289,371.8,66.62,311.5,53.99,38.9,44.7,1.0,2.875,0.4171,0.128,2586.0
ESPJOB-0010934,0,Bab,Sandstone,Multi-Stage,ESP-538,2985.9,0.5992,414.5,944.8,3575.0,871.7,72.0,130.0,5.525,399.2,63.2,118.3,11.24,47.1,5.1,0.75,2.375,0.3354,0.1337,2630.2
ESPJOB-0009212,0,Bu Hasa,Sandstone,Single-Stage,ESP-538,3211.8,0.3892,209.6,769.9,4390.5,943.6,69.9,143.8,6.041,409.6,51.66,294.8,21.22,5.6,7.8,0.5,3.5,0.4883,0.1275,3620.7
ESPJOB-0011414,1,Bu Hasa,Sandstone,Multi-Stage,ESP-400,3179.0,0.7331,263.9,563.7,3483.5,850.4,84.2,136.6,5.195,447.2,64.78,240.2,11.78,44.5,25.6,1.25,2.375,0.4444,0.1407,2919.7
ESPJOB-0000485,0,Lower Zakum,Sandstone,Single-Stage,ESP-538,3122.8,0.4254,554.0,920.5,3660.4,823.9,76.5,130.4,3.927,486.8,49.97,366.3,7.82,23.2,47.9,0.5,3.5,0.2049,0.1559,2739.9
ESPJOB-0006121,0,Bu Hasa,Carbonate,Single-Stage,ESP-562,2543.1,0.3576,311.1,869.5,2757.6,424.7,63.8,132.8,6.442,273.4,45.34,298.4,11.96,39.9,29.7,1.5,4.5,0.0921,0.1075,1888.1
ESPJOB-0012254,0,Bu Hasa,Sandstone,Single-Stage,ESP-538,3506.3,0.2168,273.5,572.1,4040.6,756.6,67.9,136.1,4.229,421.0,68.15,320.8,1.14,24.4,25.8,1.25,3.5,0.1329,0.1201,3468.6
ESPJOB-0012705,0,Upper Zakum,Carbonate,Single-Stage,ESP-400,1459.4,0.5726,462.4,989.1,3967.3,863.4,48.6,104.1,3.193,236.4,45.3,404.5,55.39,15.7,20.6,1.0,3.5,0.2654,0.162,2978.2
ESPJOB-0008471,0,Lower Zakum,Carbonate,Single-Stage,ESP-400,4683.7,0.2705,490.9,612.6,3478.6,490.4,84.6,167.8,4.518,578.2,63.13,251.8,4.05,48.4,1.6,0.75,2.875,0.1564,0.1235,2866.1
ESPJOB-0001150,0,Upper Zakum,Carbonate,Single-Stage,ESP-562,2954.4,0.567,204.4,834.9,3329.5,682.0,78.0,112.2,3.936,356.5,55.55,131.5,19.39,63.0,40.6,1.0,2.375,0.0932,0.1207,2494.6
ESPJOB-0010134,0,SARB,Sandstone,Multi-Stage,ESP-400,3929.7,0.2278,630.3,685.2,2939.7,708.2,62.4,157.7,3.853,494.8,56.18,262.5,31.41,41.3,21.2,0.75,3.5,0.2063,0.1259,2254.5
ESPJOB-0012692,0,Lower Zakum,Carbonate,Smart,ESP-675,1558.1,0.0,696.9,794.3,2707.2,530.6,70.7,82.6,2.937,232.4,52.77,255.0,87.36,16.8,4.4,0.75,2.875,0.0857,0.1492,1912.8
ESPJOB-0009618,0,Bab,Carbonate,Single-Stage,ESP-562,5340.0,0.4537,375.9,795.4,2835.6,638.6,80.7,156.7,6.041,678.1,57.02,35.0,7.3,6.4,28.9,1.5,2.375,0.1158,0.127,2040.1
ESPJOB-0007594,0,Bab,Sandstone,Multi-Stage,ESP-400,3044.8,0.5226,383.0,1017.0,3409.8,511.1,67.1,138.5,4.377,428.8,57.4,76.3,38.56,70.6,6.8,0.75,2.875,0.217,0.1408,2392.8
ESPJOB-0007957,0,Upper Zakum,Carbonate,Smart,ESP-562,3401.5,0.7275,238.0,695.4,3207.8,624.6,70.0,141.3,3.919,472.6,52.03,246.9,62.55,26.8,20.3,1.5,4.5,0.3369,0.139,2512.4
ESPJOB-0007007,1,Lower Zakum,Shale,Single-Stage,ESP-538,1227.7,0.5944,324.8,647.8,2875.6,533.1,83.5,97.8,3.298,169.9,53.89,150.7,7.65,39.7,43.0,0.75,2.375,0.1743,0.1384,2227.8
ESPJOB-0008982,0,SARB,Sandstone,Single-Stage,ESP-675,2649.5,0.2471,188.2,937.5,3132.0,659.3,57.5,115.6,4.706,391.5,54.86,81.6,38.72,57.3,16.8,1.5,2.875,0.1129,0.1478,2194.5
ESPJOB-0014482,0,Lower Zakum,Sandstone,Single-Stage,ESP-400,3705.1,0.3185,225.8,423.7,2386.0,576.7,87.9,151.6,5.631,406.2,68.36,153.1,27.4,54.8,18.9,0.75,3.5,0.269,0.1096,1962.2
ESPJOB-0018514,1,Bu Hasa,Sandstone,Multi-Stage,ESP-562,2671.6,0.7246,708.9,634.0,4524.6,755.2,73.6,142.0,3.755,387.4,53.34,192.6,9.9,32.8,13.3,1.0,2.375,0.5137,0.145,3890.6
ESPJOB-0015431,0,SARB,Carbonate,Single-Stage,ESP-400,879.4,0.762,483.8,838.9,4071.9,517.2,51.8,108.8,3.755,160.8,52.73,270.8,22.54,39.0,7.7,0.75,2.375,0.2734,0.1829,3233.0
ESPJOB-0014848,0,Upper Zakum,Shale,Multi-Stage,ESP-562,1660.4,0.4807,762.5,1064.8,2801.1,475.4,60.4,101.7,2.922,238.3,60.64,105.8,81.86,43.2,38.8,0.5,2.375,0.1741,0.1435,1736.3
ESPJOB-0015881,0,Bab,Sandstone,Single-Stage,ESP-538,1472.2,0.0475,547.8,710.6,3854.9,745.9,56.6,87.0,4.636,236.5,51.84,88.2,9.29,6.7,18.0,0.75,2.375,0.1384,0.1606,3144.2
ESPJOB-0014271,1,SARB,Carbonate,Multi-Stage,ESP-538,2954.1,0.5272,354.0,689.8,2902.2,606.4,64.4,132.9,4.514,390.3,70.0,61.8,10.04,30.0,39.9,0.5,3.5,0.2152,0.1321,2212.3
ESPJOB-0014956,0,Lower Zakum,Sandstone,Single-Stage,ESP-400,3097.2,0.4113,474.7,894.2,2480.5,542.5,70.2,118.5,3.487,399.7,52.75,300.7,2.15,58.5,17.1,1.0,4.5,0.0727,0.1291,1586.3
ESPJOB-0009816,0,Upper Zakum,Carbonate,Multi-Stage,ESP-400,2005.7,0.0,472.0,776.7,3355.0,825.2,76.2,97.6,4.956,357.9,58.06,116.4,27.98,23.3,31.8,1.5,2.875,0.2071,0.1785,2578.3
ESPJOB-0006660,0,Bab,Sandstone,Single-Stage,ESP-400,1792.9,0.5673,192.0,1069.6,3052.8,483.9,76.3,114.7,4.046,229.0,52.95,109.6,11.36,61.1,10.5,1.5,2.875,0.0976,0.1277,1983.2
ESPJOB-0002789,1,SARB,Sandstone,Multi-Stage,ESP-400,4617.4,0.7652,638.0,907.3,3919.1,562.7,93.0,170.3,6.249,603.1,66.17,25.7,15.58,13.2,0.1,1.5,2.375,0.2983,0.1306,3011.7
ESPJOB-0009746,0,SARB,Sandstone,Multi-Stage,ESP-562,3180.4,0.7535,156.5,681.8,3378.5,462.9,66.4,154.3,4.338,438.8,70.0,108.8,110.65,33.1,45.6,0.75,2.375,0.341,0.138,2696.7
ESPJOB-0014319,0,Upper Zakum,Carbonate,Multi-Stage,ESP-562,2853.1,0.6511,672.7,599.7,3180.5,591.6,73.4,140.9,10.293796599920709,401.8,65.58,47.1,27.41,24.9,13.0,0.75,2.875,0.3044,0.1408,2580.8
ESPJOB-0018348,1,Bab,Carbonate,Single-Stage,ESP-400,3267.9,0.5494,307.2,824.6,3493.7,691.0,60.9,141.4,4.164,377.6,53.56,330.6,27.93,79.9,19.5,1.0,2.375,0.2482,0.1155,2669.1
ESPJOB-0010538,0,Upper Zakum,Sandstone,Single-Stage,ESP-562,4366.5,0.282,106.4,821.1,2999.5,472.7,85.5,156.0,4.279,536.1,61.6,279.9,42.17,32.7,28.4,0.75,2.375,0.1475,0.1228,2178.4
ESPJOB-0019714,0,Upper Zakum,Carbonate,Single-Stage,ESP-400,2607.4,0.8803,569.5,897.2,4096.0,563.5,78.6,125.7,5.359,432.4,70.0,17.9,4.92,31.5,9.6,1.0,4.5,0.2787,0.1658,3198.8
ESPJOB-0013921,0,Lower Zakum,Sandstone,Multi-Stage,ESP-538,4233.5,0.99,400.2,200.0,2501.1,445.8,71.1,162.6,3.983,498.1,60.16,385.6,9.23,28.0,16.8,0.75,4.5,0.2902,0.1177,2301.1
ESPJOB-0009727,0,Bab,Carbonate,Single-Stage,ESP-400,2340.7,0.4056,455.1,749.1,3604.5,521.9,69.6,116.3,5.007,335.3,45.99,190.4,64.48,21.8,33.5,1.0,4.5,0.2355,0.1432,2855.3
ESPJOB-0005116,0,Bu Hasa,Carbonate,Single-Stage,ESP-400,1493.0,0.7031,556.3,852.8,3555.9,522.2,69.5,107.8,3.927,207.2,48.0,344.1,6.63,36.3,5.8,1.0,2.375,0.3623,0.1388,2703.1
ESPJOB-0014812,0,Upper Zakum,Carbonate,Single-Stage,ESP-675,1663.6,0.3771,316.6,798.8,3660.1,712.3,68.9,98.7,3.532,307.8,35.03,434.1,5.24,4.8,34.6,0.75,2.875,0.2036,0.185,2861.4
ESPJOB-0019993,1,Bab,Carbonate,Smart,ESP-400,2103.8,0.6512,439.9,951.8,3093.5,607.7,64.2,129.3,4.378,316.1,53.54,102.2,15.83,3.9,7.1,1.0,2.875,0.3074,0.1502,2141.7
ESPJOB-0010854,1,SARB,Sandstone,Smart,ESP-400,3020.8,0.5101,324.9,1119.4,3556.0,657.0,90.0,125.6,4.606,405.7,63.41,71.4,11.31,8.2,0.9,0.5,2.875,0.2052,0.1343,2436.6
ESPJOB-0007833,0,Bab,Carbonate,Multi-Stage,ESP-400,1483.4,0.5015,211.2,1346.6,3933.9,643.0,55.3,109.0,3.467,230.5,53.22,300.5,232.84,2.2,0.0,0.75,3.5,0.2731,0.1554,2587.3
ESPJOB-0017807,0,Upper Zakum,Sandstone,Single-Stage,ESP-562,1920.0,0.0809,217.5,812.1,3845.6,719.8,79.7,99.3,3.344,329.7,46.43,271.2,12.29,46.4,15.8,1.25,3.5,0.1108,0.1717,3033.5
ESPJOB-0012074,0,Upper Zakum,Shale,Single-Stage,ESP-400,2257.1,0.5574,384.5,853.4,2903.8,424.9,66.0,125.1,4.484,347.8,59.16,30.4,44.83,17.1,19.0,1.0,2.375,0.2657,0.1541,2050.3
ESPJOB-0016785,0,Bab,Carbonate,Multi-Stage,ESP-675,2453.1,0.2452,540.5,374.3,2330.4,313.7,65.6,109.6,2.345,371.9,64.57,447.6,6.3,27.7,27.2,0.75,2.375,0.144,0.1516,1956.1
ESPJOB-0002279,0,Upper Zakum,Sandstone,Multi-Stage,ESP-400,1612.4,0.3231,1001.6,884.5,3782.1,694.3,94.1,99.8,3.368,276.0,44.45,206.4,7.78,1.8,35.4,1.25,2.375,0.1913,0.1712,2897.6
ESPJOB-0004972,0,Bu Hasa,Sandstone,Single-Stage,ESP-400,3941.2,0.702,443.0,924.7,3821.4,467.5,68.2,151.0,5.897,497.8,66.51,2.7,20.75,45.7,26.9,1.5,2.375,0.1967,0.1263,2896.7
ESPJOB-0008046,0,Bu Hasa,Carbonate,Multi-Stage,ESP-538,2874.6,0.3867,320.7,805.6,3418.5,435.4,77.1,129.3,2.959,414.1,56.98,147.1,33.35,2.8,35.2,1.0,3.5,0.1693,0.144,2612.9
ESPJOB-0007629,0,Bu Hasa,Shale,Single-Stage,ESP-562,2730.2,0.6168,911.0,858.7,3333.8,574.9,78.8,132.5,3.821,400.7,68.93,364.7,24.11,19.8,24.4,1.0,3.5,0.3383,0.1468,2475.1
ESPJOB-0008944,0,SARB,Carbonate,Single-Stage,ESP-675,1940.2,0.556,438.3,654.5,2636.8,607.5,66.4,108.4,4.264,292.3,54.37,231.2,7.08,73.9,32.3,1.25,2.875,0.3186,0.1506,1982.4
ESPJOB-0014900,0,Bab,Carbonate,Multi-Stage,ESP-538,3372.9,0.2909,278.6,626.0,4014.9,889.0,64.7,139.6,3.178,429.4,57.14,279.1,14.72,31.6,17.8,1.0,4.5,0.1529,0.1273,3388.9
ESPJOB-0005590,1,SARB,Shale,Single-Stage,ESP-562,2637.6,0.3143,371.5,788.2,3176.0,420.6,71.4,121.2,2.505,391.1,41.21,409.7,5.59,30.1,19.2,1.0,2.375,0.1015,0.1483,2387.7
ESPJOB-0019721,0,Lower Zakum,Sandstone,Single-Stage,ESP-562,1344.3,0.4743,517.0,1030.6,4061.7,759.6,63.8,94.2,3.468,284.2,55.27,80.0,14.13,33.2,15.6,1.25,4.5,0.2976,0.2114,3031.0
ESPJOB-0000951,1,Bab,Carbonate,Single-Stage,ESP-400,2759.9,0.5241,957.8,319.1,3067.9,621.5,84.5,143.5,4.464,406.9,70.0,259.9,29.6,36.1,38.3,1.0,2.375,0.6322,0.1474,2748.8
ESPJOB-0000505,0,SARB,Sandstone,Single-Stage,ESP-562,1868.3,0.5958,89.5,801.6,3507.1,618.0,62.8,107.1,3.018,265.2,62.68,433.2,26.41,33.3,14.9,1.0,3.5,0.1514,0.1419,2705.5
ESPJOB-0008881,1,Bab,Shale,Single-Stage,ESP-562,2557.7,0.7607,374.4,821.4,3634.4,852.6,86.0,124.6,4.922,355.0,48.01,327.5,35.13,54.1,6.7,1.5,2.375,0.3885,0.1388,2813.0
ESPJOB-0012459,0,Lower Zakum,Carbonate,Single-Stage,ESP-562,3474.3,0.1325,315.0,1007.0,3425.0,571.9,80.3,160.6,4.747,452.4,58.01,248.6,4.25,38.1,4.3,0.75,2.875,0.0767,0.1302,2418.0
ESPJOB-0017184,0,SARB,Sandstone,Multi-Stage,ESP-400,4996.3,,372.0,923.3,3531.1,852.7,106.1,180.4,7.435,651.5,68.15,341.9,24.2,87.0,42.6,0.75,3.5,0.3098,0.1304,2607.8
ESPJOB-0019449,1,Upper Zakum,Carbonate,Single-Stage,ESP-538,1855.7,0.5662,627.6,545.9,3732.6,488.4,91.7,116.3,4.604,279.8,61.02,210.3,38.69,61.5,59.5,1.0,2.375,0.3663,0.1508,3186.6
ESPJOB-0006748,1,Lower Zakum,Carbonate,Single-Stage,ESP-562,4137.6,0.6953,959.9,784.5,3776.3,922.8,75.7,156.3,6.274,544.6,61.19,176.0,3.63,46.4,21.2,1.25,2.375,0.4196,0.1316,2991.8
ESPJOB-0004407,0,Bab,Sandstone,Multi-Stage,ESP-538,2181.8,0.5078,536.9,1077.4,2738.5,486.4,70.6,120.2,3.149,262.0,57.76,426.5,14.15,26.4,20.4,0.75,4.5,0.1469,0.1201,1661.0
ESPJOB-0013671,0,Upper Zakum,Carbonate,Multi-Stage,ESP-562,2913.6,0.6211,386.2,434.6,2649.1,571.5,57.0,145.2,4.214,352.1,47.06,238.2,12.52,79.7,1.7,0.75,3.5,0.1778,0.1209,2214.5
ESPJOB-0010135,0,Bab,Sandstone,Single-Stage,ESP-538,1967.9,0.414,243.7,923.1,3667.4,805.9,68.4,103.3,3.768,276.7,50.48,325.4,8.62,26.9,10.3,1.0,4.5,0.1165,0.1406,2744.2
ESPJOB-0003669,0,Upper Zakum,Carbonate,Single-Stage,ESP-400,1894.0,0.1702,873.3,957.9,2966.9,619.0,65.6,108.7,4.144,274.8,55.99,171.3,29.0,47.5,26.2,0.75,3.5,0.1681,0.1451,2009.0
ESPJOB-0012503,0,Bu Hasa,Sandstone,Multi-Stage,ESP-400,3844.7,0.2838,450.8,1287.1,3230.1,750.7,75.5,146.2,5.504,474.9,70.0,277.8,13.87,0.1,12.8,0.75,3.5,0.1882,0.1235,1943.0
ESPJOB-0017838,1,Lower Zakum,Sandstone,Single-Stage,ESP-538,2245.7,0.5897,314.9,1051.5,3825.0,865.0,82.9,130.6,3.818,336.0,51.07,220.3,38.96,65.5,44.8,0.75,2.375,0.3276,0.1496,2773.5
ESPJOB-0009328,0,Upper Zakum,Sandstone,Single-Stage,ESP-562,751.5,0.4476,784.8,993.4,3597.6,525.8,61.4,90.0,4.439,159.2,51.7,298.1,14.39,12.2,45.0,1.5,2.875,0.2994,0.2118,2604.2
ESPJOB-0015201,0,SARB,Sandstone,Multi-Stage,ESP-538,2641.2,0.2118,339.2,1201.8,4274.0,532.3,77.6,123.7,3.993,379.0,55.68,484.7,9.96,0.7,48.9,1.5,2.375,0.1794,0.1435,3072.2
ESPJOB-0014460,1,Bu Hasa,Carbonate,Multi-Stage,ESP-538,2833.0,0.88,646.8,672.6,2897.6,444.2,82.8,137.8,5.436,403.6,51.64,324.2,47.72,21.5,34.9,0.75,2.875,0.4415,0.1424,2224.9
ESPJOB-0007279,0,Lower Zakum,Carbonate,Multi-Stage,ESP-562,2060.7,0.5934,1102.5,1320.3,3740.9,668.2,74.2,107.9,3.333,257.6,51.17,186.4,17.86,40.0,6.7,0.5,3.5,0.1648,0.125,2420.6
ESPJOB-0012453,0,SARB,Carbonate,Multi-Stage,ESP-538,1977.5,0.6049,405.7,675.7,2681.8,577.0,85.7,112.8,4.204,310.2,46.71,603.6,24.44,76.9,7.9,1.0,2.375,0.3465,0.1569,2006.1
ESPJOB-0000059,0,Fateh,Carbonate,Multi-Stage,ESP-562,2697.1,0.1587,629.7,680.6,2151.0,483.4,68.1,130.2,3.816,398.4,49.59,17.6,110.28,52.8,19.5,0.5,2.875,0.1425,0.1477,1470.4
ESPJOB-0012550,0,Fateh,Carbonate,Single-Stage,ESP-400,639.9,0.3929,106.8,796.8,3468.7,620.4,53.9,100.5,3.667,135.5,70.0,151.5,10.61,72.4,23.8,1.25,3.5,0.0966,0.2117,2671.9
ESPJOB-0012245,0,SARB,Carbonate,Smart,ESP-562,4910.2,0.6091,335.5,858.0,3065.5,493.5,96.6,189.1,5.3,614.5,66.01,342.7,32.62,30.0,32.5,0.75,3.5,0.1982,0.1252,2207.4
ESPJOB-0000756,0,Fateh,Sandstone,Multi-Stage,ESP-400,1210.9,0.6486,408.0,924.6,2608.7,320.5,51.7,99.0,2.939,190.4,67.23,323.1,48.86,34.1,34.4,0.75,2.375,0.0966,0.1572,1684.2
ESPJOB-0019176,0,Bu Hasa,Carbonate,Multi-Stage,ESP-400,547.8,0.0,246.4,559.3,2803.3,378.1,78.3,74.8,2.596,110.3,51.83,49.4,61.21,27.6,26.9,0.5,2.875,0.0231,0.2014,2244.0
ESPJOB-0009019,0,SARB,Carbonate,Single-Stage,ESP-400,2663.8,0.2371,129.2,1002.4,3678.3,588.7,74.1,120.0,5.069,369.8,49.33,139.8,5.67,17.5,14.3,1.0,2.375,0.098,0.1388,2675.9
ESPJOB-0013669,0,SARB,Shale,Single-Stage,ESP-400,1973.9,0.6694,601.6,1089.7,3417.9,608.3,63.3,105.5,4.607,274.5,58.07,313.4,12.73,38.9,2.7,1.0,2.375,0.3045,0.1391,2328.2
ESPJOB-0016883,0,Upper Zakum,Sandstone,Single-Stage,ESP-538,2745.3,0.1434,521.4,727.4,3337.3,504.9,78.1,119.3,3.449,360.0,57.92,227.2,10.79,17.2,16.6,1.5,2.375,0.2197,0.1311,2609.9
ESPJOB-0011553,1,Bab,Carbonate,Single-Stage,ESP-675,3092.8,0.5096,424.5,737.7,2914.1,581.3,64.5,129.6,4.462,385.4,55.18,205.7,9.64,32.3,34.8,1.5,2.875,0.24,0.1246,2176.4
ESPJOB-0004567,1,Bu Hasa,Carbonate,Multi-Stage,ESP-538,2749.5,0.2049,605.4,620.5,2756.4,346.1,69.2,106.6,4.791,365.7,46.04,139.4,14.72,20.2,44.1,1.0,2.875,0.1279,0.133,2135.9
ESPJOB-0019508,0,Lower Zakum,Carbonate,Single-Stage,ESP-400,2409.3,0.7261,739.1,660.7,2854.7,371.2,62.1,121.2,5.003,321.7,67.94,524.3,17.04,44.7,3.5,0.75,3.5,0.3132,0.1335,2194.0
ESPJOB-0015147,0,SARB,Carbonate,Multi-Stage,ESP-538,3898.1,0.4335,594.2,1041.4,3245.5,395.7,82.5,140.8,4.28,469.4,47.39,298.7,15.2,32.5,5.7,1.0,2.375,0.1982,0.1204,2204.1
ESPJOB-0017213,0,SARB,Carbonate,Multi-Stage,ESP-538,3668.8,0.7174,351.0,1006.9,4484.3,558.7,80.6,151.6,6.528,448.1,49.09,145.8,8.65,5.0,21.6,1.5,2.875,0.2828,0.1221,3477.3
